,NIG021_NS 100.0(Hz) unit:(gal)
362,-0.22300220253475533
363,-0.24636722328670846
364,-0.24064517738827096
365,-0.20130611183651315
366,-0.1939151358843647
367,-0.23253894569881783
368,-0.2492282462359272
369,-0.23754573585995065
370,-0.22991634132870065
371,-0.23301578285702096
372,-0.21990276100643502
373,-0.2289626670122944
374,-0.2282474112749897
375,-0.23516155006893502
376,-0.21394229652889596
377,-0.20774341347225533
378,-0.2148959708453022
379,-0.23134685280331002
380,-0.2289626670122944
381,-0.22753215553768502
382,-0.21346545937069283
383,-0.21990276100643502
384,-0.20750499489315377
385,-0.22991634132870065
386,-0.24875140907772408
387,-0.23873782875545846
388,-0.22490955116756783
389,-0.2117965293169819
390,-0.21394229652889596
391,-0.21799541237362252
392,-0.21084285500057565
393,-0.23826099159725533
394,-0.2561423850298725
395,-0.2365920615435444
396,-0.2175185752154194
397,-0.22157169106014596
398,-0.24183727028377877
399,-0.22610164406307565
400,-0.20082927467831002
401,-0.2168033194781147
402,-0.2377841544390522
403,-0.2289626670122944
404,-0.22037959816463815
405,-0.21775699379452096
406,-0.24755931618221627
407,-0.2549502921343647
408,-0.2175185752154194
409,-0.1977298331499897
410,-0.20392871620663033
411,-0.23253894569881783
412,-0.2613875937701069
413,-0.2461288047076069
414,-0.20750499489315377
415,-0.20941234352596627
416,-0.21346545937069283
417,-0.22395587685116158
418,-0.2308700156451069
419,-0.23635364296444283
420,-0.21894908669002877
421,-0.21275020363338815
422,-0.22729373695858346
423,-0.23539996864803658
424,-0.2308700156451069
425,-0.21441913368709908
426,-0.21823383095272408
427,-0.22014117958553658
428,-0.2137038779497944
429,-0.23826099159725533
430,-0.26877856972225533
431,-0.23921466591366158
432,-0.19439197304256783
433,-0.20011401894100533
434,-0.23373103859432565
435,-0.24660564186581002
436,-0.24016834023006783
437,-0.22538638832577096
438,-0.20965076210506783
439,-0.20655132057674752
440,-0.22181010963924752
441,-0.24445987465389596
442,-0.2423141074419819
443,-0.22300220253475533
444,-0.20106769325741158
445,-0.22753215553768502
446,-0.2339694571734272
447,-0.23826099159725533
448,-0.2194259238482319
449,-0.2384994101763569
450,-0.22395587685116158
451,-0.22037959816463815
452,-0.22538638832577096
453,-0.2404067588091694
454,-0.22777057411678658
455,-0.22657848122127877
456,-0.21990276100643502
457,-0.22085643532284127
458,-0.22562480690487252
459,-0.22753215553768502
460,-0.22967792274959908
461,-0.2339694571734272
462,-0.23539996864803658
463,-0.22538638832577096
464,-0.23563838722713815
465,-0.2435062003374897
466,-0.2148959708453022
467,-0.2041671347857319
468,-0.21441913368709908
469,-0.2377841544390522
470,-0.24016834023006783
471,-0.21632648231991158
472,-0.2263400626421772
473,-0.22538638832577096
474,-0.23420787575252877
475,-0.2346847129107319
476,-0.22276378395565377
477,-0.21537280800350533
478,-0.2187106681109272
479,-0.22157169106014596
480,-0.24207568886288033
481,-0.24708247902401315
482,-0.21441913368709908
483,-0.20273662331112252
484,-0.19606090309627877
485,-0.22371745827206002
486,-0.22586322548397408
487,-0.22538638832577096
488,-0.2168033194781147
489,-0.23683048012264596
490,-0.22419429543026315
491,-0.2003524375201069
492,-0.20011401894100533
493,-0.2232406211138569
494,-0.2511355948687397
495,-0.22562480690487252
496,-0.22181010963924752
497,-0.22657848122127877
498,-0.21084285500057565
499,-0.2072665763140522
500,-0.22920108559139596
501,-0.23325420143612252
502,-0.22204852821834908
503,-0.22037959816463815
504,-0.22109485390194283
505,-0.22276378395565377
506,-0.22228694679745065
507,-0.23420787575252877
508,-0.23563838722713815
509,-0.22562480690487252
510,-0.20583606483944283
511,-0.21918750526913033
512,-0.23110843422420846
513,-0.23420787575252877
514,-0.23373103859432565
515,-0.21465755226620065
516,-0.2187106681109272
517,-0.21823383095272408
518,-0.21131969215877877
519,-0.24469829323299752
520,-0.23516155006893502
521,-0.23063159706600533
522,-0.21990276100643502
523,-0.23134685280331002
524,-0.21513438942440377
525,-0.21656490089901315
526,-0.2232406211138569
527,-0.2358768058062397
528,-0.2346847129107319
529,-0.23230052711971627
530,-0.2270553183794819
531,-0.24660564186581002
532,-0.24064517738827096
533,-0.2072665763140522
534,-0.19916034462459908
535,-0.22228694679745065
536,-0.22777057411678658
537,-0.23611522438534127
538,-0.23301578285702096
539,-0.22467113258846627
540,-0.22157169106014596
541,-0.22204852821834908
542,-0.22610164406307565
543,-0.20082927467831002
544,-0.21775699379452096
545,-0.2194259238482319
546,-0.2320621085406147
547,-0.24016834023006783
548,-0.23158527138241158
549,-0.21131969215877877
550,-0.2117965293169819
551,-0.22538638832577096
552,-0.24755931618221627
553,-0.23539996864803658
554,-0.2194259238482319
555,-0.22490955116756783
556,-0.23826099159725533
557,-0.22943950417049752
558,-0.19916034462459908
559,-0.20059085609920846
560,-0.22228694679745065
561,-0.2415988517046772
562,-0.2187106681109272
563,-0.2156112265826069
564,-0.2206180167437397
565,-0.22586322548397408
566,-0.2053592276812397
567,-0.25328136208065377
568,-0.23420787575252877
569,-0.23373103859432565
570,-0.21728015663631783
571,-0.2129886222124897
572,-0.22109485390194283
573,-0.22562480690487252
574,-0.22109485390194283
575,-0.24779773476131783
576,-0.24279094460018502
577,-0.21990276100643502
578,-0.21275020363338815
579,-0.2117965293169819
580,-0.23563838722713815
581,-0.21322704079159127
582,-0.24636722328670846
583,-0.2117965293169819
584,-0.2289626670122944
585,-0.20631290199764596
586,-0.22490955116756783
587,-0.22729373695858346
588,-0.2263400626421772
589,-0.2396915030718647
590,-0.22014117958553658
591,-0.22181010963924752
592,-0.1984450888872944
593,-0.2346847129107319
594,-0.24302936317928658
595,-0.2621028495074116
596,-0.2168033194781147
597,-0.21275020363338815
598,-0.23516155006893502
599,-0.2358768058062397
600,-0.21465755226620065
601,-0.2251479697466694
602,-0.23158527138241158
603,-0.22967792274959908
604,-0.21155811073788033
605,-0.2365920615435444
606,-0.22967792274959908
607,-0.22657848122127877
608,-0.21656490089901315
609,-0.20702815773495065
610,-0.21728015663631783
611,-0.21656490089901315
612,-0.22395587685116158
613,-0.22419429543026315
614,-0.24064517738827096
615,-0.22586322548397408
616,-0.21251178505428658
617,-0.19224620583065377
618,-0.2213332724810444
619,-0.22848582985409127
620,-0.23802257301815377
621,-0.2270553183794819
622,-0.2289626670122944
623,-0.23063159706600533
624,-0.22991634132870065
625,-0.20965076210506783
626,-0.21584964516170846
627,-0.24016834023006783
628,-0.23158527138241158
629,-0.20488239052303658
630,-0.22228694679745065
631,-0.2415988517046772
632,-0.2168033194781147
633,-0.21465755226620065
634,-0.20440555336483346
635,-0.22610164406307565
636,-0.23635364296444283
637,-0.23253894569881783
638,-0.2168033194781147
639,-0.21823383095272408
640,-0.21728015663631783
641,-0.22943950417049752
642,-0.2346847129107319
643,-0.23921466591366158
644,-0.2187106681109272
645,-0.21227336647518502
646,-0.21394229652889596
647,-0.2213332724810444
648,-0.22204852821834908
649,-0.2442214560747944
650,-0.2308700156451069
651,-0.20202136757381783
652,-0.22085643532284127
653,-0.24493671181209908
654,-0.2377841544390522
655,-0.21966434242733346
656,-0.2213332724810444
657,-0.21990276100643502
658,-0.2156112265826069
659,-0.21441913368709908
660,-0.2308700156451069
661,-0.23492313148983346
662,-0.22753215553768502
663,-0.2206180167437397
664,-0.22729373695858346
665,-0.2492282462359272
666,-0.22753215553768502
667,-0.20941234352596627
668,-0.20583606483944283
669,-0.2358768058062397
670,-0.23230052711971627
671,-0.2289626670122944
672,-0.22347903969295846
673,-0.23301578285702096
674,-0.21799541237362252
675,-0.22490955116756783
676,-0.2060744834185444
677,-0.22276378395565377
678,-0.22848582985409127
679,-0.2415988517046772
680,-0.23516155006893502
681,-0.2244327140093647
682,-0.2098891806841694
683,-0.2232406211138569
684,-0.23253894569881783
685,-0.2308700156451069
686,-0.21823383095272408
687,-0.21036601784237252
688,-0.23039317848690377
689,-0.23420787575252877
690,-0.23063159706600533
691,-0.20702815773495065
692,-0.19749141457088815
693,-0.2148959708453022
694,-0.2480361533404194
695,-0.2327773642779194
696,-0.2187106681109272
697,-0.21632648231991158
698,-0.21203494789608346
699,-0.21632648231991158
700,-0.2454135489703022
701,-0.24016834023006783
702,-0.2156112265826069
703,-0.21632648231991158
704,-0.20750499489315377
705,-0.22276378395565377
706,-0.22276378395565377
707,-0.2435062003374897
708,-0.23325420143612252
709,-0.2225253653765522
710,-0.18723941566952096
711,-0.2137038779497944
712,-0.23897624733456002
713,-0.2644870352984272
714,-0.22872424843319283
715,-0.19439197304256783
716,-0.18342471840389596
717,-0.21155811073788033
718,-0.21847224953182565
719,-0.24445987465389596
720,-0.2549502921343647
721,-0.23039317848690377
722,-0.19796825172909127
723,-0.19367671730526315
724,-0.2206180167437397
725,-0.23444629433163033
726,-0.2423141074419819
727,-0.22538638832577096
728,-0.21704173805721627
729,-0.20941234352596627
730,-0.20965076210506783
731,-0.23516155006893502
732,-0.2632949424029194
733,-0.23611522438534127
734,-0.20512080910213815
735,-0.21227336647518502
736,-0.2110812735796772
737,-0.23563838722713815
738,-0.24684406044491158
739,-0.22729373695858346
740,-0.21537280800350533
741,-0.22037959816463815
742,-0.1996371817828022
743,-0.2110812735796772
744,-0.2308700156451069
745,-0.24279094460018502
746,-0.21513438942440377
747,-0.21418071510799752
748,-0.2175185752154194
749,-0.22753215553768502
750,-0.23897624733456002
751,-0.23420787575252877
752,-0.21275020363338815
753,-0.19796825172909127
754,-0.20202136757381783
755,-0.22657848122127877
756,-0.25161243202694283
757,-0.23253894569881783
758,-0.2060744834185444
759,-0.19486881020077096
760,-0.2289626670122944
761,-0.2289626670122944
762,-0.22848582985409127
763,-0.21608806374081002
764,-0.2251479697466694
765,-0.2041671347857319
766,-0.21227336647518502
767,-0.23134685280331002
768,-0.25542712929256783
769,-0.23539996864803658
770,-0.21656490089901315
771,-0.19153095009334908
772,-0.2072665763140522
773,-0.21704173805721627
774,-0.23683048012264596
775,-0.23706889870174752
776,-0.22943950417049752
777,-0.21155811073788033
778,-0.20559764626034127
779,-0.22347903969295846
780,-0.23563838722713815
781,-0.22228694679745065
782,-0.21346545937069283
783,-0.21799541237362252
784,-0.20488239052303658
785,-0.21847224953182565
786,-0.2435062003374897
787,-0.25137401344784127
788,-0.22967792274959908
789,-0.2072665763140522
790,-0.2022597861529194
791,-0.21322704079159127
792,-0.2098891806841694
793,-0.21632648231991158
794,-0.24946666481502877
795,-0.24112201454647408
796,-0.21823383095272408
797,-0.2110812735796772
798,-0.2225253653765522
799,-0.2175185752154194
800,-0.21728015663631783
801,-0.22014117958553658
802,-0.2308700156451069
803,-0.2232406211138569
804,-0.2148959708453022
805,-0.22228694679745065
806,-0.2308700156451069
807,-0.22395587685116158
808,-0.22037959816463815
809,-0.22037959816463815
810,-0.21465755226620065
811,-0.21728015663631783
812,-0.22753215553768502
813,-0.23683048012264596
814,-0.23182368996151315
815,-0.22872424843319283
816,-0.19892192604549752
817,-0.21012759926327096
818,-0.21251178505428658
819,-0.24493671181209908
820,-0.23301578285702096
821,-0.22371745827206002
822,-0.20202136757381783
823,-0.21966434242733346
824,-0.2060744834185444
825,-0.22467113258846627
826,-0.22920108559139596
827,-0.24946666481502877
828,-0.21537280800350533
829,-0.19629932167538033
830,-0.22586322548397408
831,-0.25518871071346627
832,-0.23683048012264596
833,-0.2117965293169819
834,-0.21251178505428658
835,-0.21275020363338815
836,-0.2358768058062397
837,-0.21251178505428658
838,-0.22228694679745065
839,-0.23683048012264596
840,-0.24970508339413033
841,-0.2270553183794819
842,-0.22395587685116158
843,-0.20750499489315377
844,-0.2194259238482319
845,-0.22014117958553658
846,-0.24136043312557565
847,-0.21632648231991158
848,-0.21251178505428658
849,-0.22181010963924752
850,-0.21537280800350533
851,-0.2213332724810444
852,-0.22800899269588815
853,-0.2225253653765522
854,-0.22538638832577096
855,-0.22967792274959908
856,-0.22848582985409127
857,-0.22181010963924752
858,-0.21084285500057565
859,-0.2117965293169819
860,-0.22181010963924752
861,-0.24445987465389596
862,-0.2358768058062397
863,-0.22657848122127877
864,-0.22157169106014596
865,-0.22729373695858346
866,-0.21632648231991158
867,-0.20678973915584908
868,-0.21584964516170846
869,-0.2327773642779194
870,-0.23754573585995065
871,-0.22872424843319283
872,-0.2289626670122944
873,-0.21966434242733346
874,-0.22681689980038033
875,-0.21847224953182565
876,-0.20559764626034127
877,-0.21322704079159127
878,-0.22872424843319283
879,-0.22371745827206002
880,-0.24255252602108346
881,-0.23301578285702096
882,-0.21537280800350533
883,-0.2003524375201069
884,-0.21966434242733346
885,-0.2175185752154194
886,-0.23182368996151315
887,-0.23039317848690377
888,-0.2270553183794819
889,-0.22490955116756783
890,-0.21823383095272408
891,-0.2072665763140522
892,-0.2022597861529194
893,-0.22014117958553658
894,-0.22729373695858346
895,-0.21775699379452096
896,-0.20297504189022408
897,-0.23516155006893502
898,-0.23635364296444283
899,-0.2308700156451069
900,-0.20583606483944283
901,-0.21584964516170846
902,-0.2232406211138569
903,-0.22681689980038033
904,-0.22014117958553658
905,-0.21632648231991158
906,-0.20559764626034127
907,-0.22729373695858346
908,-0.22729373695858346
909,-0.2244327140093647
910,-0.22562480690487252
911,-0.2187106681109272
912,-0.2289626670122944
913,-0.22920108559139596
914,-0.22920108559139596
915,-0.2225253653765522
916,-0.21418071510799752
917,-0.20440555336483346
918,-0.19820667030819283
919,-0.2194259238482319
920,-0.25351978065975533
921,-0.24660564186581002
922,-0.22920108559139596
923,-0.21322704079159127
924,-0.20702815773495065
925,-0.21441913368709908
926,-0.2289626670122944
927,-0.2396915030718647
928,-0.2320621085406147
929,-0.2148959708453022
930,-0.20321346046932565
931,-0.22610164406307565
932,-0.23826099159725533
933,-0.21799541237362252
934,-0.20392871620663033
935,-0.2358768058062397
936,-0.24136043312557565
937,-0.2327773642779194
938,-0.21203494789608346
939,-0.23301578285702096
940,-0.2282474112749897
941,-0.2320621085406147
942,-0.2187106681109272
943,-0.21441913368709908
944,-0.23182368996151315
945,-0.23611522438534127
946,-0.2194259238482319
947,-0.21799541237362252
948,-0.23158527138241158
949,-0.22085643532284127
950,-0.21537280800350533
951,-0.21036601784237252
952,-0.21227336647518502
953,-0.22467113258846627
954,-0.24779773476131783
955,-0.23992992165096627
956,-0.2358768058062397
957,-0.22228694679745065
958,-0.19892192604549752
959,-0.20082927467831002
960,-0.23754573585995065
961,-0.23182368996151315
962,-0.21584964516170846
963,-0.22109485390194283
964,-0.23134685280331002
965,-0.21060443642147408
966,-0.20488239052303658
967,-0.23182368996151315
968,-0.23539996864803658
969,-0.23420787575252877
970,-0.20869708778866158
971,-0.21894908669002877
972,-0.2244327140093647
973,-0.24088359596737252
974,-0.22586322548397408
975,-0.2327773642779194
976,-0.21584964516170846
977,-0.2263400626421772
978,-0.21823383095272408
979,-0.23635364296444283
980,-0.2327773642779194
981,-0.22538638832577096
982,-0.22347903969295846
983,-0.21060443642147408
984,-0.21322704079159127
985,-0.2263400626421772
986,-0.2523276877642475
987,-0.24112201454647408
988,-0.2327773642779194
989,-0.2129886222124897
990,-0.21704173805721627
991,-0.19248462440975533
992,-0.21227336647518502
993,-0.22920108559139596
994,-0.23992992165096627
995,-0.23230052711971627
996,-0.21346545937069283
997,-0.2206180167437397
998,-0.24374461891659127
999,-0.21346545937069283
1000,-0.19606090309627877
1001,-0.21441913368709908
1002,-0.22681689980038033
1003,-0.2289626670122944
1004,-0.22800899269588815
1005,-0.2225253653765522
1006,-0.22157169106014596
1007,-0.2282474112749897
1008,-0.2091739249468647
1009,-0.22109485390194283
1010,-0.22538638832577096
1011,-0.2377841544390522
1012,-0.22419429543026315
1013,-0.2244327140093647
1014,-0.22300220253475533
1015,-0.2244327140093647
1016,-0.22753215553768502
1017,-0.20750499489315377
1018,-0.21203494789608346
1019,-0.22681689980038033
1020,-0.23873782875545846
1021,-0.22848582985409127
1022,-0.2358768058062397
1023,-0.23039317848690377
1024,-0.20512080910213815
1025,-0.1805636954546772
1026,-0.2137038779497944
1027,-0.24183727028377877
1028,-0.24112201454647408
1029,-0.21704173805721627
1030,-0.22371745827206002
1031,-0.2244327140093647
1032,-0.21251178505428658
1033,-0.21418071510799752
1034,-0.23492313148983346
1035,-0.2396915030718647
1036,-0.22991634132870065
1037,-0.21656490089901315
1038,-0.22109485390194283
1039,-0.22490955116756783
1040,-0.21966434242733346
1041,-0.23897624733456002
1042,-0.23182368996151315
1043,-0.21894908669002877
1044,-0.21346545937069283
1045,-0.23230052711971627
1046,-0.23063159706600533
1047,-0.22181010963924752
1048,-0.2194259238482319
1049,-0.22347903969295846
1050,-0.21990276100643502
1051,-0.22610164406307565
1052,-0.24469829323299752
1053,-0.23921466591366158
1054,-0.22204852821834908
1055,-0.2137038779497944
1056,-0.2232406211138569
1057,-0.21728015663631783
1058,-0.2041671347857319
1059,-0.19343829872616158
1060,-0.21394229652889596
1061,-0.24326778175838815
1062,-0.2492282462359272
1063,-0.21036601784237252
1064,-0.2168033194781147
1065,-0.22085643532284127
1066,-0.2060744834185444
1067,-0.19892192604549752
1068,-0.23444629433163033
1069,-0.24302936317928658
1070,-0.22562480690487252
1071,-0.2129886222124897
1072,-0.20893550636776315
1073,-0.2117965293169819
1074,-0.21990276100643502
1075,-0.23683048012264596
1076,-0.2053592276812397
1077,-0.21799541237362252
1078,-0.22037959816463815
1079,-0.24255252602108346
1080,-0.23182368996151315
1081,-0.2358768058062397
1082,-0.21847224953182565
1083,-0.21537280800350533
1084,-0.21036601784237252
1085,-0.21823383095272408
1086,-0.2289626670122944
1087,-0.22467113258846627
1088,-0.22085643532284127
1089,-0.2187106681109272
1090,-0.2320621085406147
1091,-0.21894908669002877
1092,-0.2187106681109272
1093,-0.2263400626421772
1094,-0.23325420143612252
1095,-0.20869708778866158
1096,-0.22490955116756783
1097,-0.23039317848690377
1098,-0.23516155006893502
1099,-0.22371745827206002
1100,-0.21656490089901315
1101,-0.22419429543026315
1102,-0.21275020363338815
1103,-0.2148959708453022
1104,-0.23158527138241158
1105,-0.23444629433163033
1106,-0.22395587685116158
1107,-0.22538638832577096
1108,-0.22014117958553658
1109,-0.2339694571734272
1110,-0.22490955116756783
1111,-0.22562480690487252
1112,-0.23992992165096627
1113,-0.23516155006893502
1114,-0.21227336647518502
1115,-0.23110843422420846
1116,-0.23730731728084908
1117,-0.2282474112749897
1118,-0.20822025063045846
1119,-0.2282474112749897
1120,-0.23826099159725533
1121,-0.24255252602108346
1122,-0.2346847129107319
1123,-0.21704173805721627
1124,-0.20392871620663033
1125,-0.19939876320370065
1126,-0.2225253653765522
1127,-0.2461288047076069
1128,-0.25590396645077096
1129,-0.21394229652889596
1130,-0.20440555336483346
1131,-0.21537280800350533
1132,-0.22371745827206002
1133,-0.2206180167437397
1134,-0.24326778175838815
1135,-0.23492313148983346
1136,-0.21918750526913033
1137,-0.2129886222124897
1138,-0.20893550636776315
1139,-0.2263400626421772
1140,-0.2423141074419819
1141,-0.2415988517046772
1142,-0.20297504189022408
1143,-0.19606090309627877
1144,-0.2175185752154194
1145,-0.2480361533404194
1146,-0.23373103859432565
1147,-0.2301547599078022
1148,-0.2194259238482319
1149,-0.20893550636776315
