,NIG021_UD 100.0(Hz) unit:(gal)
779,0.017384637558340632
780,0.01047049876439532
781,0.02763663645970782
782,0.026206124985098445
783,0.02096091624486407
784,0.03693496104466876
785,0.030974496567129695
786,0.012854684555410945
787,-0.001212011611581243
788,0.022629846298575007
789,0.02763663645970782
790,0.026921380722403132
791,0.03312026377904376
792,0.04003440257298907
793,0.02286826487767657
794,-0.004073034560799993
795,-0.0028809416652921804
796,0.01905356761205157
797,0.022153009140371882
798,0.01428519603002032
799,0.017861474716543757
800,0.031928170883535945
801,0.03741179820287188
802,0.010947335922598445
803,0.005225290024160945
804,0.007371057236075007
805,0.020245660507559382
806,0.03049765940892657
807,0.02668296214330157
808,0.00951682444798907
809,0.011901010239004695
810,0.03431235667455157
811,0.02477561351048907
812,0.014523614609121882
813,0.011185754501700007
814,0.017623056137442195
815,0.010708917343496882
816,0.029305566513418757
817,0.04098807688939532
818,0.041464914047598445
819,0.025252450668692195
820,0.022629846298575007
821,0.024298776352285945
822,0.019768823349356257
823,0.00570212718236407
824,0.026206124985098445
825,0.04599486705052813
826,0.035742868149160945
827,0.005940545761465632
828,0.014762033188223445
829,0.030974496567129695
830,0.017384637558340632
831,-1.991871607343043e-05
832,0.023106683456778132
833,0.045279611313223445
834,0.027875055038809382
835,0.009039987289785945
836,-0.005026708877206243
837,0.008086312973379695
838,0.022153009140371882
839,0.032881845199942195
840,0.019530404770254695
841,0.017623056137442195
842,0.01333152171361407
843,0.01428519603002032
844,0.017384637558340632
845,0.030974496567129695
846,0.018815149032950007
847,0.015715707504629695
848,0.020484079086660945
849,0.024537194931387507
850,0.02286826487767657
851,0.025252450668692195
852,0.021199334823965632
853,0.007132638656973445
854,0.009278405868887507
855,0.02000724192845782
856,0.020722497665762507
857,0.017861474716543757
858,0.03335868235814532
859,0.02954398509252032
860,0.01714621897923907
861,0.0018874299167390696
862,0.01237784739720782
863,0.03168975230443438
864,0.020245660507559382
865,0.010232080185293757
866,0.02096091624486407
867,0.026444543564200007
868,0.02477561351048907
869,0.011185754501700007
870,0.009993661606192195
871,0.023106683456778132
872,0.02572928782689532
873,0.025014032089590632
874,0.019291986191153132
875,0.016907800400137507
876,0.02859031077611407
877,0.03717337962377032
878,0.02191459056127032
879,0.02191459056127032
880,0.018338311874746882
881,0.01523887034642657
882,0.03049765940892657
883,0.03526603099095782
884,0.03264342662084063
885,0.03455077525365313
886,0.01809989329564532
887,0.01809989329564532
888,0.020484079086660945
889,0.012139428818106257
890,0.015954126083731257
891,0.03312026377904376
892,0.05124007579076251
893,0.042418588364004695
894,0.026444543564200007
895,0.023106683456778132
896,0.031212915146231257
897,0.021437753403067195
898,0.015477288925528132
899,0.027159799301504695
900,0.034789193832754695
901,0.015000451767325007
902,0.002602685654043757
903,0.01428519603002032
904,0.02572928782689532
905,0.026444543564200007
906,0.028351892197012507
907,0.028828729355215632
908,0.02286826487767657
909,0.01333152171361407
910,0.021199334823965632
911,0.030020822250723445
912,0.018815149032950007
913,0.015000451767325007
914,0.02763663645970782
915,0.03216658946263751
916,0.02572928782689532
917,0.027159799301504695
918,0.017623056137442195
919,0.01905356761205157
920,0.016669381821035945
921,0.026206124985098445
922,0.02763663645970782
923,0.024060357773184382
924,0.03216658946263751
925,0.04384909983861407
926,0.03168975230443438
927,0.006894220077871882
928,-0.005026708877206243
929,0.018815149032950007
930,0.03502761241185626
931,0.017623056137442195
932,0.015477288925528132
933,0.03526603099095782
934,0.047186959946035945
935,0.013808358871817195
936,0.001172174179434382
937,0.015000451767325007
938,0.026921380722403132
939,0.025967706405996882
940,0.01809989329564532
941,0.01714621897923907
942,0.021199334823965632
943,0.031212915146231257
944,0.03335868235814532
945,0.02572928782689532
946,0.018576730453848445
947,0.022153009140371882
948,0.01905356761205157
949,0.022153009140371882
950,0.038603891098379695
951,0.03908072825658282
952,0.03145133372533282
953,0.022391427719473445
954,0.01047049876439532
955,0.016669381821035945
956,0.020245660507559382
957,0.03455077525365313
958,0.04790221568334063
959,0.036696542465567195
960,0.010947335922598445
961,0.012139428818106257
962,0.030020822250723445
963,0.017623056137442195
964,0.006178964340567195
965,0.027875055038809382
966,0.03621970530736407
967,0.025252450668692195
968,0.02096091624486407
969,0.013569940292715632
970,0.017861474716543757
971,0.02191459056127032
972,0.040511239731192195
973,0.026921380722403132
974,0.010947335922598445
975,0.012616265976309382
976,0.03335868235814532
977,0.028828729355215632
978,0.03359710093724688
979,0.02859031077611407
980,0.027159799301504695
981,0.025490869247793757
982,0.03836547251927813
983,0.04218016978490313
984,0.026444543564200007
985,0.019291986191153132
986,0.00665580149877032
987,0.023106683456778132
988,0.027875055038809382
989,0.030736077988028132
990,0.03502761241185626
991,0.054816354477285945
992,0.04074965831029376
993,0.021437753403067195
994,-0.007410894668221868
995,-0.002165685927987493
996,0.027159799301504695
997,0.033835519516348445
998,0.022391427719473445
999,0.033835519516348445
1000,0.040511239731192195
1001,0.03049765940892657
1002,0.010708917343496882
1003,0.004986871445059382
1004,0.00951682444798907
1005,0.024060357773184382
1006,0.03502761241185626
1007,0.015477288925528132
1008,0.006894220077871882
1009,0.03145133372533282
1010,0.030974496567129695
1011,0.022153009140371882
1012,0.018815149032950007
1013,0.0018874299167390696
1014,0.009039987289785945
1015,0.019768823349356257
1016,0.029782403671621882
1017,0.03717337962377032
1018,0.023583520614981257
1019,0.018338311874746882
1020,0.021437753403067195
1021,0.014046777450918757
1022,0.016907800400137507
1023,0.019291986191153132
1024,0.022391427719473445
1025,0.03836547251927813
1026,0.021199334823965632
1027,0.004510034286856257
1028,0.024298776352285945
1029,0.03335868235814532
1030,0.01428519603002032
1031,0.007847894394278132
1032,0.030736077988028132
1033,0.04003440257298907
1034,0.010947335922598445
1035,0.001172174179434382
1036,0.018815149032950007
1037,0.030020822250723445
1038,0.032881845199942195
1039,0.018815149032950007
1040,0.011662591659903132
1041,0.005225290024160945
1042,0.01047049876439532
1043,0.023106683456778132
1044,0.02286826487767657
1045,0.01809989329564532
1046,0.01905356761205157
1047,0.019530404770254695
1048,0.021676171982168757
1049,0.010232080185293757
1050,0.01809989329564532
1051,0.03502761241185626
1052,0.028828729355215632
1053,0.014762033188223445
1054,0.016430963241934382
1055,0.025014032089590632
1056,0.021437753403067195
1057,0.024298776352285945
1058,0.03168975230443438
1059,0.023106683456778132
1060,-0.0019272673488859304
1061,-0.00574196461451093
1062,0.01047049876439532
1063,0.03812705394017657
1064,0.02859031077611407
1065,0.01714621897923907
1066,0.02954398509252032
1067,0.035742868149160945
1068,0.018815149032950007
1069,0.016430963241934382
1070,0.024298776352285945
1071,0.026921380722403132
1072,0.017623056137442195
1073,0.01619254466283282
1074,0.020722497665762507
1075,0.025252450668692195
1076,0.03407393809545001
1077,0.02286826487767657
1078,0.01428519603002032
1079,0.01237784739720782
1080,0.017861474716543757
1081,0.019768823349356257
1082,0.032881845199942195
1083,0.030020822250723445
1084,0.03621970530736407
1085,0.029067147934317195
1086,0.015477288925528132
1087,0.022153009140371882
1088,0.009755243027090632
1089,0.012139428818106257
1090,0.021199334823965632
1091,0.043372262680410945
1092,0.03884230967748126
1093,0.022391427719473445
1094,0.015954126083731257
1095,0.03216658946263751
1096,0.017861474716543757
1097,0.003556359970450007
1098,0.02382193919408282
1099,0.03359710093724688
1100,0.01523887034642657
1101,-0.001212011611581243
1102,0.01237784739720782
1103,0.015477288925528132
1104,0.011901010239004695
1105,0.01905356761205157
1106,0.029782403671621882
1107,0.015954126083731257
1108,0.012139428818106257
1109,0.013569940292715632
1110,0.015954126083731257
1111,0.02000724192845782
1112,0.01714621897923907
1113,0.01142417308080157
1114,0.015954126083731257
1115,0.013569940292715632
1116,0.020722497665762507
1117,0.018815149032950007
1118,0.007132638656973445
1119,0.0033179413913484446
1120,0.017861474716543757
1121,0.032881845199942195
1122,0.020245660507559382
1123,0.021676171982168757
1124,0.028113473617910945
1125,0.035742868149160945
1126,0.02286826487767657
1127,0.0006953370212312571
1128,0.00045691844212969457
1129,0.023106683456778132
1130,0.026206124985098445
1131,0.022391427719473445
1132,0.02382193919408282
1133,0.043372262680410945
1134,0.02859031077611407
1135,0.006178964340567195
1136,0.017623056137442195
1137,0.024060357773184382
1138,0.027398217880606257
1139,0.022153009140371882
1140,0.014762033188223445
1141,0.009755243027090632
1142,0.03526603099095782
1143,0.03550444957005938
1144,0.025490869247793757
1145,0.018338311874746882
1146,0.023583520614981257
1147,0.00951682444798907
1148,0.01047049876439532
1149,0.02477561351048907
1150,0.031212915146231257
1151,0.03359710093724688
1152,0.03550444957005938
1153,0.025967706405996882
1154,0.020245660507559382
1155,0.011662591659903132
1156,0.006417382919668757
1157,0.025252450668692195
1158,0.029305566513418757
1159,0.030259240829825007
1160,0.020484079086660945
1161,0.026444543564200007
1162,0.028828729355215632
1163,0.01047049876439532
1164,-0.004311453139901555
1165,0.025967706405996882
1166,0.04480277415502032
1167,0.03598128672826251
1168,0.005463708603262507
1169,0.004510034286856257
1170,0.018576730453848445
1171,0.03264342662084063
1172,0.027875055038809382
1173,0.023106683456778132
1174,0.009278405868887507
1175,0.00760947581517657
1176,0.01809989329564532
1177,0.02477561351048907
1178,0.015715707504629695
1179,0.006894220077871882
1180,0.01619254466283282
1181,0.020484079086660945
1182,0.01905356761205157
1183,0.03693496104466876
1184,0.03812705394017657
1185,0.013808358871817195
1186,0.00021849986302813207
1187,0.008086312973379695
1188,0.020722497665762507
1189,0.025014032089590632
1190,0.029782403671621882
1191,0.035742868149160945
1192,0.030020822250723445
1193,0.007132638656973445
1194,-0.010748754775643743
1195,0.010947335922598445
1196,0.02572928782689532
1197,0.031928170883535945
1198,0.01428519603002032
1199,0.018338311874746882
1200,0.030736077988028132
1201,0.027875055038809382
1202,0.015715707504629695
1203,0.014523614609121882
1204,0.014523614609121882
1205,0.012616265976309382
1206,0.02096091624486407
1207,0.027398217880606257
1208,0.02477561351048907
1209,0.03645812388646563
1210,0.028828729355215632
1211,0.01619254466283282
1212,0.012616265976309382
1213,0.021199334823965632
1214,0.025014032089590632
1215,0.029067147934317195
1216,0.03931914683568438
1217,0.03407393809545001
1218,0.022153009140371882
1219,0.020245660507559382
1220,0.024537194931387507
1221,0.023345102035879695
1222,0.015715707504629695
1223,0.020484079086660945
1224,0.033835519516348445
1225,0.03168975230443438
1226,0.026444543564200007
1227,0.022629846298575007
1228,0.031928170883535945
1229,0.01905356761205157
1230,-0.00574196461451093
1231,-0.0024041045070890554
1232,0.019291986191153132
1233,0.03049765940892657
1234,0.01905356761205157
1235,0.010708917343496882
1236,0.018576730453848445
