,NIGH01_EW2 200.0(Hz) unit:(gal)
561,0.14174424807230634
562,0.1407905737559001
563,0.1407905737559001
564,0.14031373659769697
565,0.13769113222757978
566,0.13387643496195478
567,0.13173066775004072
568,0.13220750490824384
569,0.13602220217386884
570,0.1407905737559001
571,0.14245950380961103
572,0.1407905737559001
573,0.13769113222757978
574,0.13530694643656416
575,0.13387643496195478
576,0.1343532721201579
577,0.13792955080668134
578,0.14222108523050947
579,0.14365159670511884
580,0.14174424807230634
581,0.13769113222757978
582,0.13411485354105634
583,0.13363801638285322
584,0.1369758764902751
585,0.14102899233500166
586,0.1426979223887126
587,0.14150582949320478
588,0.13959848086039228
589,0.1388832251230876
590,0.13936006228129072
591,0.13864480654398603
592,0.13673745791117353
593,0.13673745791117353
594,0.13959848086039228
595,0.14293634096781416
596,0.14365159670511884
597,0.14150582949320478
598,0.13864480654398603
599,0.13649903933207197
600,0.1362606207529704
601,0.13840638796488447
602,0.14174424807230634
603,0.14341317812601728
604,0.14317475954691572
605,0.14245950380961103
606,0.1419826666514079
607,0.14126741091410322
608,0.13959848086039228
609,0.13864480654398603
610,0.13912164370218916
611,0.14055215517679853
612,0.14174424807230634
613,0.14245950380961103
614,0.14150582949320478
615,0.13792955080668134
616,0.13339959780375166
617,0.13006173769632978
618,0.12958490053812666
619,0.13196908632914228
620,0.13578378359476728
621,0.13936006228129072
622,0.14150582949320478
623,0.14150582949320478
624,0.14031373659769697
625,0.13983689943949384
626,0.14055215517679853
627,0.14174424807230634
628,0.14222108523050947
629,0.14150582949320478
630,0.14031373659769697
631,0.1388832251230876
632,0.13769113222757978
633,0.13673745791117353
634,0.13673745791117353
635,0.13721429506937666
636,0.13721429506937666
637,0.13649903933207197
638,0.1350685278574626
639,0.13292276064554853
640,0.13173066775004072
641,0.13363801638285322
642,0.1369758764902751
643,0.1388832251230876
644,0.1388832251230876
645,0.13864480654398603
646,0.13864480654398603
647,0.13792955080668134
648,0.13673745791117353
649,0.13554536501566572
650,0.13554536501566572
651,0.13649903933207197
652,0.1369758764902751
653,0.13673745791117353
654,0.13745271364847822
655,0.13912164370218916
656,0.1400753180185954
657,0.13912164370218916
658,0.13769113222757978
659,0.13673745791117353
660,0.13673745791117353
661,0.1381679693857829
662,0.1400753180185954
663,0.14055215517679853
664,0.13769113222757978
665,0.13483010927836103
666,0.13483010927836103
667,0.13673745791117353
668,0.13792955080668134
669,0.13745271364847822
670,0.1369758764902751
671,0.13721429506937666
672,0.13864480654398603
673,0.1407905737559001
674,0.14293634096781416
675,0.14245950380961103
676,0.13912164370218916
677,0.13483010927836103
678,0.13268434206644697
679,0.13363801638285322
680,0.1369758764902751
681,0.1400753180185954
682,0.14150582949320478
683,0.14126741091410322
684,0.14031373659769697
685,0.13936006228129072
686,0.13840638796488447
687,0.13745271364847822
688,0.1369758764902751
689,0.13649903933207197
690,0.1362606207529704
691,0.13649903933207197
692,0.1369758764902751
693,0.13721429506937666
694,0.13721429506937666
695,0.13578378359476728
696,0.1331611792246501
697,0.13077699343363447
698,0.13077699343363447
699,0.13339959780375166
700,0.13673745791117353
701,0.13983689943949384
702,0.14174424807230634
703,0.14222108523050947
704,0.14055215517679853
705,0.13864480654398603
706,0.13840638796488447
707,0.13936006228129072
708,0.13983689943949384
709,0.13983689943949384
710,0.13959848086039228
711,0.14031373659769697
712,0.14174424807230634
713,0.14174424807230634
714,0.1400753180185954
715,0.13792955080668134
716,0.13673745791117353
717,0.13673745791117353
718,0.13721429506937666
719,0.1381679693857829
720,0.1388832251230876
721,0.13864480654398603
722,0.1381679693857829
723,0.1381679693857829
724,0.1388832251230876
725,0.13936006228129072
726,0.13912164370218916
727,0.13840638796488447
728,0.1381679693857829
729,0.13864480654398603
730,0.1388832251230876
731,0.1388832251230876
732,0.13864480654398603
733,0.13936006228129072
734,0.14126741091410322
735,0.14317475954691572
736,0.14293634096781416
737,0.14055215517679853
738,0.13792955080668134
739,0.13602220217386884
740,0.1350685278574626
741,0.13578378359476728
742,0.13769113222757978
743,0.13864480654398603
744,0.1381679693857829
745,0.1381679693857829
746,0.1388832251230876
747,0.13959848086039228
748,0.13959848086039228
749,0.13936006228129072
750,0.13959848086039228
751,0.14031373659769697
752,0.14126741091410322
753,0.1419826666514079
754,0.14245950380961103
755,0.14317475954691572
756,0.14412843386332197
757,0.14365159670511884
758,0.14102899233500166
759,0.13864480654398603
760,0.13840638796488447
761,0.1400753180185954
762,0.14293634096781416
763,0.1457973639170329
764,0.14603578249613447
765,0.1426979223887126
766,0.1381679693857829
767,0.13530694643656416
768,0.13530694643656416
769,0.13769113222757978
770,0.13983689943949384
771,0.13959848086039228
772,0.13769113222757978
773,0.13578378359476728
774,0.13578378359476728
775,0.13745271364847822
776,0.13959848086039228
777,0.14174424807230634
778,0.1419826666514079
779,0.13936006228129072
780,0.13483010927836103
781,0.1312538305918376
782,0.13149224917093916
783,0.1350685278574626
784,0.13936006228129072
785,0.14222108523050947
786,0.1426979223887126
787,0.14126741091410322
788,0.13959848086039228
789,0.13840638796488447
790,0.13769113222757978
791,0.13649903933207197
792,0.13387643496195478
793,0.1312538305918376
794,0.13077699343363447
795,0.13292276064554853
796,0.13578378359476728
797,0.13745271364847822
798,0.1388832251230876
799,0.14031373659769697
800,0.14150582949320478
801,0.14150582949320478
802,0.13936006228129072
803,0.1350685278574626
804,0.13006173769632978
805,0.12815438906351728
806,0.13101541201273603
807,0.13578378359476728
808,0.1381679693857829
809,0.13769113222757978
810,0.13721429506937666
811,0.13745271364847822
812,0.13864480654398603
813,0.14055215517679853
814,0.1419826666514079
815,0.14126741091410322
816,0.13912164370218916
817,0.13792955080668134
818,0.13840638796488447
819,0.1388832251230876
820,0.13864480654398603
821,0.1388832251230876
822,0.1407905737559001
823,0.14222108523050947
824,0.14150582949320478
825,0.13936006228129072
826,0.13673745791117353
827,0.13459169069925947
828,0.13411485354105634
829,0.13578378359476728
830,0.13936006228129072
831,0.1419826666514079
832,0.14126741091410322
833,0.1381679693857829
834,0.13554536501566572
835,0.13554536501566572
836,0.13792955080668134
837,0.14031373659769697
838,0.1400753180185954
839,0.13745271364847822
840,0.13459169069925947
841,0.13411485354105634
842,0.13578378359476728
843,0.13721429506937666
844,0.13721429506937666
845,0.13602220217386884
846,0.1343532721201579
847,0.13387643496195478
848,0.13459169069925947
849,0.13578378359476728
850,0.13673745791117353
851,0.13792955080668134
852,0.13959848086039228
853,0.14150582949320478
854,0.14174424807230634
855,0.13912164370218916
856,0.1350685278574626
857,0.13196908632914228
858,0.13077699343363447
859,0.13173066775004072
860,0.13459169069925947
861,0.13864480654398603
862,0.14222108523050947
863,0.14222108523050947
864,0.13983689943949384
865,0.13936006228129072
866,0.1419826666514079
867,0.14293634096781416
868,0.1400753180185954
869,0.1362606207529704
870,0.13483010927836103
871,0.13673745791117353
872,0.1400753180185954
873,0.14317475954691572
874,0.14484368960062666
875,0.14412843386332197
876,0.14150582949320478
877,0.13792955080668134
878,0.13554536501566572
879,0.13554536501566572
880,0.13649903933207197
881,0.13649903933207197
882,0.13554536501566572
883,0.13554536501566572
884,0.13769113222757978
885,0.14126741091410322
886,0.14365159670511884
887,0.1426979223887126
888,0.14031373659769697
889,0.1388832251230876
890,0.1388832251230876
891,0.13840638796488447
892,0.13745271364847822
893,0.13792955080668134
894,0.14031373659769697
895,0.14341317812601728
896,0.14532052675882978
897,0.14627420107523603
898,0.14746629397074384
899,0.1477047125498454
900,0.14508210817972822
901,0.14102899233500166
902,0.1388832251230876
903,0.13983689943949384
904,0.14222108523050947
905,0.14436685244242353
906,0.1446052710215251
907,0.1426979223887126
908,0.1400753180185954
909,0.13864480654398603
910,0.1400753180185954
911,0.14245950380961103
912,0.14341317812601728
913,0.14222108523050947
914,0.1400753180185954
915,0.13840638796488447
916,0.13792955080668134
917,0.13864480654398603
918,0.13959848086039228
919,0.13959848086039228
920,0.1381679693857829
921,0.13649903933207197
922,0.13602220217386884
923,0.1362606207529704
924,0.13649903933207197
925,0.13649903933207197
926,0.1369758764902751
927,0.1381679693857829
928,0.1400753180185954
929,0.1419826666514079
930,0.14174424807230634
931,0.13912164370218916
932,0.1362606207529704
933,0.13483010927836103
934,0.13483010927836103
935,0.13459169069925947
936,0.13459169069925947
937,0.1362606207529704
938,0.1400753180185954
939,0.14317475954691572
940,0.1426979223887126
941,0.13959848086039228
942,0.1362606207529704
943,0.13387643496195478
944,0.13339959780375166
945,0.13483010927836103
946,0.13792955080668134
947,0.14150582949320478
948,0.14436685244242353
949,0.14532052675882978
950,0.14365159670511884
951,0.1400753180185954
952,0.13745271364847822
953,0.13721429506937666
954,0.13936006228129072
955,0.14150582949320478
956,0.14222108523050947
957,0.1407905737559001
958,0.13840638796488447
959,0.13578378359476728
960,0.13339959780375166
961,0.13149224917093916
962,0.13196908632914228
963,0.1343532721201579
964,0.13673745791117353
965,0.13721429506937666
966,0.1369758764902751
967,0.13673745791117353
968,0.13792955080668134
969,0.14031373659769697
970,0.14293634096781416
971,0.14341317812601728
972,0.1407905737559001
973,0.1369758764902751
974,0.13411485354105634
975,0.13339959780375166
976,0.13530694643656416
977,0.13912164370218916
978,0.14293634096781416
979,0.14508210817972822
980,0.14365159670511884
981,0.1400753180185954
982,0.1369758764902751
983,0.13483010927836103
984,0.1343532721201579
985,0.1350685278574626
986,0.1362606207529704
987,0.1369758764902751
988,0.13649903933207197
989,0.13483010927836103
990,0.13339959780375166
991,0.13411485354105634
992,0.13673745791117353
993,0.14031373659769697
994,0.14365159670511884
995,0.14484368960062666
996,0.1419826666514079
997,0.1381679693857829
998,0.13673745791117353
999,0.13792955080668134
1000,0.13959848086039228
1001,0.1407905737559001
1002,0.14150582949320478
1003,0.14102899233500166
1004,0.13864480654398603
1005,0.13602220217386884
1006,0.13578378359476728
1007,0.13840638796488447
1008,0.1407905737559001
1009,0.14222108523050947
1010,0.14365159670511884
1011,0.1446052710215251
1012,0.14436685244242353
1013,0.1426979223887126
1014,0.1419826666514079
1015,0.14245950380961103
1016,0.1426979223887126
1017,0.14102899233500166
1018,0.13792955080668134
1019,0.13602220217386884
1020,0.13554536501566572
1021,0.13649903933207197
1022,0.13840638796488447
1023,0.14055215517679853
1024,0.14222108523050947
1025,0.1426979223887126
1026,0.14150582949320478
1027,0.13792955080668134
1028,0.13459169069925947
1029,0.13339959780375166
1030,0.13483010927836103
1031,0.13721429506937666
1032,0.13792955080668134
1033,0.13673745791117353
1034,0.13530694643656416
1035,0.13483010927836103
1036,0.1350685278574626
1037,0.1350685278574626
1038,0.1362606207529704
1039,0.13792955080668134
1040,0.13864480654398603
1041,0.13840638796488447
1042,0.13792955080668134
1043,0.1369758764902751
1044,0.13530694643656416
1045,0.1343532721201579
1046,0.13554536501566572
1047,0.13769113222757978
1048,0.1388832251230876
1049,0.1388832251230876
1050,0.1381679693857829
1051,0.13769113222757978
1052,0.13792955080668134
1053,0.13840638796488447
1054,0.13912164370218916
1055,0.13840638796488447
1056,0.13602220217386884
1057,0.1343532721201579
1058,0.1343532721201579
1059,0.13554536501566572
1060,0.13649903933207197
1061,0.13649903933207197
1062,0.13602220217386884
1063,0.1350685278574626
1064,0.13483010927836103
1065,0.13578378359476728
1066,0.13721429506937666
1067,0.13936006228129072
1068,0.14222108523050947
1069,0.1438900152842204
1070,0.1426979223887126
1071,0.13936006228129072
1072,0.13554536501566572
1073,0.13363801638285322
1074,0.13387643496195478
1075,0.13554536501566572
1076,0.13792955080668134
1077,0.1400753180185954
1078,0.14031373659769697
1079,0.13912164370218916
1080,0.1381679693857829
1081,0.13792955080668134
1082,0.13792955080668134
1083,0.13745271364847822
1084,0.13745271364847822
1085,0.13792955080668134
1086,0.13864480654398603
1087,0.13959848086039228
1088,0.1419826666514079
1089,0.1446052710215251
1090,0.1457973639170329
1091,0.1438900152842204
1092,0.14031373659769697
1093,0.13673745791117353
1094,0.13459169069925947
1095,0.1343532721201579
1096,0.13459169069925947
1097,0.1362606207529704
1098,0.14055215517679853
1099,0.14484368960062666
1100,0.14508210817972822
1101,0.14102899233500166
1102,0.13602220217386884
1103,0.13268434206644697
1104,0.13220750490824384
1105,0.13292276064554853
1106,0.1343532721201579
1107,0.13554536501566572
1108,0.13602220217386884
1109,0.13602220217386884
1110,0.13721429506937666
1111,0.13864480654398603
1112,0.13840638796488447
1113,0.1362606207529704
1114,0.13411485354105634
1115,0.13411485354105634
1116,0.13578378359476728
1117,0.13792955080668134
1118,0.14031373659769697
1119,0.14293634096781416
1120,0.14508210817972822
1121,0.14627420107523603
1122,0.14698945681254072
1123,0.14794313112894697
1124,0.14794313112894697
1125,0.1465126196543376
1126,0.14365159670511884
1127,0.14055215517679853
1128,0.13840638796488447
1129,0.1369758764902751
1130,0.13673745791117353
1131,0.13792955080668134
1132,0.13983689943949384
1133,0.14102899233500166
1134,0.14245950380961103
1135,0.14412843386332197
1136,0.14317475954691572
1137,0.13983689943949384
1138,0.13649903933207197
1139,0.13554536501566572
1140,0.13602220217386884
1141,0.1369758764902751
1142,0.13792955080668134
1143,0.13959848086039228
1144,0.14150582949320478
1145,0.14174424807230634
1146,0.14126741091410322
1147,0.14150582949320478
1148,0.1419826666514079
1149,0.14126741091410322
1150,0.13864480654398603
1151,0.1362606207529704
1152,0.1362606207529704
1153,0.13840638796488447
1154,0.14031373659769697
1155,0.14102899233500166
1156,0.14150582949320478
1157,0.1426979223887126
1158,0.14365159670511884
1159,0.14222108523050947
1160,0.13840638796488447
1161,0.1343532721201579
1162,0.13292276064554853
1163,0.13411485354105634
1164,0.1362606207529704
1165,0.1381679693857829
1166,0.14031373659769697
1167,0.14222108523050947
1168,0.1419826666514079
1169,0.13983689943949384
1170,0.1381679693857829
1171,0.1381679693857829
1172,0.13983689943949384
1173,0.14150582949320478
1174,0.14222108523050947
1175,0.14222108523050947
1176,0.14222108523050947
1177,0.14102899233500166
1178,0.13864480654398603
1179,0.1362606207529704
1180,0.1350685278574626
1181,0.13530694643656416
1182,0.13554536501566572
1183,0.13483010927836103
1184,0.13411485354105634
1185,0.13459169069925947
1186,0.13673745791117353
1187,0.13983689943949384
1188,0.14174424807230634
1189,0.1407905737559001
1190,0.13792955080668134
1191,0.1343532721201579
1192,0.13149224917093916
1193,0.13077699343363447
1194,0.13411485354105634
1195,0.13983689943949384
1196,0.14317475954691572
1197,0.14293634096781416
1198,0.14102899233500166
1199,0.13936006228129072
1200,0.1369758764902751
1201,0.13530694643656416
1202,0.13530694643656416
1203,0.13745271364847822
1204,0.13936006228129072
1205,0.13936006228129072
1206,0.13840638796488447
1207,0.13745271364847822
1208,0.13673745791117353
1209,0.1350685278574626
1210,0.1331611792246501
1211,0.13292276064554853
1212,0.13459169069925947
1213,0.1369758764902751
1214,0.13840638796488447
1215,0.13840638796488447
1216,0.1381679693857829
1217,0.13864480654398603
1218,0.1400753180185954
1219,0.14150582949320478
1220,0.1407905737559001
1221,0.13864480654398603
1222,0.13721429506937666
1223,0.13673745791117353
1224,0.13530694643656416
1225,0.1324459234873454
1226,0.13077699343363447
1227,0.13268434206644697
1228,0.13602220217386884
1229,0.13864480654398603
1230,0.14055215517679853
1231,0.14365159670511884
1232,0.14627420107523603
1233,0.14555894533793134
1234,0.14150582949320478
1235,0.1381679693857829
1236,0.13769113222757978
1237,0.13959848086039228
1238,0.14126741091410322
1239,0.14102899233500166
1240,0.13936006228129072
1241,0.1381679693857829
1242,0.13840638796488447
