,NIGH01_UD2 200.0(Hz) unit:(gal)
278,0.005184137821197421
279,0.0063762307167052334
280,0.009237253665923983
281,0.010429346561431796
282,0.008521997928619296
283,0.0058993935585021084
284,0.004230463504791171
285,0.0044688820838927334
286,0.004707300662994296
287,0.004707300662994296
288,0.0049457192420958584
289,0.0063762307167052334
290,0.008760416507720858
291,0.011144602298736483
292,0.012098276615142733
293,0.011621439456939608
294,0.010667765140533358
295,0.008760416507720858
296,0.0058993935585021084
297,0.004230463504791171
298,0.005184137821197421
299,0.0073299050331114834
300,0.009237253665923983
301,0.010906183719634921
302,0.011383020877838046
303,0.008998835086822421
304,0.005660974979400546
305,0.0039920449256896084
306,0.003276789188384921
307,0.002799952030181796
308,0.0020846962928771084
309,0.0016078591346739834
310,0.0016078591346739834
311,0.001846277713775546
312,0.0020846962928771084
313,0.0030383706092833584
314,0.0044688820838927334
315,0.005184137821197421
316,0.005184137821197421
317,0.0054225564002989834
318,0.0058993935585021084
319,0.0058993935585021084
320,0.005660974979400546
321,0.0063762307167052334
322,0.008045160770416171
323,0.009475672245025546
324,0.008998835086822421
325,0.0068530678749083584
326,0.004707300662994296
327,0.004707300662994296
328,0.0063762307167052334
329,0.008521997928619296
330,0.008998835086822421
331,0.0078067421913146084
332,0.006614649295806796
333,0.0063762307167052334
334,0.0068530678749083584
335,0.007568323612213046
336,0.008521997928619296
337,0.009714090824127108
338,0.010667765140533358
339,0.010667765140533358
340,0.009237253665923983
341,0.007091486454009921
342,0.0058993935585021084
343,0.0063762307167052334
344,0.0073299050331114834
345,0.008998835086822421
346,0.010667765140533358
347,0.010429346561431796
348,0.008045160770416171
349,0.005184137821197421
350,0.0044688820838927334
351,0.0058993935585021084
352,0.007568323612213046
353,0.0073299050331114834
354,0.005660974979400546
355,0.0035152077674864834
356,0.002323114871978671
357,0.0025615334510802334
358,0.004230463504791171
359,0.006137812137603671
360,0.008283579349517733
361,0.010190927982330233
362,0.010429346561431796
363,0.008045160770416171
364,0.0044688820838927334
365,0.0020846962928771084
366,0.002799952030181796
367,0.0049457192420958584
368,0.006614649295806796
369,0.0078067421913146084
370,0.008045160770416171
371,0.008045160770416171
372,0.008760416507720858
373,0.009475672245025546
374,0.009714090824127108
375,0.010190927982330233
376,0.010190927982330233
377,0.008521997928619296
378,0.0049457192420958584
379,0.0016078591346739834
380,0.0016078591346739834
381,0.0044688820838927334
382,0.008521997928619296
383,0.012575113773345858
384,0.016151392459869296
385,0.017105066776275546
386,0.013051950931548983
387,0.006137812137603671
388,0.001846277713775546
389,0.0025615334510802334
390,0.0068530678749083584
391,0.009952509403228671
392,0.009475672245025546
393,0.007091486454009921
394,0.006137812137603671
395,0.0063762307167052334
396,0.0068530678749083584
397,0.007091486454009921
398,0.008045160770416171
399,0.008998835086822421
400,0.009714090824127108
401,0.010906183719634921
402,0.012813532352447421
403,0.013290369510650546
404,0.011621439456939608
405,0.008521997928619296
406,0.0068530678749083584
407,0.007091486454009921
408,0.007091486454009921
409,0.006614649295806796
410,0.0073299050331114834
411,0.009237253665923983
412,0.010906183719634921
413,0.012336695194244296
414,0.012336695194244296
415,0.009714090824127108
416,0.005184137821197421
417,0.0025615334510802334
418,0.003276789188384921
419,0.006137812137603671
420,0.008283579349517733
421,0.008521997928619296
422,0.0058993935585021084
423,0.0030383706092833584
424,0.002799952030181796
425,0.0054225564002989834
426,0.008045160770416171
427,0.009475672245025546
428,0.009237253665923983
429,0.008521997928619296
430,0.008283579349517733
431,0.0078067421913146084
432,0.0068530678749083584
433,0.0063762307167052334
434,0.0078067421913146084
435,0.009714090824127108
436,0.010190927982330233
437,0.009237253665923983
438,0.008760416507720858
439,0.008998835086822421
440,0.008998835086822421
441,0.009237253665923983
442,0.009237253665923983
443,0.009475672245025546
444,0.010190927982330233
445,0.012575113773345858
446,0.01567455530166617
447,0.017105066776275546
448,0.015436136722564608
449,0.012575113773345858
450,0.012098276615142733
451,0.013290369510650546
452,0.013051950931548983
453,0.010429346561431796
454,0.007091486454009921
455,0.005660974979400546
456,0.0073299050331114834
457,0.009714090824127108
458,0.009952509403228671
459,0.008045160770416171
460,0.006137812137603671
461,0.0054225564002989834
462,0.005660974979400546
463,0.0058993935585021084
464,0.006137812137603671
465,0.0063762307167052334
466,0.006614649295806796
467,0.006614649295806796
468,0.007091486454009921
469,0.007091486454009921
470,0.006137812137603671
471,0.005184137821197421
472,0.0063762307167052334
473,0.008998835086822421
474,0.009475672245025546
475,0.005660974979400546
476,0.000892603397369296
477,-0.0007763266563416416
478,0.0006541848182677334
479,0.0030383706092833584
480,0.0039920449256896084
481,0.003276789188384921
482,0.0025615334510802334
483,0.003276789188384921
484,0.005184137821197421
485,0.008045160770416171
486,0.010667765140533358
487,0.013051950931548983
488,0.013767206668853671
489,0.012575113773345858
490,0.011144602298736483
491,0.010429346561431796
492,0.010190927982330233
493,0.009475672245025546
494,0.008283579349517733
495,0.006614649295806796
496,0.0049457192420958584
497,0.0044688820838927334
498,0.005660974979400546
499,0.0073299050331114834
500,0.007091486454009921
501,0.005660974979400546
502,0.0054225564002989834
503,0.0058993935585021084
504,0.005660974979400546
505,0.004230463504791171
506,0.002323114871978671
507,0.001846277713775546
508,0.003276789188384921
509,0.007091486454009921
510,0.010906183719634921
511,0.012336695194244296
512,0.012098276615142733
513,0.011859858036041171
514,0.012098276615142733
515,0.011859858036041171
516,0.010906183719634921
517,0.008998835086822421
518,0.0063762307167052334
519,0.003753626346588046
520,0.001846277713775546
521,0.0025615334510802334
522,0.0058993935585021084
523,0.008998835086822421
524,0.009952509403228671
525,0.009952509403228671
526,0.011144602298736483
527,0.012575113773345858
528,0.011859858036041171
529,0.010429346561431796
530,0.010429346561431796
531,0.012098276615142733
532,0.013290369510650546
533,0.013528788089752108
534,0.014482462406158358
535,0.01567455530166617
536,0.014482462406158358
537,0.011144602298736483
538,0.008521997928619296
539,0.008283579349517733
540,0.008760416507720858
541,0.008521997928619296
542,0.0078067421913146084
543,0.007568323612213046
544,0.0073299050331114834
545,0.0078067421913146084
546,0.008760416507720858
547,0.009237253665923983
548,0.008998835086822421
549,0.0078067421913146084
550,0.006137812137603671
551,0.005184137821197421
552,0.0058993935585021084
553,0.008283579349517733
554,0.010906183719634921
555,0.012575113773345858
556,0.011383020877838046
557,0.008760416507720858
558,0.007568323612213046
559,0.008998835086822421
560,0.010429346561431796
561,0.009475672245025546
562,0.007568323612213046
563,0.008760416507720858
564,0.011859858036041171
565,0.012813532352447421
566,0.010667765140533358
567,0.008521997928619296
568,0.008283579349517733
569,0.009952509403228671
570,0.011859858036041171
571,0.011383020877838046
572,0.009237253665923983
573,0.0068530678749083584
574,0.0058993935585021084
575,0.0063762307167052334
576,0.008521997928619296
577,0.010667765140533358
578,0.011621439456939608
579,0.010667765140533358
580,0.009952509403228671
581,0.010429346561431796
582,0.010906183719634921
583,0.010667765140533358
584,0.010190927982330233
585,0.010190927982330233
586,0.010429346561431796
587,0.010429346561431796
588,0.009714090824127108
589,0.008998835086822421
590,0.008045160770416171
591,0.007091486454009921
592,0.005660974979400546
593,0.005184137821197421
594,0.0058993935585021084
595,0.0073299050331114834
596,0.008283579349517733
597,0.009237253665923983
598,0.010667765140533358
599,0.011621439456939608
600,0.011383020877838046
601,0.010190927982330233
602,0.008521997928619296
603,0.008283579349517733
604,0.010429346561431796
605,0.013767206668853671
606,0.014720880985259921
607,0.011621439456939608
608,0.0078067421913146084
609,0.006137812137603671
610,0.0073299050331114834
611,0.008998835086822421
612,0.009714090824127108
613,0.009475672245025546
614,0.008283579349517733
615,0.005184137821197421
616,0.0011310219764708584
617,-0.001014745235443204
618,0.00017734766006460845
619,0.0039920449256896084
620,0.0078067421913146084
621,0.009952509403228671
622,0.010190927982330233
623,0.008760416507720858
624,0.0068530678749083584
625,0.0054225564002989834
626,0.0049457192420958584
627,0.0049457192420958584
628,0.005660974979400546
629,0.0073299050331114834
630,0.008760416507720858
631,0.008760416507720858
632,0.008045160770416171
633,0.009475672245025546
634,0.012336695194244296
635,0.013767206668853671
636,0.011859858036041171
637,0.008521997928619296
638,0.006137812137603671
639,0.005660974979400546
640,0.006137812137603671
641,0.0068530678749083584
642,0.008283579349517733
643,0.010429346561431796
644,0.012098276615142733
645,0.011383020877838046
646,0.008283579349517733
647,0.0049457192420958584
648,0.003753626346588046
649,0.006137812137603671
650,0.009714090824127108
651,0.011383020877838046
652,0.009714090824127108
653,0.0068530678749083584
654,0.0054225564002989834
655,0.006614649295806796
656,0.008521997928619296
657,0.009714090824127108
658,0.010190927982330233
659,0.009952509403228671
660,0.009952509403228671
661,0.010190927982330233
662,0.010906183719634921
663,0.011859858036041171
664,0.012336695194244296
665,0.010906183719634921
666,0.008045160770416171
667,0.005660974979400546
668,0.006137812137603671
669,0.008045160770416171
670,0.009952509403228671
671,0.010906183719634921
672,0.011383020877838046
673,0.012098276615142733
674,0.012813532352447421
675,0.012336695194244296
676,0.008998835086822421
677,0.004707300662994296
678,0.0025615334510802334
679,0.0025615334510802334
680,0.003753626346588046
681,0.0058993935585021084
682,0.008283579349517733
683,0.009237253665923983
684,0.008521997928619296
685,0.0078067421913146084
686,0.0078067421913146084
687,0.008045160770416171
688,0.008283579349517733
689,0.008760416507720858
690,0.009475672245025546
691,0.009714090824127108
692,0.008045160770416171
693,0.005660974979400546
694,0.004230463504791171
695,0.003753626346588046
696,0.003276789188384921
697,0.003276789188384921
698,0.0044688820838927334
699,0.0068530678749083584
700,0.008283579349517733
701,0.008998835086822421
702,0.009237253665923983
703,0.008760416507720858
704,0.0063762307167052334
705,0.004230463504791171
706,0.005660974979400546
707,0.009714090824127108
708,0.012098276615142733
709,0.010906183719634921
710,0.008045160770416171
711,0.0058993935585021084
712,0.005660974979400546
713,0.0068530678749083584
714,0.009237253665923983
715,0.011144602298736483
716,0.010906183719634921
717,0.008998835086822421
718,0.007568323612213046
719,0.0068530678749083584
720,0.0058993935585021084
721,0.0039920449256896084
722,0.002323114871978671
723,0.002323114871978671
724,0.0039920449256896084
725,0.006137812137603671
726,0.008283579349517733
727,0.008760416507720858
728,0.0068530678749083584
729,0.0035152077674864834
730,0.001846277713775546
731,0.0030383706092833584
732,0.005660974979400546
733,0.006614649295806796
734,0.006137812137603671
735,0.006137812137603671
736,0.006614649295806796
737,0.0068530678749083584
738,0.0063762307167052334
739,0.007091486454009921
740,0.009714090824127108
741,0.012813532352447421
742,0.014005625247955233
743,0.012098276615142733
744,0.008521997928619296
745,0.0058993935585021084
746,0.0054225564002989834
747,0.006137812137603671
748,0.007091486454009921
749,0.0058993935585021084
750,0.0030383706092833584
751,0.0016078591346739834
752,0.003276789188384921
753,0.006137812137603671
754,0.0078067421913146084
755,0.007568323612213046
756,0.005660974979400546
757,0.004707300662994296
758,0.0054225564002989834
759,0.006614649295806796
760,0.0068530678749083584
761,0.0063762307167052334
762,0.007091486454009921
763,0.008521997928619296
764,0.010190927982330233
765,0.010429346561431796
766,0.009237253665923983
767,0.008283579349517733
768,0.0078067421913146084
769,0.0073299050331114834
770,0.0073299050331114834
771,0.008045160770416171
772,0.008045160770416171
773,0.0073299050331114834
774,0.0073299050331114834
775,0.008045160770416171
776,0.008998835086822421
777,0.009714090824127108
778,0.010667765140533358
779,0.011859858036041171
780,0.011621439456939608
781,0.009952509403228671
782,0.008521997928619296
783,0.008998835086822421
784,0.010190927982330233
785,0.011621439456939608
786,0.013767206668853671
787,0.016151392459869296
788,0.017105066776275546
789,0.015436136722564608
790,0.011859858036041171
791,0.008045160770416171
792,0.005660974979400546
793,0.0058993935585021084
794,0.008283579349517733
795,0.009952509403228671
796,0.009237253665923983
797,0.0068530678749083584
798,0.006137812137603671
799,0.0078067421913146084
800,0.009952509403228671
801,0.010429346561431796
802,0.009237253665923983
803,0.009237253665923983
804,0.010429346561431796
805,0.011859858036041171
806,0.012336695194244296
807,0.011144602298736483
808,0.0073299050331114834
809,0.0030383706092833584
810,0.0011310219764708584
811,0.0016078591346739834
812,0.0035152077674864834
813,0.0058993935585021084
814,0.0073299050331114834
815,0.0078067421913146084
816,0.0078067421913146084
817,0.0068530678749083584
818,0.0054225564002989834
819,0.005184137821197421
820,0.006614649295806796
821,0.0078067421913146084
822,0.008283579349517733
823,0.008760416507720858
824,0.009714090824127108
825,0.010429346561431796
826,0.010667765140533358
827,0.009952509403228671
828,0.0078067421913146084
829,0.006137812137603671
830,0.0068530678749083584
831,0.009237253665923983
832,0.010429346561431796
833,0.010190927982330233
834,0.008760416507720858
835,0.006614649295806796
836,0.004707300662994296
837,0.004230463504791171
838,0.0054225564002989834
839,0.0063762307167052334
840,0.006137812137603671
841,0.006137812137603671
842,0.007091486454009921
843,0.009237253665923983
844,0.011144602298736483
845,0.011144602298736483
846,0.009475672245025546
847,0.0073299050331114834
848,0.005660974979400546
849,0.004707300662994296
850,0.0049457192420958584
851,0.0063762307167052334
852,0.0078067421913146084
853,0.008045160770416171
854,0.008045160770416171
855,0.008045160770416171
856,0.007091486454009921
857,0.0054225564002989834
858,0.0044688820838927334
859,0.004707300662994296
860,0.004707300662994296
861,0.004230463504791171
862,0.0049457192420958584
863,0.0068530678749083584
864,0.008760416507720858
865,0.009714090824127108
866,0.010190927982330233
867,0.009475672245025546
868,0.007568323612213046
869,0.005660974979400546
870,0.0049457192420958584
871,0.006137812137603671
872,0.007568323612213046
873,0.008045160770416171
874,0.007568323612213046
875,0.0054225564002989834
876,0.0030383706092833584
877,0.001846277713775546
878,0.0035152077674864834
879,0.0068530678749083584
880,0.009952509403228671
881,0.011621439456939608
882,0.011383020877838046
883,0.010190927982330233
884,0.008760416507720858
885,0.008045160770416171
886,0.009237253665923983
887,0.011144602298736483
888,0.012575113773345858
889,0.012336695194244296
890,0.010667765140533358
891,0.008760416507720858
892,0.008045160770416171
893,0.008045160770416171
894,0.0073299050331114834
895,0.006137812137603671
896,0.005660974979400546
897,0.006614649295806796
898,0.008045160770416171
899,0.0078067421913146084
900,0.006137812137603671
901,0.0049457192420958584
902,0.0039920449256896084
903,0.003276789188384921
904,0.003276789188384921
905,0.004230463504791171
906,0.006137812137603671
907,0.007568323612213046
908,0.007568323612213046
909,0.0063762307167052334
910,0.005184137821197421
911,0.005660974979400546
912,0.0078067421913146084
913,0.009714090824127108
914,0.008998835086822421
915,0.006614649295806796
916,0.0054225564002989834
917,0.0063762307167052334
918,0.008998835086822421
919,0.011383020877838046
920,0.012336695194244296
921,0.012098276615142733
922,0.011144602298736483
923,0.010190927982330233
924,0.009475672245025546
925,0.008760416507720858
926,0.007568323612213046
927,0.0068530678749083584
928,0.008283579349517733
929,0.009714090824127108
930,0.008760416507720858
931,0.0063762307167052334
932,0.005660974979400546
933,0.007091486454009921
934,0.009237253665923983
935,0.010906183719634921
936,0.011144602298736483
937,0.010429346561431796
938,0.009714090824127108
939,0.008998835086822421
940,0.0078067421913146084
941,0.006614649295806796
942,0.0068530678749083584
943,0.008283579349517733
944,0.008998835086822421
945,0.008521997928619296
946,0.008521997928619296
947,0.008998835086822421
948,0.009475672245025546
949,0.009475672245025546
950,0.008521997928619296
951,0.0068530678749083584
952,0.0058993935585021084
953,0.0063762307167052334
954,0.006137812137603671
955,0.0054225564002989834
956,0.0058993935585021084
957,0.008283579349517733
958,0.011144602298736483
959,0.013051950931548983
960,0.013051950931548983
961,0.010667765140533358
962,0.008045160770416171
963,0.0073299050331114834
964,0.008760416507720858
965,0.009714090824127108
966,0.008521997928619296
967,0.006137812137603671
968,0.0054225564002989834
969,0.006137812137603671
970,0.0073299050331114834
971,0.008521997928619296
972,0.009714090824127108
973,0.009952509403228671
974,0.009237253665923983
975,0.008998835086822421
976,0.009475672245025546
977,0.010190927982330233
978,0.009952509403228671
979,0.008998835086822421
980,0.0073299050331114834
981,0.0058993935585021084
982,0.0063762307167052334
983,0.008521997928619296
984,0.009952509403228671
985,0.009475672245025546
986,0.008283579349517733
987,0.0068530678749083584
988,0.006137812137603671
989,0.0063762307167052334
990,0.008045160770416171
991,0.008998835086822421
992,0.008998835086822421
993,0.009475672245025546
994,0.010906183719634921
995,0.012336695194244296
996,0.012098276615142733
997,0.011144602298736483
998,0.010190927982330233
999,0.008998835086822421
1000,0.008045160770416171
1001,0.007091486454009921
1002,0.0058993935585021084
1003,0.004230463504791171
1004,0.0025615334510802334
1005,0.0020846962928771084
1006,0.003276789188384921
1007,0.005184137821197421
1008,0.0068530678749083584
1009,0.008760416507720858
1010,0.011144602298736483
1011,0.013290369510650546
1012,0.013528788089752108
1013,0.011383020877838046
1014,0.009475672245025546
1015,0.009475672245025546
1016,0.009714090824127108
1017,0.008998835086822421
1018,0.009475672245025546
1019,0.010429346561431796
1020,0.009952509403228671
1021,0.007568323612213046
1022,0.005184137821197421
1023,0.004707300662994296
1024,0.0054225564002989834
1025,0.006614649295806796
1026,0.0068530678749083584
1027,0.007091486454009921
1028,0.008283579349517733
1029,0.010906183719634921
1030,0.012813532352447421
1031,0.012098276615142733
1032,0.008998835086822421
1033,0.006614649295806796
1034,0.0068530678749083584
1035,0.008045160770416171
1036,0.008045160770416171
1037,0.0073299050331114834
1038,0.0078067421913146084
1039,0.009714090824127108
1040,0.011144602298736483
1041,0.010906183719634921
1042,0.009475672245025546
1043,0.008283579349517733
1044,0.008283579349517733
1045,0.008521997928619296
1046,0.008521997928619296
1047,0.0078067421913146084
1048,0.007091486454009921
1049,0.0068530678749083584
1050,0.0068530678749083584
1051,0.0063762307167052334
1052,0.005184137821197421
1053,0.003276789188384921
1054,0.0016078591346739834
1055,0.000892603397369296
1056,0.0011310219764708584
1057,0.001846277713775546
1058,0.002799952030181796
1059,0.0035152077674864834
1060,0.0044688820838927334
1061,0.005660974979400546
1062,0.0068530678749083584
1063,0.0073299050331114834
1064,0.0058993935585021084
1065,0.0039920449256896084
1066,0.0035152077674864834
1067,0.0044688820838927334
1068,0.005660974979400546
1069,0.0078067421913146084
1070,0.010906183719634921
1071,0.013051950931548983
1072,0.011859858036041171
1073,0.008521997928619296
1074,0.0068530678749083584
1075,0.008045160770416171
1076,0.009237253665923983
1077,0.0078067421913146084
1078,0.005184137821197421
1079,0.0044688820838927334
1080,0.0054225564002989834
1081,0.007568323612213046
1082,0.009237253665923983
1083,0.008998835086822421
1084,0.0078067421913146084
1085,0.0078067421913146084
1086,0.008521997928619296
1087,0.008760416507720858
1088,0.008283579349517733
1089,0.008045160770416171
1090,0.008045160770416171
1091,0.007568323612213046
1092,0.007091486454009921
1093,0.0068530678749083584
1094,0.0073299050331114834
1095,0.008283579349517733
1096,0.008283579349517733
1097,0.0073299050331114834
1098,0.0073299050331114834
1099,0.008521997928619296
1100,0.008998835086822421
1101,0.008045160770416171
1102,0.007568323612213046
1103,0.008760416507720858
1104,0.011383020877838046
1105,0.013051950931548983
1106,0.011859858036041171
1107,0.008998835086822421
1108,0.006614649295806796
1109,0.005660974979400546
1110,0.006137812137603671
1111,0.006614649295806796
1112,0.0068530678749083584
1113,0.006614649295806796
1114,0.0063762307167052334
1115,0.006614649295806796
1116,0.0078067421913146084
1117,0.008998835086822421
1118,0.010906183719634921
1119,0.012098276615142733
1120,0.012336695194244296
1121,0.012336695194244296
1122,0.013051950931548983
1123,0.013767206668853671
1124,0.013528788089752108
1125,0.011144602298736483
1126,0.008521997928619296
1127,0.0078067421913146084
1128,0.008998835086822421
1129,0.009952509403228671
1130,0.010429346561431796
1131,0.010190927982330233
1132,0.008998835086822421
1133,0.008045160770416171
1134,0.008998835086822421
1135,0.011144602298736483
1136,0.011859858036041171
1137,0.010906183719634921
1138,0.010667765140533358
1139,0.010429346561431796
1140,0.008998835086822421
1141,0.008760416507720858
1142,0.010429346561431796
1143,0.011859858036041171
1144,0.012336695194244296
1145,0.012813532352447421
1146,0.013051950931548983
1147,0.011621439456939608
1148,0.008283579349517733
1149,0.004707300662994296
1150,0.0020846962928771084
1151,0.0011310219764708584
1152,0.001369440555572421
1153,0.0020846962928771084
1154,0.0025615334510802334
1155,0.0035152077674864834
1156,0.0049457192420958584
1157,0.0058993935585021084
1158,0.006137812137603671
1159,0.006614649295806796
1160,0.007568323612213046
1161,0.008998835086822421
1162,0.009714090824127108
1163,0.008521997928619296
1164,0.0063762307167052334
1165,0.0044688820838927334
1166,0.003276789188384921
1167,0.002799952030181796
1168,0.0030383706092833584
1169,0.003753626346588046
1170,0.0039920449256896084
1171,0.0039920449256896084
1172,0.0044688820838927334
1173,0.0054225564002989834
1174,0.006614649295806796
1175,0.007568323612213046
1176,0.009237253665923983
1177,0.010906183719634921
1178,0.011144602298736483
1179,0.009952509403228671
1180,0.008760416507720858
1181,0.008045160770416171
1182,0.008045160770416171
1183,0.008045160770416171
1184,0.007091486454009921
1185,0.0058993935585021084
1186,0.006614649295806796
1187,0.009237253665923983
1188,0.011621439456939608
1189,0.010906183719634921
1190,0.008283579349517733
1191,0.0063762307167052334
1192,0.0058993935585021084
1193,0.0058993935585021084
1194,0.006137812137603671
1195,0.007568323612213046
1196,0.009475672245025546
1197,0.010906183719634921
1198,0.010667765140533358
1199,0.008998835086822421
1200,0.0073299050331114834
1201,0.007091486454009921
1202,0.008521997928619296
1203,0.010429346561431796
1204,0.011144602298736483
1205,0.009952509403228671
1206,0.008283579349517733
1207,0.007568323612213046
1208,0.0073299050331114834
1209,0.0063762307167052334
1210,0.004230463504791171
1211,0.001846277713775546
1212,0.00017734766006460845
