,NIGH01_UD1 200.0(Hz) unit:(gal)
18645,-0.25700325171152727
18646,-0.2536653916041054
18647,-0.3228067795435585
18648,-0.4145979324976601
18649,-0.4920839707056679
18650,-0.5631327072779335
18651,-0.6716131607691445
18652,-0.8504270950953163
18653,-1.0697721878687538
18654,-1.2392877976099648
18655,-1.277911607424418
18656,-1.1839746872584023
18657,-1.0330557266871132
18658,-0.9114622513453163
18659,-0.8492350021998085
18660,-0.8199095169703163
18661,-0.7960676590601601
18662,-0.7851004044214882
18663,-0.8153795639673866
18664,-0.9000181595484413
18665,-1.0182737747828163
18666,-1.121985856691996
18667,-1.1641859451929726
18668,-1.1319994370142616
18669,-1.064288560549418
18670,-1.0278105179468788
18671,-1.070249025026957
18672,-1.1784910599390663
18673,-1.286017839113871
18674,-1.3244032303492226
18675,-1.2845873276392616
18676,-1.232135240236918
18677,-1.2493013779322304
18678,-1.356351319948832
18679,-1.4955877701441445
18680,-1.5973925034205116
18681,-1.6512751022974648
18682,-1.7022966782251991
18683,-1.7921804825464882
18684,-1.926410142580668
18685,-2.0804285446802773
18686,-2.217280809084574
18687,-2.3016809860865273
18688,-2.3140787521998085
18689,-2.2551893631617226
18690,-2.1407484451929726
18691,-1.9929289261500038
18692,-1.8250822464625038
18693,-1.628863755861918
18694,-1.3954519669214882
18695,-1.1570333878199257
18696,-0.9994387070337929
18697,-1.005399171511332
18698,-1.1682390610376991
18699,-1.3871073166529335
18700,-1.5549539963404335
18701,-1.6243338028589882
18702,-1.5816568771998085
18703,-1.3975977341334023
18704,-1.0306715408960976
18705,-0.4882692734400429
18706,0.09299522240956648
18707,0.4043698867162071
18708,0.043880995114644605
18709,-1.178729478518168
18710,-2.7701734940210976
18711,-3.5805582443873085
18712,-2.8338312546412148
18713,-0.946509782473246
18714,1.0085225661595665
18715,2.252829130490621
18716,2.6269078811009727
18717,2.4187684615453087
18718,2.0325303634007774
18719,1.69111495812734
18720,1.3530374129613243
18721,0.8754849990208946
18722,0.20719772179921492
18723,-0.6317972580591835
18724,-1.6808390061060585
18725,-2.9342054764429726
18726,-4.060494844118754
18727,-4.411446992556254
18728,-3.487098161379496
18729,-1.436459962526957
18730,0.8678556044896446
18731,2.229940946896871
18732,1.7798066695531212
18733,-0.4260420242945351
18734,-3.2863497177759804
18735,-5.290973130861918
18736,-5.558717195192973
18737,-4.3794989029566445
18738,-2.7391790787378945
18739,-1.4493345657984413
18740,-0.755774919191996
18741,-0.44964546362558977
18742,-0.16449684302012102
18743,0.258934553464254
18744,0.5960584243138634
18745,0.5428910811742149
18746,0.19885307153066023
18747,0.033390577634175855
18748,0.3268838485081993
18749,0.846397932370504
18750,1.1279702742894493
18751,1.0085225661595665
18752,0.8375764449437462
18753,1.0650277694066368
18754,1.617443617184957
18755,1.8346429427464805
18756,1.0810018142064415
18757,-0.5776762406031288
18758,-2.2597193161646523
18759,-2.8607725540796913
18760,-1.940000001589457
18761,-0.15114540259043352
18762,1.2717366774876915
18763,1.5723825057347618
18764,1.0404706557591759
18765,0.5505204757054649
18766,0.6094098647435509
18767,0.8983731826146446
18768,0.7026315291722618
18769,-0.2581953446070351
18770,-1.4328836838404335
18771,-1.8820642868677773
18772,-1.1463045517603554
18773,0.31758552392323836
18774,1.5392423232396446
18775,1.8794656356175743
18776,1.5223146041234337
18777,1.1663556655248009
18778,1.258862074216207
18779,1.5955091079076134
18780,1.7192483504613243
18781,1.5187383254369102
18782,1.2242913802464805
18783,0.9997010787328087
18784,0.751030500729879
18785,0.3116250594456993
18786,-0.2548574844996132
18787,-0.5693315903345741
18788,-0.2167105118433632
18789,0.8251786788304649
18790,1.995098646481832
18791,2.462637480099996
18792,1.7836213668187462
18793,0.335228498776754
18794,-0.9245752731959023
18795,-1.1911272446314491
18796,-0.4143595139185585
18797,0.720512922604879
18798,1.3985753615697227
18799,1.327526624997457
18800,0.8702397902806602
18801,0.625145490964254
18802,0.9014726241429649
18803,1.5268445571263634
18804,2.0318151076634727
18805,2.017986830075582
18806,1.4679551680882774
18807,0.7653356154759727
18808,0.35382514794667586
18809,0.3650308211644493
18810,0.6208539565404259
18811,0.9167314132054649
18812,1.1792302687962852
18813,1.403820570309957
18814,1.5630841811498009
18815,1.592409666379293
18816,1.4155030806859337
18817,1.0085225661595665
18818,0.48471694787343367
18819,0.09013419946034773
18820,0.060093458493550855
18821,0.44990783532460554
18822,1.0933995803197227
18823,1.7039895613988243
18824,2.0139337142308555
18825,1.8808961470921837
18826,1.3547063430150352
18827,0.6752133925755821
18828,0.17071967919667586
18829,0.09967094262441023
18830,0.5376458724339805
18831,1.3382554610570274
18832,2.145063932736715
18833,2.529871519406637
18834,2.2804856856664024
18835,1.590740736325582
18836,0.9212613662083946
18837,0.6508946975072227
18838,0.8223176558812462
18839,1.1649251540501915
18840,1.3475537856419884
18841,1.2519479354222618
18842,1.0461927016576134
18843,1.0171056350072227
18844,1.3201356490453087
18845,1.8341661055882774
18846,2.2187352736790977
18847,2.158653791745504
18848,1.6179204543431602
18849,0.8831143935521446
18850,0.3254533370335899
18851,0.10634666283925398
18852,0.09752517541249617
18853,0.0724912246068321
18854,-0.04457229773203508
18855,-0.10846847693125383
18856,0.08083587487538679
18857,0.5493283828099571
18858,1.0810018142064415
18859,1.3861775954564415
18860,1.3551831801732384
18861,1.160872038205465
18862,1.1060357650121055
18863,1.3632894118626915
18864,1.8422723372777305
18865,2.2630811293919884
18866,2.3274541457494102
18867,1.9011617263158165
18868,1.1327386458714805
18869,0.4019857009251915
18870,0.09132629235585554
18871,0.34190421899159773
18872,0.9677529891331993
18873,1.5807271560033165
18874,1.8494248946507774
18875,1.7039895613988243
18876,1.3454080184300743
18877,1.0817170699437462
18878,1.1198640425999962
18879,1.4310002883275352
18880,1.7690778334935509
18881,1.819622572263082
18882,1.3620973189671837
18883,0.4367948134740196
18884,-0.5679010788599648
18885,-1.1896967331568398
18886,-1.2981771866480507
18887,-1.1033892075220741
18888,-0.8675932327906288
18889,-0.704038087526957
18890,-0.5631327072779335
18891,-0.35070175329844133
18892,-0.059115831057230395
18893,0.2315164168675743
18894,0.4551530440648399
18895,0.6051183303197227
18896,0.6718755324681602
18897,0.6067872603734337
18898,0.3879190047581993
18899,0.07869010766347273
18900,-0.2326845566431679
18901,-0.5416750351587929
18902,-0.8973955551783241
18903,-1.2524008194605507
18904,-1.4088034073511757
18905,-1.169431153933207
18906,-0.5206942001978554
18907,0.3216386397679649
18908,1.0135293563206993
18909,1.2693524916966759
18910,1.0228276809056602
18911,0.4463315566380821
18912,-0.17212623755137102
18913,-0.5836367050806679
18914,-0.6711363236109413
18915,-0.4677652756373085
18916,-0.13016456762949602
18917,0.1704812606175743
18918,0.38005119164784773
18919,0.5686402877171837
18920,0.791323240598043
18921,0.9703755935033165
18922,0.9539247115453087
18923,0.6888032515843712
18924,0.274193342526754
18925,-0.15662902990976946
18926,-0.5547880570093788
18927,-0.9386419693628945
18928,-1.2650370041529335
18929,-1.3575434128443398
18930,-1.0120748917261757
18931,-0.20478958288828508
18932,0.7960916121800743
18933,1.5490174849828087
18934,1.7225862105687462
18935,1.321089323361715
18936,0.6685376723607384
18937,0.17143493493398054
18938,0.022661741574605543
18939,0.06986862023671492
18940,-0.011432115236917895
18941,-0.38503402868906633
18942,-0.8730768601099648
18943,-1.090991441408793
18944,-0.7641195694605507
18945,0.03935104211171492
18946,0.9529710372289024
18947,1.565706785519918
18948,1.6770482619603477
18949,1.3868928511937462
18950,0.983727033933004
18951,0.7197976668675743
18952,0.6487489302953087
18953,0.638735349973043
18954,0.5188108046849571
18955,0.22722488244374617
18956,-0.13564819494883196
18957,-0.37215942541758196
18958,-0.31636947790781633
18959,0.05556350549062117
18960,0.5939126571019493
18961,1.0402322371800743
18962,1.1785150130589805
18963,0.9777665694554649
18964,0.5877137740453087
18965,0.19313102563222273
18966,-0.1048921982447304
18967,-0.29586548010508196
18968,-0.41483635107676164
18969,-0.5011438767115273
18970,-0.5636095444361366
18971,-0.5428671280543007
18972,-0.33854240576426164
18973,0.06438499291737898
18974,0.49234634240468367
18975,0.6749749739964805
18976,0.47732597192128523
18977,0.04078155358632429
18978,-0.31422371069590227
18979,-0.3418802658716835
18980,-0.0648378769556679
18981,0.26346450646718367
18982,0.3891110976537071
18983,0.27562385400136336
18984,0.0839353164037071
18985,-0.05458587805430071
18986,-0.18905395666758196
18987,-0.4508375565210976
18988,-0.8551954666773476
18989,-1.240241471926371
18990,-1.4078497330347695
18991,-1.3396620194117226
18992,-1.2693285385767616
18993,-1.469123307863871
18994,-1.9242643753687538
18995,-2.2749781052271523
18996,-2.1414637009302773
18997,-1.5065550247828163
18998,-0.7643579880396523
18999,-0.416266862551371
19000,-0.6863951126734413
19001,-1.3520597855250038
19002,-1.90232986609141
19003,-1.919257585207621
19004,-1.386868898073832
19005,-0.6706594864527382
19006,-0.20240539709726946
19007,-0.16258949438730852
19008,-0.42318100134531633
19009,-0.7374166886011757
19010,-0.9474634567896523
19011,-1.0378240982691445
19012,-1.0468840042750038
19013,-0.9796499649683632
19014,-0.8237242142359413
19015,-0.6170153061548866
19016,-0.45107597510019914
19017,-0.41555160681406633
19018,-0.5457281510035195
19019,-0.7934450546900429
19020,-1.039731446901957
19021,-1.182544175783793
19022,-1.2202143112818398
19023,-1.2290357987085976
19024,-1.262652818361918
19025,-1.2900709549585976
19026,-1.221167985598246
19027,-1.018989030520121
19028,-0.8029817978541054
19029,-0.7843851486841835
19030,-1.0354399124781288
19031,-1.343238298098246
19032,-1.3565897385279335
19033,-0.9145616928736366
19034,-0.2364992539087929
19035,0.21840339501698836
19036,0.11326080163319929
19037,-0.4875540177027382
19038,-1.1494039932886757
19039,-1.402127687136332
19040,-1.1114954392115273
19041,-0.5771994034449257
19042,-0.27106994787851946
19043,-0.4436849991480507
19044,-0.9384035507837929
19045,-1.3594507614771523
19046,-1.4223932663599648
19047,-1.1763452927271523
19048,-0.9310125748316445
19049,-0.9615301529566445
19050,-1.2547850052515663
19051,-1.5199064652125038
19052,-1.4541029373804726
19053,-1.024472657839457
19054,-0.513303224245707
19055,-0.30540222326914446
19056,-0.6058096329371132
19057,-1.3053297440210976
19058,-2.065885011355082
19059,-2.538907472292582
19060,-2.574193421999613
19061,-2.2873758713404335
19062,-1.9287943283716835
19063,-1.662003938357035
19064,-1.4736532608668007
19065,-1.258838121096293
19066,-0.9474634567896523
19067,-0.5483507553736366
19068,-0.11919731299082414
19069,0.2646565993626915
19070,0.5152345259984337
19071,0.5378842910130821
19072,0.2620339949925743
19073,-0.28823608557383196
19074,-0.925290528933207
19075,-1.3773321549097695
19076,-1.5244364182154335
19077,-1.5137075821558632
19078,-1.5919088761011757
19079,-1.8346189896265663
19080,-2.037036363283793
19081,-1.8710970322291054
19082,-1.1875509659449257
19083,-0.19620651404062883
19084,0.640404280026754
19085,0.9162545760472618
19086,0.537407453854879
19087,-0.2739309708277382
19088,-1.2142538468043007
19089,-2.132880632082621
19090,-3.048407975832621
19091,-3.968226854006449
19092,-4.72973579565684
19093,-5.026090089480082
19094,-4.540193025271098
19095,-3.197181169191996
19096,-1.5256285111109413
19097,-0.481116716066996
19098,-0.5700468460718788
19099,-1.3739942948023476
19100,-2.029406968752543
19101,-1.9240259567896523
19102,-0.9813188950220741
19103,0.32521491845448836
19104,1.2111783583958946
19105,1.1944890578587852
19106,0.464928205808004
19107,-0.45751327673594133
19108,-1.2323736588160195
19109,-1.8079161087671913
19110,-2.200353089968363
19111,-2.3038267532984413
19112,-1.9390463272730507
19113,-1.0547518173853554
19114,0.13567214806874617
19115,1.2004495223363243
19116,1.7261624892552696
19117,1.5874028762181602
19118,0.9887338240941368
19119,0.23390060265858992
19120,-0.517117921511332
19121,-1.2519239823023476
19122,-1.9152044693628945
19123,-2.2933363358179726
19124,-2.143847886721293
19125,-1.434791032473246
19126,-0.4272341171900429
19127,0.4882932265599571
19128,1.0304570754369102
19129,1.1496663649876915
19130,1.0039926131566368
19131,0.8299470504124962
19132,0.7660508712132774
19133,0.7763028701146446
19134,0.754845197995504
19135,0.6570935805638634
19136,0.48686271508534773
19137,0.19694572289784773
19138,-0.3120779434839882
19139,-1.0688185135523476
19140,-1.9249796311060585
19141,-2.593982164065043
19142,-2.7942537705103554
19143,-2.4218439499537148
19144,-1.6317247788111366
19145,-0.736701432863871
19146,-0.0007032791773475822
19147,0.47470336755116804
19148,0.7178903182347618
19149,0.7984757979710899
19150,0.7693887313206993
19151,0.6630540450414024
19152,0.5266786177953087
19153,0.42892700036366804
19154,0.39387946923573836
19155,0.3478646834691368
19156,0.18717056115468367
19157,-0.09011024634043352
19158,-0.3478407303492226
19159,-0.44082397619883196
19160,-0.3745436112085976
19161,-0.30802482763926164
19162,-0.3833650986353554
19163,-0.5674242417017616
19164,-0.6809114853541054
19165,-0.5767225662867226
19166,-0.26344055334726946
19167,0.13281112511952742
19168,0.49878364404042586
19169,0.8063436110814415
19170,1.079571302731832
19171,1.3222814162572227
19172,1.5094400008519493
19173,1.622927244504293
19174,1.6613126357396446
19175,1.6138673384984337
19176,1.443159635861715
19177,1.115572508176168
19178,0.6494641860326134
19179,0.12255912621816023
19180,-0.3630995194117226
19181,-0.6980776230494179
19182,-0.7679342667261757
19183,-0.49113029638926164
19184,0.10443931420644148
19185,0.838768537839254
19186,1.4476895888646446
19187,1.735222395261129
19188,1.6901612838109337
19189,1.47749191125234
19190,1.3127446730931602
19191,1.3263345321019493
19192,1.5282750686009727
19193,1.850140150388082
19194,2.1665216048558555
19195,2.315056379636129
19196,2.187979276974996
19197,1.8253446181615196
19198,1.391899641354879
19199,1.0466695388158165
19200,0.8401990493138634
19201,0.7312417586644493
19202,0.6728292067845665
19203,0.6582856734593712
19204,0.6950021346410118
19205,0.7689118941624962
19206,0.8375764449437462
19207,0.8480668624242149
19208,0.7481694777806602
19209,0.5152345259984337
19210,0.20910507043202742
19211,-0.014531556765238207
19212,-0.012147370974222582
19213,0.21530395348866804
19214,0.5157113631566368
19215,0.7176518996556602
19216,0.7743955214818321
19217,0.8063436110814415
19218,0.9870648940404259
19219,1.3570905288060509
19220,1.7578721602757774
19221,1.9748330672581993
19222,1.9202352126439415
19223,1.6739488204320274
19224,1.4042974074681602
19225,1.266491468747457
19226,1.3153672774632774
19227,1.4717698653539024
19228,1.5916944106419884
19229,1.592409666379293
19230,1.5013337691624962
19231,1.3854623397191368
19232,1.2571931441624962
19233,1.0626435836156212
19234,0.7655740340550743
19235,0.4432321151097618
19236,0.29350524743398054
19237,0.5152345259984337
19238,1.1391759475072227
19239,1.9507527907689415
19240,2.5818467696507774
19241,2.7394414504369102
19242,2.4075627883275352
19243,1.8358350356419884
19244,1.3077378829320274
19245,0.9307981093724571
19246,0.6361127456029259
19247,0.31949287255605086
19248,-0.021922532717386645
19249,-0.2548574844996132
19250,-0.20669693152109758
19251,0.15665298302968367
19252,0.6601930220921837
19253,1.0509610732396446
19254,1.2085557540257774
19255,1.2230992873509727
19256,1.2765050490697227
19257,1.4445901473363243
19258,1.6195893843968712
19259,1.6310334761937462
19260,1.422417219479879
19261,1.0895848830540977
19262,0.7743955214818321
19263,0.5428910811742149
19264,0.37051444848378523
19265,0.2334237655003868
19266,0.1945615371068321
19267,0.365746076901754
19268,0.7829785903294884
19269,1.3437390883763634
19270,1.874697264035543
19271,2.2432923873265587
19272,2.4166226943333946
19273,2.440941389401754
19274,2.378237303098043
19275,2.237570341428121
19276,1.9703031142552696
19277,1.5528321822484337
19278,1.0728955825169884
19279,0.684511717160543
19280,0.4680276473363243
19281,0.3650308211644493
19282,0.2696633895238243
19283,0.17524963219960554
19284,0.21578079064687117
19285,0.5402684768040977
19286,1.1289239486058555
19287,1.7376065810521446
19288,2.0532727797826134
19289,1.929771955808004
19290,1.4822602828343712
19291,0.9787202437718712
19292,0.6475568373998009
19293,0.541222151120504
19294,0.5266786177953087
19295,0.41104560693105086
19296,0.12327438195546492
19297,-0.20383590857187883
19298,-0.336158219973246
19299,-0.13517135779062883
19300,0.31257873376210554
19301,0.7584214766820274
19302,0.9982705672581993
19303,1.0151982863744102
19304,0.940096433957418
19305,0.8990884383519493
19306,0.8993268569310509
19307,0.8366227706273399
19308,0.6067872603734337
19309,0.2181649764378868
19310,-0.19668335119883196
19311,-0.4753946701685585
19312,-0.5266546646753945
19313,-0.36214584509531633
19314,-0.06459945837656633
19315,0.26108032067616804
19316,0.5331159194310509
19317,0.7138372023900352
19318,0.7934690078099571
19319,0.7648587783177696
19320,0.6406426986058555
19321,0.49878364404042586
19322,0.4704118331273399
19323,0.6401658614476524
19324,0.9520173629124962
19325,1.226198728879293
19326,1.2886643966039024
19327,1.1026979049046837
19328,0.7851243575414024
19329,0.4844785292943321
19330,0.23199325402577742
19331,-0.07914299170176164
19332,-0.549781266848246
19333,-1.119840089480082
19334,-1.5902399460474648
19335,-1.7986177841822304
19336,-1.759040300051371
19337,-1.6355394760767616
19338,-1.5804647843043007
19339,-1.5992998520533241
19340,-1.5866636673609413
19341,-1.483905259768168
19342,-1.3654112259546913
19343,-1.3632654587427773
19344,-1.5349268356959023
19345,-1.8002867142359413
19346,-1.984107438723246
19347,-1.9321321884791054
19348,-1.6207575241724648
19349,-1.1706232468287148
19350,-0.7607817093531288
19351,-0.532376710573832
19352,-0.545966569582621
19353,-0.7834314743677773
19354,-1.1610865036646523
19355,-1.5251516739527382
19356,-1.68107742468516
19357,-1.5103697220484413
19358,-1.0862230698267616
19359,-0.6573080460230507
19360,-0.4787325302759804
19361,-0.6096243302027382
19362,-0.8585333267847695
19363,-0.9462713638941445
19364,-0.744330827395121
19365,-0.36190742651621477
19366,-0.02430671850840227
19367,0.10658508141835554
19368,0.014078672726949293
19369,-0.2071737686793007
19370,-0.43843979040781633
19371,-0.607001725832621
19372,-0.7095217148462929
19373,-0.787961427370707
19374,-0.8954882065455116
19375,-1.0769247452418007
19376,-1.356828157107035
19377,-1.7223238388697304
19378,-2.104508821169535
19379,-2.3887037674585976
19380,-2.485024873415629
19381,-2.399432603518168
19382,-2.218472901980082
19383,-2.026069108645121
19384,-1.853930894533793
19385,-1.692521516482035
19386,-1.5189527908960976
19387,-1.3282179276148476
19388,-1.1591791550318398
19389,-1.066434327761332
19390,-1.058804933230082
19391,-1.082169953982035
19392,-1.0678648392359413
19393,-0.9877561966578163
19394,-0.8540033737818398
19395,-0.7030844132105507
19396,-0.5996107498804726
19397,-0.6022333542505898
19398,-0.683295671145121
19399,-0.7295488754908241
19400,-0.6673216263453163
19401,-0.5495428482691445
19402,-0.4875540177027382
19403,-0.515448991457621
19404,-0.5502581040064491
19405,-0.47825569311777727
19406,-0.2581953446070351
19407,0.04984145959218367
19408,0.3299832900365196
19409,0.48853164513905867
19410,0.514519270261129
19411,0.46898132165273054
19412,0.39912467797597273
19413,0.2720475753148399
19414,0.015509184201558668
19415,-0.39123291174570696
19416,-0.8754610459009804
19417,-1.31486648718516
19418,-1.6023992935816445
19419,-1.6815542618433632
19420,-1.5549539963404335
19421,-1.277911607424418
19422,-0.9522318283716835
19423,-0.7042765061060585
19424,-0.6365656296412148
19425,-0.763404313723246
19426,-0.9992002884546913
19427,-1.2340425888697304
19428,-1.4161943833033241
19429,-1.5478014389673866
19430,-1.6121744553248085
19431,-1.5468477646509804
19432,-1.306760255495707
19433,-0.951993409792582
19434,-0.6513475815455116
19435,-0.5702852646509804
19436,-0.732886735598246
19437,-0.9913324753443398
19438,-1.144874040285746
19439,-1.1172174851099648
19440,-1.0301947037378945
19441,-1.0728716293970741
19442,-1.2857794205347695
19443,-1.4917730728785195
19444,-1.457679216066996
19445,-1.1095880905787148
19446,-0.6065248886744179
19447,-0.21599525610605852
19448,-0.09607071081797258
19449,-0.1861929337183632
19450,-0.309455339113871
19451,-0.3452181259791054
19452,-0.2765535751978554
19453,-0.11585945288340227
19454,0.14640098412831648
19455,0.5114198287328087
19456,0.9093404372533165
19457,1.1866212447484337
19458,1.182568128903707
19459,0.8585572799046837
19460,0.3497720321019493
19461,-0.12062782446543352
19462,-0.40458435217539446
19463,-0.5180715958277382
19464,-0.5814909378687538
19465,-0.6906866470972695
19466,-0.8370756546656288
19467,-0.9298204819361366
19468,-0.8864283005396523
19469,-0.7102369705835976
19470,-0.48922294775644914
19471,-0.3349661270777382
19472,-0.317084733645121
19473,-0.4260420242945351
19474,-0.5833982865015663
19475,-0.6980776230494179
19476,-0.726926271120707
19477,-0.6818651596705116
19478,-0.5881666580835976
19479,-0.4546522537867226
19480,-0.2879976669947304
19481,-0.12921089331308977
19482,-0.037181321779886645
19483,-0.023114625612894457
19484,-0.025021974245706957
19485,0.024807508786519605
19486,0.12160545190175398
19487,0.18788581689198836
19488,0.1468778212865196
19489,-0.011670533816019457
19490,-0.2109884659449257
19491,-0.3304361740748085
19492,-0.29014343420664446
19493,-0.11180633703867571
19494,0.09967094262441023
19495,0.24152999718983992
19496,0.2830148299535118
19497,0.2708554824193321
19498,0.27061706384023054
19499,0.29159789880116804
19500,0.24820571740468367
19501,0.022900160153707105
19502,-0.39194816748301164
19503,-0.8327841202418007
19504,-1.0971903244654335
19505,-1.127946321169535
19506,-1.0421156326929726
19507,-0.988471452395121
19508,-1.0106443802515663
19509,-1.0406851212183632
19510,-0.9865641037623085
19511,-0.801551286379496
19512,-0.5023359696070351
19513,-0.16068214575449602
19514,0.12136703332265242
19515,0.2613187392552696
19516,0.23580795129140242
19517,0.07320648034413679
19518,-0.18833870093027727
19519,-0.5125879685084023
19520,-0.8497118393580116
19521,-1.1403440872828163
19522,-1.3549208084742226
19523,-1.5256285111109413
19524,-1.713263932863871
19525,-1.9006609360376991
19526,-1.923072282473246
19527,-1.5802263657251991
19528,-0.8902429978052773
19529,-0.23483032385508196
19530,-0.12062782446543352
19531,-0.7126211563746132
19532,-1.6295790115992226
19533,-2.2005915085474648
19534,-1.9042372147242226
19535,-0.671851579348246
19536,1.0626435836156212
19537,2.552044447263082
19538,3.1323552687962852
19539,2.630007322629293
19540,1.4705777724583946
19541,0.36145454247792586
19542,-0.19716018835703508
19543,-0.18142456213633196
19544,0.05961662133534773
19545,0.1888394912083946
19546,0.2739549239476524
19547,0.6904721816380821
19548,1.5280366500218712
19549,2.3508191665013634
19550,2.617609556516012
19551,2.1393418868382774
19552,1.191866453488668
19553,0.30161147912343367
19554,-0.15710586706797258
19555,-0.24365181128183977
19556,-0.31183952490488664
19557,-0.5800604263941445
19558,-0.8914350907007851
19559,-0.9126543442408241
19560,-0.505673829714457
19561,0.15474563439687117
19562,0.7746339400609337
19563,1.1584878524144493
19564,1.2421727736790977
19565,1.026165541013082
19566,0.5672097762425743
19567,0.006687696774800855
19568,-0.4494070450464882
19569,-0.604855958620707
19570,-0.3692984024683632
19571,0.17286544640858992
19572,0.7755876143773399
19573,1.16468673547109
19574,1.2419343550999962
19575,1.178753431638082
19576,1.237165983517965
19577,1.4712930281956993
19578,1.6622663100560509
19579,1.588118131955465
19580,1.2884259780248009
19581,1.0135293563206993
19582,0.951540525754293
19583,1.0225892623265587
19584,0.9343743880589805
19585,0.457298811276754
19586,-0.31803840796152727
19587,-0.9803652207056679
19588,-1.1086344162623085
19589,-0.656592790285746
19590,-0.015008393923441332
19591,0.36860709985097273
19592,0.41605239709218367
19593,0.41414504845937117
19594,0.621330793698629
19595,0.9565473159154259
19596,1.0903001387914024
19597,0.7681966384251915
19598,0.04936462243398054
19599,-0.7057070175806679
19600,-1.093137208620707
19601,-1.0073065201441445
19602,-0.7324098984400429
19603,-0.6496786514918007
19604,-0.8644937912623085
19605,-1.1281847397486366
19606,-1.0883688370386757
19607,-0.6129621903101601
19608,0.08870368798573836
19609,0.6604314406712852
19610,0.9348512252171837
19611,1.0564447005589805
19612,1.2648225386937462
19613,1.5936017592748009
19614,1.822960432370504
19615,1.7099500258763634
19616,1.2440801223119102
19617,0.705254133542379
19618,0.4718423446019493
19619,0.699770506223043
19620,1.144421156247457
19621,1.346123274167379
19622,1.04261642297109
19623,0.392448957761129
19624,-0.1957296768824257
19625,-0.43772453467051164
19626,-0.38813347021738664
19627,-0.3116011063257851
19628,-0.3776430527369179
19629,-0.49113029638926164
19630,-0.39695495764414446
19631,0.05174880822499617
19632,0.7224202712376915
19633,1.3191819747289024
19634,1.662743147214254
19635,1.8282056411107384
19636,2.0287156661351524
19637,2.3923039992650352
19638,2.808344419797262
19639,2.9752374251683555
19640,2.6552796920140587
19641,1.8930554946263634
19642,0.9679914077123009
19643,0.15879875024159773
19644,-0.41722053686777727
19645,-0.8003591934839882
19646,-1.0912298599878945
19647,-1.3384699265162148
19648,-1.4757990280787148
19649,-1.390683595339457
19650,-1.0464071671168007
19651,-0.5006670395533241
19652,0.16237502892812117
19653,0.848543699582418
19654,1.4493585189183555
19655,1.903545912106832
19656,2.261650617917379
19657,2.6035428603490196
19658,2.8789163192113243
19659,2.9053807814915977
19660,2.526056822141012
19661,1.73689132531484
19662,0.7119298537572227
19663,-0.2567648331324257
19664,-0.8809446732203163
19665,-0.9963392655054726
19666,-0.6253599564234413
19667,0.024569090207418043
19668,0.651848371823629
19669,1.0352254470189415
19670,1.1677861769994102
19671,1.2209535201390587
19672,1.3532758315404259
19673,1.5440106948216759
19674,1.6210198958714805
19675,1.4548421462376915
19676,1.1217713912328087
19677,0.8709550460179649
19678,0.9141088088353477
19679,1.2481332381566368
19680,1.7113805373509727
19681,2.1805883010228477
19682,2.6302457412083946
19683,3.0026555617650352
19684,3.124964292844137
19685,2.8252721389134727
19686,2.106916960080465
19687,1.2161851485570274
19688,0.531923826535543
19689,0.3025651534398399
19690,0.45181518395741804
19691,0.6914258559544884
19692,0.8299470504124962
19693,0.9422422011693321
19694,1.2178540786107384
19695,1.6601205428441368
19696,2.0253778060277305
19697,2.037775572141012
19698,1.5535474379857384
19699,0.6878495772679649
19700,-0.10560745398203508
19701,-0.3299593369166054
19702,0.11779075463612898
19703,0.8919358809789024
19704,1.5094400008519493
19705,1.6634584029515587
19706,1.317751463254293
19707,0.6325364669164024
19708,-0.11514419714609758
19709,-0.5974649826685585
19710,-0.5602716843287148
19711,0.03219848473866804
19712,0.9648919661839805
19713,1.8789887984593712
19714,2.4416566451390587
19715,2.49220138390859
19716,2.0930886824925743
19717,1.4715314467748009
19718,0.8874059279759727
19719,0.49878364404042586
19720,0.31138664086659773
19721,0.23819213708241804
19722,0.1971841414769493
19723,0.19670730431874617
19724,0.35716300805409773
19725,0.8049130996068321
19726,1.4984727462132774
19727,2.190363462766012
19728,2.589714582761129
19729,2.536308821042379
19730,2.0167947371800743
19731,1.0900617202123009
19732,-0.10370010534922258
19733,-1.2607454697291054
19734,-1.9543051163355507
19735,-1.857745591799418
19736,-0.9829878250757851
19737,0.2963662703831993
19738,1.4636636336644493
19739,2.1152616103490196
19740,2.0871282180150352
19741,1.4829755385716759
19742,0.6339669783910118
19743,-0.06078476111094133
19744,-0.339972917238871
19745,-0.18905395666758196
19746,0.2002835830052696
19747,0.5900979598363243
19748,0.8566499312718712
19749,0.9656072219212852
19750,0.8289933760960899
19751,0.3330827315648399
19752,-0.45989746252695696
19753,-1.2404798905054726
19754,-1.6219496170679726
19755,-1.3844847122828163
19756,-0.6193994919459023
19757,0.30804878075917586
19758,0.9904027541478477
19759,1.2858033736546837
19760,1.4140725692113243
19761,1.6918302138646446
19762,2.161991651852926
19763,2.505314405759176
19764,2.331507261594137
19765,1.563561018308004
19766,0.5397916396458946
19767,-0.2479433457056679
19768,-0.5261778275171913
19769,-0.4024385849634804
19770,-0.24460548559824602
19771,-0.4012464920679726
19772,-0.9479402939478554
19773,-1.6393541733423866
19774,-2.1183370987574257
19775,-2.198922578493754
19776,-1.9602655808130898
19777,-1.6155123154322304
19778,-1.33775467077891
19779,-1.171100083986918
