,NIGH01_UD1 200.0(Hz) unit:(gal)
719,-0.00046486059824601966
720,0.0009656508763633553
721,0.0019193251927696053
722,0.0012040694554649178
723,-0.0007032791773475822
724,-0.0028490463892616447
725,-0.004517976442972582
726,-0.004517976442972582
727,-0.003087464968363207
728,-0.0011801163355507072
729,1.1976559957105337e-05
730,-0.00022644201914445716
731,-0.00022644201914445716
732,0.0019193251927696053
733,0.005495603879293043
734,0.006449278195699293
735,0.0033498366673789803
736,-0.0014185349146522697
737,-0.004517976442972582
738,-0.004517976442972582
739,-0.002610627810160082
740,-0.0014185349146522697
741,-0.0007032791773475822
742,-0.00046486059824601966
743,-0.0009416977564491447
744,-0.0016569534937538322
745,-0.003087464968363207
746,-0.004517976442972582
747,-0.005471650759378832
748,-0.004994813601175707
749,-0.0028490463892616447
750,-0.0007032791773475822
751,-0.0011801163355507072
752,-0.0038027207056678947
753,-0.006663743654886645
754,-0.00809425512949602
755,-0.007617417971292895
756,-0.00618690649668352
757,-0.00427955786387102
758,-0.002610627810160082
759,-0.0018953720728553947
760,-0.003087464968363207
761,-0.004756395022074145
762,-0.004756395022074145
763,-0.0033258835474647697
764,-0.0028490463892616447
765,-0.0038027207056678947
766,-0.004041139284769457
767,-0.0028490463892616447
768,-0.0014185349146522697
769,-0.0018953720728553947
770,-0.004041139284769457
771,-0.00618690649668352
772,-0.006902162233988207
773,-0.005710069338480395
774,-0.0038027207056678947
775,-0.0023722092310585197
776,-0.0009416977564491447
777,-0.00046486059824601966
778,-0.0011801163355507072
779,-0.0018953720728553947
780,-0.002610627810160082
781,-0.003087464968363207
782,-0.003087464968363207
783,-0.0033258835474647697
784,-0.00523323218027727
785,-0.007617417971292895
786,-0.00904792944590227
787,-0.008332673708597582
788,-0.005948487917581957
789,-0.0038027207056678947
790,-0.0033258835474647697
791,-0.004041139284769457
792,-0.0033258835474647697
793,-0.00046486059824601966
794,0.002634580930074293
795,0.0038266738255821053
796,0.002157743771871168
797,-0.0011801163355507072
798,-0.0033258835474647697
799,-0.003087464968363207
800,-0.0018953720728553947
801,-0.002610627810160082
802,-0.004517976442972582
803,-0.00618690649668352
804,-0.005948487917581957
805,-0.0028490463892616447
806,0.0009656508763633553
807,0.0023961623509727303
808,0.0016809066136680428
809,0.00025039513905866784
810,-0.00046486059824601966
811,-0.0009416977564491447
812,-0.00022644201914445716
813,0.0016809066136680428
814,0.002157743771871168
815,-0.0007032791773475822
816,-0.00618690649668352
817,-0.009763185183206957
818,-0.008332673708597582
819,-0.00427955786387102
820,-0.002133790651956957
821,-0.0033258835474647697
822,-0.004756395022074145
823,-0.00427955786387102
824,-0.002133790651956957
825,-0.0009416977564491447
826,-0.00046486059824601966
827,-0.00046486059824601966
828,-0.0011801163355507072
829,-0.0011801163355507072
830,0.00025039513905866784
831,0.00025039513905866784
832,-0.0023722092310585197
833,-0.005948487917581957
834,-0.00809425512949602
835,-0.00809425512949602
836,-0.005471650759378832
837,-0.0011801163355507072
838,0.002157743771871168
839,0.0009656508763633553
840,-0.0033258835474647697
841,-0.006425325075785082
842,-0.00714058081308977
843,-0.00618690649668352
844,-0.005471650759378832
845,-0.004994813601175707
846,-0.0038027207056678947
847,-0.0018953720728553947
848,-0.00022644201914445716
849,1.1976559957105337e-05
850,-0.00046486059824601966
851,-0.00046486059824601966
852,-0.0009416977564491447
853,-0.0023722092310585197
854,-0.0033258835474647697
855,-0.002133790651956957
856,0.0007272322972617928
857,0.0028729995091758553
858,0.002157743771871168
859,-0.0009416977564491447
860,-0.003564302126566332
861,-0.004041139284769457
862,-0.003564302126566332
863,-0.003564302126566332
864,-0.004756395022074145
865,-0.00523323218027727
866,-0.003564302126566332
867,-0.00046486059824601966
868,0.0014424880345664803
869,0.0014424880345664803
870,0.0004888137181602303
871,0.0007272322972617928
872,0.0014424880345664803
873,0.0014424880345664803
874,0.0007272322972617928
875,-0.00022644201914445716
876,1.1976559957105337e-05
877,1.1976559957105337e-05
878,-0.00022644201914445716
879,-0.0007032791773475822
880,-0.00046486059824601966
881,0.00025039513905866784
882,0.0007272322972617928
883,0.0007272322972617928
884,1.1976559957105337e-05
885,-0.0014185349146522697
886,-0.0023722092310585197
887,-0.002610627810160082
888,-0.002610627810160082
889,-0.004756395022074145
890,-0.006902162233988207
891,-0.00618690649668352
892,-0.0023722092310585197
893,0.0014424880345664803
894,0.0019193251927696053
895,1.1976559957105337e-05
896,-0.0011801163355507072
897,1.1976559957105337e-05
898,0.0012040694554649178
899,-0.00046486059824601966
900,-0.004517976442972582
901,-0.007378999392191332
902,-0.006425325075785082
903,-0.0033258835474647697
904,-0.0011801163355507072
905,-0.00022644201914445716
906,-0.00022644201914445716
907,-0.0009416977564491447
908,-0.0023722092310585197
909,-0.0016569534937538322
910,0.0016809066136680428
911,0.00430351098378523
912,0.00430351098378523
913,0.002634580930074293
914,1.1976559957105337e-05
915,-0.003087464968363207
916,-0.005471650759378832
917,-0.005948487917581957
918,-0.00427955786387102
919,-0.0014185349146522697
920,0.0014424880345664803
921,0.00430351098378523
922,0.005972441037496168
923,0.005972441037496168
924,0.004780348141988355
925,0.0033498366673789803
926,0.0023961623509727303
927,0.0012040694554649178
928,-0.0011801163355507072
929,-0.00427955786387102
930,-0.005710069338480395
931,-0.0033258835474647697
932,0.0007272322972617928
933,0.0033498366673789803
934,0.003588255246480543
935,0.0014424880345664803
936,-0.002610627810160082
937,-0.00618690649668352
938,-0.006663743654886645
939,-0.005471650759378832
940,-0.004517976442972582
941,-0.0028490463892616447
942,1.1976559957105337e-05
943,0.002634580930074293
944,0.002634580930074293
945,0.0007272322972617928
946,1.1976559957105337e-05
947,0.00025039513905866784
948,-0.00022644201914445716
949,-0.0014185349146522697
950,-0.0023722092310585197
951,-0.002610627810160082
952,-0.002133790651956957
953,-0.0009416977564491447
954,1.1976559957105337e-05
955,1.1976559957105337e-05
956,-0.00046486059824601966
957,1.1976559957105337e-05
958,1.1976559957105337e-05
959,-0.0018953720728553947
960,-0.004517976442972582
961,-0.005948487917581957
962,-0.004756395022074145
963,-0.0023722092310585197
964,-0.0007032791773475822
965,-0.00022644201914445716
966,-0.0007032791773475822
967,-0.0018953720728553947
968,-0.002610627810160082
969,-0.002133790651956957
970,-0.0011801163355507072
971,-0.0018953720728553947
972,-0.003564302126566332
973,-0.004756395022074145
974,-0.00427955786387102
975,-0.0033258835474647697
976,-0.0023722092310585197
977,-0.0014185349146522697
978,-0.00046486059824601966
979,1.1976559957105337e-05
980,-0.00046486059824601966
981,-0.00046486059824601966
982,0.0012040694554649178
983,0.0028729995091758553
984,0.002157743771871168
985,-0.00022644201914445716
986,-0.002610627810160082
987,-0.004041139284769457
988,-0.004517976442972582
989,-0.004041139284769457
990,-0.002610627810160082
991,-0.0016569534937538322
992,-0.002133790651956957
993,-0.002610627810160082
994,-0.0016569534937538322
995,0.0004888137181602303
996,0.0012040694554649178
997,0.0012040694554649178
998,0.0007272322972617928
999,-0.0009416977564491447
1000,-0.004041139284769457
1001,-0.006425325075785082
1002,-0.00714058081308977
1003,-0.00618690649668352
1004,-0.00523323218027727
1005,-0.003087464968363207
1006,-0.00022644201914445716
1007,0.0009656508763633553
1008,-0.0009416977564491447
1009,-0.0038027207056678947
1010,-0.005948487917581957
1011,-0.00618690649668352
1012,-0.005471650759378832
1013,-0.00523323218027727
1014,-0.005471650759378832
1015,-0.005948487917581957
1016,-0.006902162233988207
1017,-0.007378999392191332
1018,-0.006425325075785082
1019,-0.004041139284769457
1020,-0.0014185349146522697
1021,0.0009656508763633553
1022,0.0016809066136680428
1023,-0.0007032791773475822
1024,-0.0038027207056678947
1025,-0.004994813601175707
1026,-0.004041139284769457
1027,-0.002610627810160082
1028,-0.0018953720728553947
1029,-0.0011801163355507072
1030,-0.0014185349146522697
1031,-0.0038027207056678947
1032,-0.007378999392191332
1033,-0.009524766604105395
1034,-0.008332673708597582
1035,-0.005471650759378832
1036,-0.004756395022074145
1037,-0.006663743654886645
1038,-0.00809425512949602
1039,-0.007855836550394457
1040,-0.006425325075785082
1041,-0.004756395022074145
1042,-0.0028490463892616447
1043,-0.0018953720728553947
1044,-0.002133790651956957
1045,-0.003564302126566332
1046,-0.004756395022074145
1047,-0.00523323218027727
1048,-0.004756395022074145
1049,-0.0033258835474647697
1050,-0.0023722092310585197
1051,-0.0038027207056678947
1052,-0.006902162233988207
1053,-0.008571092287699145
1054,-0.007855836550394457
1055,-0.006425325075785082
1056,-0.00618690649668352
1057,-0.006663743654886645
1058,-0.005710069338480395
1059,-0.003564302126566332
1060,-0.002610627810160082
1061,-0.0033258835474647697
1062,-0.00523323218027727
1063,-0.007617417971292895
1064,-0.010240022341410082
1065,-0.011432115236917895
1066,-0.011432115236917895
1067,-0.010478440920511645
1068,-0.01000160376230852
1069,-0.01000160376230852
1070,-0.008809510866800707
1071,-0.006663743654886645
1072,-0.005710069338480395
1073,-0.005948487917581957
1074,-0.004756395022074145
1075,-0.0028490463892616447
1076,-0.0018953720728553947
1077,-0.0033258835474647697
1078,-0.005710069338480395
1079,-0.007855836550394457
1080,-0.00809425512949602
1081,-0.006425325075785082
1082,-0.004041139284769457
1083,-0.0028490463892616447
1084,-0.004041139284769457
1085,-0.006425325075785082
1086,-0.008332673708597582
1087,-0.007855836550394457
1088,-0.00523323218027727
1089,-0.002133790651956957
1090,-0.0011801163355507072
1091,-0.0028490463892616447
1092,-0.006425325075785082
1093,-0.00904792944590227
1094,-0.007617417971292895
1095,-0.0033258835474647697
1096,-0.00046486059824601966
1097,-0.0014185349146522697
1098,-0.0038027207056678947
1099,-0.004994813601175707
1100,-0.004517976442972582
1101,-0.0038027207056678947
1102,-0.003087464968363207
1103,-0.003087464968363207
1104,-0.0033258835474647697
1105,-0.003564302126566332
1106,-0.0038027207056678947
1107,-0.004041139284769457
1108,-0.0038027207056678947
1109,-0.0023722092310585197
1110,0.00025039513905866784
1111,0.0023961623509727303
1112,0.0016809066136680428
1113,-0.0016569534937538322
1114,-0.004517976442972582
1115,-0.00618690649668352
1116,-0.006663743654886645
1117,-0.005471650759378832
