,MYG012_UD 100.0(Hz) unit:(gal)
540,0.008750228794760062
541,0.029038899180051203
542,0.027136836331429492
543,0.016992501138787475
544,0.028404878230510633
545,0.029038899180051203
546,0.013822396391084624
547,0.016992501138787475
548,0.028404878230510633
549,0.017626522088328045
550,-0.0051982320951182714
551,-0.0007600854483413855
552,0.0226986896846455
553,0.02333271063418607
554,0.012554354492003483
555,0.02143064778556436
556,0.04045127627177436
557,0.03411106677636866
558,0.010652291643381773
559,0.02016260588648322
560,0.04298736006992954
561,0.02460075253326721
562,-0.006466273994199412
563,0.012554354492003483
564,0.04488942291855125
565,0.02333271063418607
566,-0.002662148296963096
567,0.016992501138787475
568,0.029038899180051203
569,0.008750228794760062
570,-0.002028127347422526
571,0.008750228794760062
572,0.02206466873510493
573,0.03411106677636866
574,0.03347704582682809
575,0.02143064778556436
576,0.02016260588648322
577,0.0226986896846455
578,0.02079662683602379
579,0.027136836331429492
580,0.0226986896846455
581,0.011286312592922343
582,0.029038899180051203
583,0.04932756956533524
584,0.025234773482807782
585,-0.0051982320951182714
586,0.009384249744300632
587,0.02143064778556436
588,-0.0007600854483413855
589,0.0011419774002803251
590,0.0353791086754498
591,0.042353339120388966
592,0.02079662683602379
593,0.010018270693841203
594,0.016992501138787475
595,0.02206466873510493
596,0.01952858493694265
597,0.015724459239706334
598,0.01952858493694265
599,0.029672920129591773
600,0.0226986896846455
601,0.011286312592922343
602,0.025234773482807782
603,0.028404878230510633
604,0.008116207845219492
605,0.016358480189246905
606,0.03601312962499037
607,0.008750228794760062
608,-0.011538441590523973
609,0.02143064778556436
610,0.03220900392774695
611,0.007482186895678922
612,0.02016260588648322
613,0.05249767431303809
614,0.03664715057453094
615,0.004946103097523746
616,0.010018270693841203
617,0.017626522088328045
618,0.0068481659461383515
619,0.016358480189246905
620,0.03601312962499037
621,0.03601312962499037
622,0.029672920129591773
623,0.02143064778556436
624,0.010018270693841203
625,0.014456417340625194
626,0.0226986896846455
627,0.007482186895678922
628,0.0005079564507397549
629,0.02016260588648322
630,0.02396673158372664
631,0.011920333542462913
632,0.02206466873510493
633,0.03728117152407151
634,0.027770857280970063
635,0.015724459239706334
636,0.01826054303786151
637,0.01889456398740208
638,0.02143064778556436
639,0.030306941079125238
640,0.026502815381888922
641,0.016992501138787475
642,0.02079662683602379
643,0.02016260588648322
644,0.012554354492003483
645,0.02143064778556436
646,0.02143064778556436
647,0.0011419774002803251
648,0.009384249744300632
649,0.03284302487728752
650,0.02079662683602379
651,0.009384249744300632
652,0.029038899180051203
653,0.030940962028665808
654,0.006214144996604887
655,0.010652291643381773
656,0.03601312962499037
657,0.029038899180051203
658,0.010652291643381773
659,0.017626522088328045
660,0.027770857280970063
661,0.025234773482807782
662,0.01952858493694265
663,0.013822396391084624
664,0.015090438290165764
665,0.02079662683602379
666,0.01889456398740208
667,0.0226986896846455
668,0.030940962028665808
669,0.01826054303786151
670,0.006214144996604887
671,0.027136836331429492
672,0.03664715057453094
673,0.011920333542462913
674,0.008116207845219492
675,0.03474508772590923
676,0.026502815381888922
677,-0.0013941063978819557
678,0.016992501138787475
679,0.03474508772590923
680,0.010018270693841203
681,0.0030440402489020357
682,0.027770857280970063
683,0.03284302487728752
684,0.02396673158372664
685,0.02333271063418607
686,0.01826054303786151
687,0.012554354492003483
688,0.008750228794760062
689,0.0024100192993614655
690,0.014456417340625194
691,0.03918323437269322
692,0.03791519247361208
693,0.014456417340625194
694,0.010652291643381773
695,0.02143064778556436
696,0.0226986896846455
697,0.025868794432348352
698,0.03474508772590923
699,0.0226986896846455
700,0.0030440402489020357
701,0.010018270693841203
702,0.02333271063418607
703,0.014456417340625194
704,0.008750228794760062
705,0.02206466873510493
706,0.03284302487728752
707,0.026502815381888922
708,0.015724459239706334
709,0.02143064778556436
710,0.0353791086754498
711,0.02143064778556436
712,-0.0013941063978819557
713,0.010018270693841203
714,0.030306941079125238
715,0.016992501138787475
716,0.0024100192993614655
717,0.02206466873510493
718,0.03347704582682809
719,0.02206466873510493
720,0.030306941079125238
721,0.03728117152407151
722,0.013188375441544054
723,-0.0007600854483413855
724,0.016992501138787475
725,0.029038899180051203
726,0.01889456398740208
727,0.011286312592922343
728,0.016358480189246905
729,0.02333271063418607
730,0.017626522088328045
731,0.0068481659461383515
732,0.0226986896846455
733,0.04488942291855125
734,0.02460075253326721
735,0.0011419774002803251
736,0.02206466873510493
737,0.03220900392774695
738,0.009384249744300632
739,0.014456417340625194
740,0.04108529722131493
741,0.03347704582682809
742,0.014456417340625194
743,0.013188375441544054
744,0.009384249744300632
745,0.0055801240470643165
746,0.01889456398740208
747,0.028404878230510633
748,0.0226986896846455
749,0.02396673158372664
750,0.02333271063418607
751,0.016992501138787475
752,0.02333271063418607
753,0.01889456398740208
754,0.0030440402489020357
755,0.017626522088328045
756,0.029672920129591773
757,0.0024100192993614655
758,-0.006466273994199412
759,0.029672920129591773
760,0.04362138101947011
761,0.02460075253326721
762,0.029038899180051203
763,0.042353339120388966
764,0.02206466873510493
765,0.0030440402489020357
766,0.013188375441544054
767,0.02143064778556436
768,0.016992501138787475
769,0.011920333542462913
770,0.015090438290165764
771,0.027136836331429492
772,0.027136836331429492
773,0.011286312592922343
774,0.02333271063418607
775,0.04996159051487581
776,0.027136836331429492
777,-0.0051982320951182714
778,0.013188375441544054
779,0.026502815381888922
780,0.004946103097523746
781,0.012554354492003483
782,0.03664715057453094
783,0.017626522088328045
784,0.0024100192993614655
785,0.029038899180051203
786,0.03284302487728752
787,0.013822396391084624
788,0.01952858493694265
789,0.030940962028665808
790,0.02143064778556436
791,0.015724459239706334
792,0.02206466873510493
793,0.02079662683602379
794,0.013188375441544054
795,0.015724459239706334
796,0.025234773482807782
797,0.030306941079125238
798,0.026502815381888922
799,0.016358480189246905
800,0.014456417340625194
801,0.01952858493694265
802,0.010652291643381773
803,0.006214144996604887
804,0.027136836331429492
805,0.04045127627177436
806,0.02396673158372664
807,0.013822396391084624
808,0.02079662683602379
809,0.017626522088328045
810,0.010018270693841203
811,0.013822396391084624
812,0.015090438290165764
813,0.01952858493694265
814,0.03474508772590923
815,0.03284302487728752
816,0.013822396391084624
817,0.013188375441544054
818,0.016358480189246905
819,0.0055801240470643165
820,0.013822396391084624
821,0.03347704582682809
822,0.025234773482807782
823,0.016992501138787475
824,0.027770857280970063
825,0.0226986896846455
826,0.014456417340625194
827,0.0226986896846455
828,0.015090438290165764
829,0.0011419774002803251
830,0.02206466873510493
831,0.04615746481763239
832,0.030306941079125238
833,0.016992501138787475
834,0.026502815381888922
835,0.016992501138787475
836,-0.0007600854483413855
837,0.011286312592922343
838,0.02396673158372664
839,0.015724459239706334
840,0.004946103097523746
841,0.004946103097523746
842,0.027136836331429492
843,0.05249767431303809
844,0.03981725532223379
845,0.011286312592922343
846,0.013822396391084624
847,0.025234773482807782
848,0.02079662683602379
849,0.016992501138787475
850,0.01889456398740208
851,0.02143064778556436
852,0.02460075253326721
853,0.02016260588648322
854,0.0068481659461383515
855,0.0030440402489020357
856,0.01952858493694265
857,0.03157498297820638
858,0.026502815381888922
859,0.026502815381888922
860,0.02143064778556436
861,0.0030440402489020357
862,0.0024100192993614655
863,0.011920333542462913
864,0.008750228794760062
865,0.008116207845219492
866,0.013188375441544054
867,0.0055801240470643165
868,0.0055801240470643165
869,0.030306941079125238
870,0.03284302487728752
871,0.008116207845219492
872,0.011286312592922343
873,0.03411106677636866
874,0.029038899180051203
875,0.010652291643381773
876,0.010652291643381773
877,0.0055801240470643165
878,-0.010270399691442833
879,0.008750228794760062
880,0.03854921342315265
881,0.0353791086754498
882,0.03854921342315265
883,0.054399737161652695
884,0.04362138101947011
885,0.025868794432348352
886,0.015724459239706334
887,0.011286312592922343
888,0.029672920129591773
889,0.03284302487728752
890,-0.0007600854483413855
891,-0.0039301901960442365
892,0.01889456398740208
893,0.004312082147983176
894,-0.015976588237307965
895,0.012554354492003483
896,0.03347704582682809
897,0.0017759983498208953
898,-0.01787865108592257
899,-0.013440504439145684
900,-0.03499721672351086
901,-0.04704361476477459
902,-0.01851267203546314
903,0.009384249744300632
904,0.03220900392774695
905,0.059471904757977256
906,0.06581211425337585
907,0.05249767431303809
908,0.04996159051487581
909,0.058837883808436686
910,0.0753224284964844
911,0.11906987401475533
912,0.1514049424413031
913,0.13365235585418134
914,0.11653379021659305
915,0.10575543407441046
916,0.06264200950568011
917,0.03918323437269322
918,0.07088428184970041
919,0.10512141312486989
920,0.09814718267993072
921,0.056935820959814976
922,0.015090438290165764
923,-0.014708546338226824
924,-0.04640959381523402
925,-0.07303847369592376
926,-0.07367249464546433
927,-0.052749803310632615
928,-0.024852881530868842
929,-0.0051982320951182714
930,-0.004564211145584807
931,-0.02041473488408485
932,-0.04767763571431516
933,-0.056553929007876036
934,-0.011538441590523973
935,0.03411106677636866
936,0.011286312592922343
937,-0.012172462540064544
938,0.03347704582682809
939,0.0734203656478627
940,0.06137396760659897
941,0.058837883808436686
942,0.0943430569826873
943,0.10575543407441046
944,0.03601312962499037
945,-0.040069384319828316
946,0.0030440402489020357
947,0.09307501508360616
948,0.06391005140476125
949,0.004946103097523746
950,0.09370903603314673
951,0.21290497454670287
952,0.17169361282658713
953,0.04045127627177436
954,-0.053383824260173185
955,-0.12185808681051213
956,-0.14912098764074244
957,-0.0679663060995992
958,0.03347704582682809
959,0.016992501138787475
960,-0.055285887108794896
961,-0.06289413850328174
962,-0.040069384319828316
963,-0.06099207565466003
964,-0.0825487879390252
965,-0.03055907007672687
966,0.08546676368912642
967,0.15901319383578283
968,0.059471904757977256
969,-0.16623955327833073
970,-0.28353342894325806
971,-0.20745091499843937
972,-0.07937868319132235
973,0.06391005140476125
974,0.18374001086785086
975,0.07025026090015984
976,-0.154193155237067
977,-0.11995602396189753
978,-0.017244630136382
979,-0.20428081025073652
980,-0.3602499638376244
981,-0.16623955327833073
982,0.02016260588648322
983,-0.03880134242075428
984,-0.029291028177645728
985,0.18437403181739143
986,0.3181524521703736
987,0.2357297287301492
988,0.16028123573486397
989,0.2623586086108318
990,0.3657040233858808
991,0.3327349340097925
992,0.36316793958772564
993,0.4772917105049572
994,0.35492566724369823
995,0.03601312962499037
996,-0.10664158402155266
997,-0.09015703933350494
998,-0.09079106028304551
999,0.02143064778556436
1000,0.16028123573486397
1001,-0.01851267203546314
1002,-0.3374252096541781
1003,-0.3925850322641722
1004,-0.30065199458084635
1005,-0.29050765938820433
1006,-0.26261073760843345
1007,-0.1370745895994787
1008,-0.057187949957416606
1009,-0.14848696669120187
1010,-0.29050765938820433
1011,-0.20998699879660165
1012,0.10004924552854533
1013,0.35619370914277937
1014,0.5204051350736876
1015,0.6903227495504538
1016,0.6288227174450611
1017,0.298497802734623
1018,0.16915752902842485
1019,0.33336895495933305
1020,0.3834566099730097
1021,0.28074521614750125
1022,0.2331936449319869
1023,0.1133636854688902
1024,-0.16370346948016845
1025,-0.30445612027808977
1026,-0.1776519303700539
1027,-0.07303847369592376
1028,-0.1687756370764859
1029,-0.3063581831267044
1030,-0.3653221314339419
1031,-0.3963891579614156
1032,-0.445208771076004
1033,-0.4762757976034777
1034,-0.4154097864476185
1035,-0.24295608817269
1036,-0.08508487173718748
1037,-0.057187949957416606
1038,-0.026754944379490553
1039,0.1533070052899248
1040,0.3181524521703736
1041,0.3346369968584142
1042,0.3346369968584142
1043,0.33336895495933305
1044,0.25094623151910866
1045,0.23065756113382463
1046,0.35492566724369823
1047,0.3993071337115168
1048,0.2312915820833652
1049,-0.0013941063978819557
1050,-0.149755008590283
1051,-0.17891997226912792
1052,-0.17891997226912792
1053,-0.24295608817269
1054,-0.24549217197085227
1055,-0.09015703933350494
1056,0.014456417340625194
1057,-0.07240445274638319
1058,-0.17574986752143218
1059,-0.15102305048936415
1060,-0.10030137452614696
1061,-0.10664158402155266
1062,-0.07303847369592376
1063,0.059471904757977256
1064,0.16471938238164796
1065,0.14379669104682336
1066,0.10195130837716704
1067,0.19071424131279713
1068,0.35048752059692134
1069,0.39169888231703
1070,0.3048380122300287
1071,0.2312915820833652
1072,0.18310598991831029
1073,0.11399770641843077
1074,0.10321935027624818
1075,0.10638945502395103
1076,-0.14024469434718156
1077,-0.5308015992639312
1078,-0.5586985210437021
1079,-0.238517941525906
1080,-0.06860032704913976
1081,-0.07874466224178178
1082,0.04362138101947011
1083,0.25982252481267665
1084,0.30420399128048814
1085,0.09053893128544388
1086,-0.14404882004441788
1087,-0.0679663060995992
1088,0.2205132259411826
1089,0.3580957719914011
1090,0.39233290326657055
1091,0.4544669563215109
1092,0.2946936770373867
1093,-0.07303847369592376
1094,-0.24295608817269
1095,-0.13897665244810042
1096,0.04552344386809182
1097,0.20085857650543915
1098,0.1659874242807291
1099,-0.0679663060995992
1100,-0.2004766845535002
1101,-0.1668735742278713
1102,-0.1713117208746482
1103,-0.19350245410855393
1104,-0.1649715113792496
1105,-0.15546119713614814
1106,-0.15292511333798586
1107,-0.15355913428752643
1108,-0.14468284099395845
1109,0.017626522088328045
1110,0.288353467541981
1111,0.4272040554912806
1112,0.40057517561059086
1113,0.28898748849152156
1114,0.1723276337761277
1115,0.19198228321187116
1116,0.28328129994566353
1117,0.2395338544273855
1118,0.11272966451934963
1119,-0.03246113292534858
1120,-0.3019200364799275
1121,-0.5333376830620935
1122,-0.474373734754856
1123,-0.32791489541107666
1124,-0.2848014708423392
1125,-0.11868798206281639
1126,0.13935854440003936
1127,0.1615492776339451
1128,0.07785851229463958
1129,0.12223997876245818
1130,0.02460075253326721
1131,-0.263244758557974
1132,-0.28163136609464345
1133,-0.07684259939316007
1134,-0.10093539547568753
1135,-0.08318280888856577
1136,0.4398844744820849
1137,0.9756321768435399
1138,0.838683651742862
1139,0.33336895495933305
1140,0.0753224284964844
1141,-0.06733228515005862
1142,-0.43950258253014596
1143,-0.7355903659654075
1144,-0.5288995364153095
1145,-0.18716224461315534
1146,-0.3184045811679681
1147,-0.6018119456124325
1148,-0.44774485487416626
1149,-0.1922344122094728
1150,-0.1586313018838439
1151,0.07215232374878155
1152,0.5172350303259847
1153,0.7423124674127521
1154,0.7670392844448202
1155,0.623116528899196
1156,0.20085857650543915
1157,-0.1313684010536207
1158,-0.15102305048936415
1159,-0.18209007701683078
1160,-0.23344577392958854
1161,0.02333271063418607
1162,0.47919377335357893
1163,0.7011011056926435
1164,0.6573536601743655
1165,0.6586217020734466
1166,0.5356216378626542
1167,-0.06860032704913976
1168,-0.7508068687543741
1169,-0.9549616145063098
1170,-0.7850440000295436
1171,-0.488956216594282
1172,-0.2448581510213117
1173,-0.25183238146625087
1174,-0.346301502947739
1175,-0.29811591078268407
1176,-0.2366158786772914
1177,-0.12376014965913384
1178,0.23446168683106805
1179,0.5711268110369048
1180,0.6205804451010337
1181,0.5907814604726482
1182,0.48299789905081525
1183,0.10385337122578875
1184,-0.238517941525906
1185,-0.24549217197085227
1186,-0.17194574182418876
1187,-0.13200242200316126
1188,0.1342863768037148
1189,0.5768329995827628
1190,0.7816217662842462
1191,0.6319928221927569
1192,0.4842659409498964
1193,0.514064925578289
1194,0.3498534996473808
1195,-0.11932200301235696
1196,-0.3602499638376244
1197,-0.2569045490625754
1198,-0.3336210839569347
1199,-0.6525336215756496
1200,-0.8256213408001187
1201,-0.8224512360524159
1202,-0.7527089316029958
1203,-0.44584279202554455
1204,0.08546676368912642
1205,0.4373483906839226
1206,0.5146989465278295
1207,0.5584463920461005
1208,0.44685870492702406
1209,0.1723276337761277
1210,0.2059307441017566
1211,0.4519308725233486
1212,0.27694109045025783
1213,-0.19096637031039165
1214,-0.37039429903026644
