,NIG019_EW 100.0(Hz) unit:(gal)
4377,55.53183556400414
4378,56.36606217228051
4379,52.11839676700707
4380,46.130275734292226
4381,44.881916054116445
4382,48.211193092690664
4383,50.593233116494375
4384,46.052074440346914
4385,35.0793361743557
4386,27.541732796059804
4387,29.764747627602773
4388,34.72623825870629
4389,31.356430061684804
4390,19.340610512124258
4391,8.643484123574451
4392,6.853199013100818
4393,10.384655006753162
4394,10.83598137699242
4395,6.393051155434803
4396,1.3876915057765995
4397,-0.8367538372409786
4398,1.242971428261951
4399,4.440164574013904
4400,4.491662987099842
4401,4.0045738299953495
4402,6.066656120644764
4403,6.248331077920154
4404,3.1069278796779667
4405,-0.2693176189792599
4406,-3.178262702597424
4407,-5.504989616049572
4408,-6.272697440756604
4409,-6.580734244955822
4410,-7.310771934164807
4411,-7.155799857748791
4412,-5.183839789999768
4413,-2.9326915661228146
4414,-0.9035110393894161
4415,0.3665447314846073
4416,-0.10123252071265831
4417,0.18367768131370887
4418,1.1151790698635136
4419,-1.3290882030857052
4420,-5.112314216269299
4421,-5.52287100948219
4422,-4.657411567343518
4423,-6.297731391562268
4424,-9.492301932944104
4425,-9.274864188803479
4426,-3.4657955089939083
4427,2.1005630572902714
4428,1.6652107318508182
4429,-1.404428474081799
4430,-1.3808250347507443
4431,3.775930412636951
4432,10.97331047855492
4433,12.036657341347889
4434,8.592224129067615
4435,8.269882210122303
4436,10.222053535805896
4437,9.854650505410389
4438,8.219337471352771
4439,8.897638328896717
4440,12.672758110390857
4441,16.613101967202383
4442,17.29927063785668
4443,15.85779190860863
4444,15.797472008095935
4445,19.966220863686758
4446,27.73628235660668
4447,36.18512154422875
4448,42.634105690346914
4449,45.39642334781762
4450,47.73006440006371
4451,53.280448921548086
4452,59.727048881875234
4453,63.860988624917226
4454,65.59929848514672
4455,68.19448471866723
4456,74.74265099369164
4457,83.91842842899437
4458,93.15929413639184
4459,103.83114815555687
4460,113.67354393802758
4461,104.78243828617211
4462,72.69749642215844
4463,30.990457542763906
4464,-7.686519614828869
4465,-39.61768149532203
4466,-66.73636435665016
4467,-89.42475318111305
4468,-106.2029838482273
4469,-112.37993239559059
4470,-108.45317839778785
4471,-101.58028601802711
4472,-96.90346717037086
4473,-95.18852233089332
4474,-97.71409033931617
4475,-106.11357688106422
4476,-117.5846099773777
4477,-128.74617575801736
4478,-138.87610434688455
4479,-148.20208548702126
4480,-151.64675711788064
4481,-141.20950698055154
4482,-116.19510649837379
4483,-84.59177016414527
4484,-56.64291381038551
4485,-37.08758353389625
4486,-27.805232993735117
4487,-27.397775642050547
4488,-28.671884528769297
4489,-23.6672401348484
4490,-12.204313270224377
4491,1.2842178424465214
4492,13.076162346230701
4493,20.835971840249258
4494,25.118923195229726
4495,27.60801316105004
4496,28.32255364261742
4497,28.031444557534414
4498,28.20310593448754
4499,29.020881660805898
4500,30.459260948525625
4501,34.65423584781762
4502,43.87459755741234
4503,56.43401146732445
4504,69.05159951053734
4505,79.18224335514184
4506,81.0385704120266
4507,70.96323967777367
4508,55.05142212711449
4509,39.82148171268578
4510,25.611972816811758
4511,13.461685188637928
4512,6.056404121743396
4513,2.342796333657459
4514,-0.9299755016696896
4515,-3.867053977621838
4516,-4.438781730307385
4517,-3.4319400707614864
4518,-2.788686744345471
4519,-1.7203330913913693
4520,0.9926319202053104
4521,2.472972877846912
4522,-0.8434295574558224
4523,-7.083559028281018
4524,-13.241434089316174
4525,-19.73524092830543
4526,-26.25980376399879
4527,-29.06742095149879
4528,-26.953363410605235
4529,-23.10910224117164
4530,-21.18935584224586
4531,-21.941089622153086
4532,-22.87688254512672
4533,-22.610330573691172
4534,-22.823953620566172
4535,-25.053405753744883
4536,-27.501010886801524
4537,-26.762390128744883
4538,-22.488498679770274
4539,-17.61426924861793
4540,-12.955093375815197
4541,-6.191873542441174
4542,3.3081531604396854
4543,13.255214699135974
4544,20.92657090030785
4545,25.360202797280508
4546,27.047014244424062
4547,27.24657059513207
4548,26.738023765908437
4549,25.445556648598867
4550,22.825574882851797
4551,18.60723496280785
4552,12.446975715981678
4553,4.217243202553943
4554,-4.5632362285984005
4555,-11.552476874960705
4556,-16.267919532431407
4557,-19.52757834590797
4558,-21.78444861568336
4559,-23.468160621298594
4560,-25.426053992880625
4561,-25.971555701865
4562,-24.575853339804453
4563,-23.633384696615977
4564,-20.357513419760508
4565,-12.463474265707776
4566,-2.7483940044773068
4567,7.203197487221912
4568,14.710998543130115
4569,16.718482979165273
4570,16.632175453530508
4571,20.68672180973168
4572,29.964542396889883
4573,40.21654129825707
4574,45.58715821109887
4575,45.03831864200707
4576,44.94724274479027
4577,49.03302193485375
4578,54.77032662235375
4579,58.69135857425805
4580,61.50135994754906
4581,63.61875534855004
4582,63.657855995522695
4583,62.763547905312734
4584,62.913274772988515
4585,61.913585670815664
4586,58.486795433388906
4587,53.54819298587914
4588,45.44911385379906
4589,33.976411827431875
4590,24.445629127846914
4591,18.99323464237328
4592,14.462804802285389
4593,8.749103554116443
4594,1.5610218127834354
4595,-4.900121680868908
4596,-8.124017707480236
4597,-9.155654899252697
4598,-11.718177787436291
4599,-16.227626792563242
4600,-20.717525474203867
4601,-24.30500983394508
4602,-27.39491461910133
4603,-29.933834067953867
4604,-31.396532050741953
4605,-30.800008765829844
4606,-28.91936301387672
4607,-27.213001243246836
4608,-25.58078765071754
4609,-23.86894225276832
4610,-22.598409644736094
4611,-22.29871749080543
4612,-23.28743933833961
4613,-24.650716773642344
4614,-22.076988212240977
4615,-14.216089240683361
4616,-7.041597358359143
4617,-4.371070853842541
4618,-2.865457526816174
4619,1.0052681048976932
4620,5.931711204873279
4621,9.368753441201404
4622,11.53192520938988
4623,15.093660362588123
4624,20.59087754093285
4625,25.194978721963125
4626,27.114963539468008
4627,27.184820183144765
4628,26.301479347573476
4629,24.108505256997304
4630,18.441534050332265
4631,7.919406898843006
4632,-3.669166556967541
4633,-11.349344245566174
4634,-14.96520041622047
4635,-17.840766898764414
4636,-20.810031882895274
4637,-22.97749518550758
4638,-25.079631797446055
4639,-28.036975852621836
4640,-31.37602805293922
4641,-34.779691688193125
4642,-37.09974288143043
4643,-37.57872580684547
4644,-37.57753371394996
4645,-38.921022407187266
4646,-41.66927336849098
4647,-45.80440520442848
4648,-50.203227988852305
4649,-52.66633032955055
4650,-53.6355018535984
4651,-54.27517890132789
4652,-52.34589575923805
4653,-46.26073836482887
4654,-38.20648192561988
4655,-31.55031203426246
4656,-27.71725653804664
4657,-24.5064735332859
4658,-18.72506140865211
4659,-10.83602904476051
4660,-3.6167144695651974
4661,2.460336693154529
4662,9.29031372867699
4663,18.26963425480004
4664,28.504467018471914
4665,37.50166893802758
4666,44.0667629321682
4667,48.144435890542226
4668,48.896408089028554
4669,45.50681114994164
4670,40.415620811806875
4671,37.7188682635891
4672,38.24195862613793
4673,38.537120827065664
4674,35.66155434452172
4675,31.22005463443871
4676,27.163600929604726
4677,22.78933525882836
4678,17.463302620278554
4679,10.997390755044178
4680,2.9047489245998417
4681,-6.290340415610119
4682,-14.80021475948219
4683,-20.220899573935313
4684,-21.69003485835914
4685,-21.45805358089332
4686,-22.70450591243629
4687,-26.19900702632789
4688,-30.067825309408946
4689,-30.58900832332496
4690,-27.750158301962657
4691,-25.636816016806407
4692,-23.987436286581797
4693,-20.271682731283946
4694,-15.90337752498512
4695,-12.308979026449963
4696,-9.745264045370861
4697,-8.632087699545666
4698,-7.09452628291969
4699,-4.271411887778088
4700,-1.3603210369480099
4701,2.29868889652367
4702,5.974388130532459
4703,6.960725792275623
4704,5.997276314126209
4705,7.130241402016834
4706,10.343408592568592
4707,12.879467018471912
4708,12.92643547855492
4709,13.79022599063988
4710,18.5233116229641
4711,23.280000694619375
4712,23.647403725014883
4713,20.210361488686758
4714,15.888547905312732
4715,12.549734123574451
4716,10.542488106118396
4717,8.661365517007068
4718,6.356573112832264
4719,3.1603336413967167
4720,-0.2705097118747677
4721,-2.4227142254245724
4722,-3.9648055950534786
4723,-5.4329872051609005
4724,-6.251001350058361
4725,-7.183694831503674
4726,-8.965158454550549
4727,-10.154628745688244
4728,-8.792066566122815
4729,-5.799913398398205
4730,-5.149507514609143
4731,-7.834815971030041
4732,-9.36355590022926
4733,-7.1381568828952755
4734,-5.6237220684421505
4735,-7.400655738486096
4736,-10.389709464682385
4737,-13.47270011104469
4738,-16.41168593562965
4739,-19.10963057674293
4740,-20.513916007651133
4741,-18.555307380331797
4742,-13.265037528647229
4743,-6.51469229854469
4744,-0.18563269771461144
4745,5.498027809487537
4746,10.79640389286156
4747,14.767742164956287
4748,16.60332680545922
4749,16.50748253666039
4750,15.730714805947498
4751,16.020393379555898
4752,17.103052147256093
4753,17.36817360721703
4754,16.9514179309475
4755,17.716503151284414
4756,20.867681511269765
4757,26.419019707070547
4758,32.44934082828637
4759,36.96236611209984
4760,38.273429878579336
4761,35.83726883731957
4762,32.052373894082265
4763,29.89706993900414
4764,28.652763374673086
4765,26.496267326699453
4766,23.471212395058828
4767,20.08233071170922
4768,16.959524162636953
4769,14.674758919106678
4770,12.17422486148949
4771,7.687187202798084
4772,3.4857750018703495
4773,2.2803306659328495
4774,3.3627510150539432
4775,4.192209251748279
4776,3.599500664101795
4777,1.4844894488918339
4778,-1.1538505474460568
4779,-3.347778312338635
4780,-5.687379829062268
4781,-9.024047843588635
4782,-13.577127448691174
4783,-17.045640937460703
4784,-16.361856452597422
4785,-12.831354133261486
4786,-10.064744941366955
4787,-10.479831687582776
4788,-12.703561774863049
4789,-12.512111655844494
4790,-9.379053107870861
4791,-7.784509650839611
4792,-8.70599745906715
4793,-7.9888343731296505
4794,-4.049921027792736
4795,1.0639190753566776
4796,3.8040638049709354
4797,3.090953834878162
4798,0.9644985278713261
4799,-0.6102561870944943
4800,-0.8810996929538693
4801,-0.09598731197242394
4802,2.5762081225978886
4803,6.272411354409412
4804,7.664775856362537
4805,7.538175590859607
4806,10.039901741372303
4807,15.215730675088123
4808,19.994354256020742
4809,21.550989158974843
4810,18.84064675174828
4811,15.203809746133045
4812,15.328502663003162
4813,17.078971870766836
4814,18.323516853676992
4815,21.411991127358633
4816,24.78537560306664
4817,25.486564644204336
4818,25.692796715127187
4819,25.531148918496328
4820,21.39959336124535
4821,15.030241020547107
4822,10.212993629800037
4823,7.207965858803943
4824,5.566215523110584
4825,2.724742897378162
4826,-3.417396537436291
4827,-11.154794685019299
4828,-17.82050131954078
4829,-22.158050529135508
4830,-25.10943411983375
4831,-28.123760215414805
4832,-31.59155844844703
4833,-34.38320159114723
4834,-34.761333457602305
4835,-33.69989394344215
4836,-33.52870940364723
4837,-33.15272330440406
4838,-31.299018851889414
4839,-29.641771308554453
4840,-29.059314719809336
4841,-29.339933387411875
4842,-28.60679625667457
4843,-25.952482215536875
4844,-22.66516684688453
4845,-19.34471129573707
4846,-16.086244575156016
4847,-13.51704596675758
4848,-11.486911765707776
4849,-8.245849601401135
4850,-3.3883094707859005
4851,0.4538059314357792
4852,1.5958309253322636
4853,2.3425579150783573
4854,4.886960991250232
4855,8.14447403751488
4856,10.835504539834217
4857,12.232875831948474
4858,12.27650643192406
4859,12.198305137978748
4860,12.059307106362537
4861,10.51864624820824
4862,7.077312477456287
4863,2.5838375171291386
4864,-1.8924713055026974
4865,-5.747938148154065
4866,-8.994483939780041
4867,-11.907958976401135
4868,-14.087104789389416
4869,-15.341663352621838
4870,-15.069627753866955
4871,-11.995935432089611
4872,-8.004569999350354
4873,-6.497764579428479
4874,-5.919361106528088
4875,-2.5333404461276974
4876,1.4923572620021854
4877,1.4823436816799198
4878,-0.7494926372898068
4879,1.047945030556873
4880,6.34989739261742
4881,6.341791160927967
4882,2.50015259586449
4883,3.0733108600246464
4884,4.403686531411365
4885,6.833171852456287
4886,10.983324058877185
4887,4.004812248574451
4888,-5.334043494833752
4889,-2.017402640951916
4890,9.247875221596912
4891,16.535854347573476
4892,5.44962883792992
4893,-5.239391318930432
4894,1.761770256386951
4895,10.960197456704334
4896,11.964654930459217
4897,6.550645836220935
4898,1.2556076129543339
4899,3.1262397845851932
4900,9.643411644326404
4901,10.316467293130115
4902,0.9909629901515995
4903,-2.814674369467541
4904,5.756473549233631
4905,11.959409721718982
4906,8.978462227212146
4907,3.9902687152492557
4908,4.417991646157459
4909,10.119056709634021
4910,10.754203804360584
4911,5.076980598794178
4912,2.4109840472805057
4913,3.9540290912258182
4914,7.772302635537342
4915,14.071559913979724
4916,17.54484177433129
4917,14.863824852334217
4918,12.740945824013904
4919,15.573358543740467
4920,21.05889321170922
4921,23.041820534096914
4922,18.362617500649648
4923,14.498567589150623
4924,16.798591621743398
4925,22.015428551064687
4926,26.873445518838125
4927,29.16774750553246
4928,29.82673645816918
4929,32.372808464394765
4930,35.35256386600609
4931,33.648347862588125
4932,26.48983002506371
4933,21.625852592812734
4934,22.892808922158437
4935,22.43981362186547
4936,14.462566383706287
4937,6.115531929360584
4938,4.150962837563709
4939,6.449556358681873
4940,8.513307579384998
4941,6.378269203530506
4942,0.2902507861721073
4943,-6.112241737021252
4944,-11.512660972250744
4945,-16.571664802206797
4946,-21.883392326010508
4947,-27.292633048666758
4948,-31.900548926962657
4949,-34.38034056819801
4950,-34.5925331035984
4951,-33.77690314449195
4952,-33.44693183101539
4953,-34.30905341304664
4954,-35.72502135433082
4955,-35.531902305258555
4956,-34.09090041316871
4957,-33.94689559139137
4958,-35.348796836508555
4959,-33.8455676952732
4960,-27.16603278316383
4961,-20.844602576865
4962,-19.052171699179453
4963,-17.88272856868629
4964,-11.152172080649182
4965,-0.30579566158179894
4966,7.771110542641834
4967,9.864902504311756
4968,9.895896919594959
4969,12.32061386905785
4970,17.45042801700707
4971,20.53437233768578
4972,17.321920402871328
4973,11.266088493691639
4974,8.965587623940662
4975,10.007715233193592
4976,10.68482399784203
4977,9.48557854496117
4978,8.019065864907459
4979,8.867120750771717
4980,8.563137062417224
4981,4.469728477822498
4982,1.6103744586574589
4983,1.1614322742092167
4984,0.2902507861721073
4985,-1.0010242382419552
4986,-3.2760143200290646
4987,-7.2030067364109005
4988,-11.613750449789807
4989,-15.963697425497815
4990,-19.86017226375465
4991,-22.635602943075938
4992,-24.182462684286875
4993,-25.75960158504371
4994,-28.42488288082008
4995,-30.7930946270359
4996,-29.72211836971168
4997,-25.113248817099375
4998,-21.446609489096446
4999,-20.336055747641367
5000,-20.277404777182383
5001,-19.872093192709727
5002,-17.12431906856422
5003,-12.902402869833752
5004,-10.55231093562965
5005,-9.782218925131604
5006,-8.373641959799572
5007,-4.969739905966565
5008,-1.1633872906101193
5009,0.9745121081935917
5010,2.628898628579334
5011,4.705524452553943
5012,6.414747246133045
5013,7.789945610390857
5014,9.548759468423084
5015,10.221576698647693
5016,7.840013512002185
5017,4.254198082314685
5018,1.7453193744289432
5019,-1.177692405356213
5020,-3.9576530376804318
5021,-5.960607520712658
5022,-8.179807654990002
5023,-10.782861701620861
5024,-12.893819800986096
5025,-12.184762946738049
5026,-8.353614799155041
5027,-6.351137153281018
5028,-8.10017584957008
5029,-10.50653456844215
5030,-11.970424644125744
5031,-10.425233832968518
5032,-6.539487830771252
5033,-4.761838904990002
5034,-4.485034934653088
5035,-0.9452342907321896
5036,5.304193504677967
5037,10.158872612343982
5038,12.02473641239281
5039,12.158250816689685
5040,13.824319847451404
5041,18.837070473061758
5042,24.86929894291039
5043,29.583311088906484
5044,32.81793595157738
5045,34.28730965458031
5046,34.97920037113305
5047,36.0404014667141
5048,36.36322022281762
5049,36.40995026432152
5050,36.56849861942406
5051,34.72599984012719
5052,30.248737343178945
5053,25.8320331653225
5054,23.061370857583242
5055,21.288490303384023
5056,19.90232468448754
5057,17.80114174686547
5058,13.665294655190662
5059,7.786607750283435
5060,0.2962112506496464
5061,-7.684135429037854
5062,-14.05253409541969
5063,-16.564989081991953
5064,-14.980697623862072
5065,-12.253904334677502
5066,-12.55407332576637
5067,-13.857507697714611
5068,-13.037586204184338
5069,-11.91487311519508
5070,-12.599372855795666
5071,-13.568544379843518
5072,-12.472295753134533
5073,-8.699560157431408
5074,-3.9710044781101193
5075,-1.6633510509860958
5076,-2.1599769512546505
5077,-2.871417991293713
5078,-2.2448539654148068
5079,1.1631012042629276
5080,6.430244453774646
5081,10.279273994790271
5082,13.646936424599842
5083,18.80369187198754
5084,25.079107292519765
5085,31.611061104165273
5086,36.70988083683129
5087,39.34655190311547
5088,40.61946869693871
5089,39.64433670841332
5090,33.67314339481469
5091,25.059556969033437
5092,19.986963280068593
5093,22.600746162759023
5094,33.05611611209984
5095,47.434902199135976
5096,61.96293831668969
5097,76.01652146183129
5098,90.71741104923363
5099,99.53365326725121
5100,84.86447335086937
5101,46.40350342594262
5102,-1.5822887340915646
5103,-44.92607115901832
5104,-68.74027251399879
5105,-66.59641265071754
5106,-52.891874305380625
5107,-42.31467246211891
5108,-37.5067233959568
5109,-34.36818122066383
5110,-30.95808028377418
5111,-32.63082503475074
5112,-38.55099677242164
5113,-38.31114768184547
5114,-27.026319495810313
5115,-11.306428901327893
5116,-2.2341251293552364
5117,-5.661153785361096
5118,-14.489316932333752
5119,-16.56618117488746
5120,-9.869956962240979
5121,-2.406024924887463
5122,-2.0710468212497677
5123,-10.550880424155041
5124,-20.401144019736094
5125,-21.612548820151133
5126,-12.068653098715588
5127,0.5951881488430057
5128,7.360553749428943
5129,6.726598747597889
5130,1.2663364490139042
5131,-7.535839072836682
5132,-14.2830848614109
5133,-14.018440238608166
5134,-11.215353004111096
5135,-11.08326911128883
5136,-13.064050666464611
5137,-14.330053321493908
5138,-12.082958213461682
5139,-5.742931357992932
5140,0.8679390033351932
5141,5.318260200844959
5142,9.052610405312732
5143,13.844108589516834
5144,18.595552452431875
5145,19.730424888955312
5146,14.833068855630115
5147,6.460285194741443
5148,-1.7525195995700802
5149,-10.536813727988049
5150,-20.537042609823985
5151,-30.182981483115
5152,-36.60573958553199
5153,-36.41262053645973
5154,-28.755331031454844
5155,-18.391752235068125
5156,-12.100839606894299
5157,-11.929416648520276
5158,-15.997791282309338
5159,-20.99575995601539
5160,-24.90630149043922
5161,-27.73084639705543
5162,-30.472183219565196
5163,-30.937337867392344
5164,-26.439332954062266
5165,-20.14269827999
5166,-15.640401832236096
5167,-12.331151954306408
5168,-11.485481254233166
5169,-13.387823096884533
5170,-14.193916312826916
5171,-12.861394874228283
5172,-10.594272605551526
5173,-8.318805686606213
5174,-6.919765464438244
5175,-6.9283485332859005
5176,-8.656406394614026
5177,-10.705614081991955
5178,-11.344575873984143
5179,-11.859321586264416
5180,-12.321376792563244
5181,-12.297296516073986
5182,-12.079381934775158
5183,-11.33050917781715
5184,-12.039089194906994
5185,-13.47126959957008
5186,-11.032724372519299
5187,-6.657266608847424
5188,-4.104995719565197
5189,-2.2946834484470333
5190,-1.0851859966648068
5191,-1.4525890270603146
5192,-2.659940711630627
5193,-3.7905216137302364
5194,-5.596065513266369
5195,-7.910156242026135
5196,-8.709573737753674
5197,-8.037233344687268
5198,-7.146024696005627
5199,-4.296922675741955
5200,1.401042946206287
5201,6.786441810952381
5202,8.78510475956078
5203,7.31430054508324
5204,7.258749016152576
5205,11.687612541543201
5206,16.372776039468008
5207,17.149543770180898
5208,13.868427284585193
5209,8.564805992470935
5210,3.95426750980492
5211,0.7620811542140995
5212,-1.5620231548679318
5213,-2.333545676840588
5214,-1.0630130688083614
5215,2.2965431293117557
5216,7.226562507973865
5217,10.61329842411156
5218,10.62688828312035
5219,9.315824516640857
5220,7.81784058414574
5221,7.454013832436756
5222,8.919334419594959
5223,11.294221886025623
5224,13.735389717446521
5225,16.05114937626
5226,18.002367027627187
5227,17.374849327431875
5228,13.8846397479641
5229,13.186073311196521
5230,17.008399971352773
5231,18.599843986855703
5232,16.19944573246117
5233,13.591146477090076
5234,12.957429893838123
5235,14.708137520180896
5236,16.376590736733633
5237,16.115999229775625
5238,15.492057808266834
5239,16.246891029702383
5240,17.53458977542992
5241,18.102979668008047
5242,18.64228249393578
5243,19.092655189858633
5244,19.523477562295156
5245,20.430183418618398
5246,21.218633659707265
5247,22.16539383731957
5248,23.578023918496328
5249,23.545360573159414
5250,23.053979881631093
5251,24.241542824135976
5252,26.87749863468285
5253,29.434061058388906
5254,30.081129082070547
5255,29.79645729862328
5256,30.3488731464016
5257,30.531024940835195
5258,28.936719902383047
5259,25.074338920937734
5260,20.363903053628164
5261,17.440652855263906
5262,15.683507927285389
5263,13.244485863076404
5264,10.343647011147693
5265,7.712936409341053
5266,5.869483955727771
5267,4.357910164223865
5268,2.532815941201404
5269,0.39610863529320106
5270,-1.6857623974216427
5271,-3.1992435375583614
5272,-4.043483726156994
5273,-4.660511008871838
5274,-4.83479499019508
5275,-2.9508113781345333
5276,1.305675514565662
5277,6.204700477944568
5278,10.544157036172107
5279,14.11519051395531
5280,17.58179665409203
5281,21.1323261340725
5282,23.82121086917992
5283,25.18806458316918
5284,25.26316643558617
5285,25.43077469669457
5286,27.043914802895742
5287,28.985595711098867
5288,28.6551475604641
5289,24.96681214176293
5290,19.614553459511953
5291,15.105819710122303
5292,12.457227714883045
5293,10.285949715005115
5294,7.224655159341053
5295,3.394937523232654
5296,-0.27337073482398644
5297,-3.5244464794528927
5298,-6.163263312948986
5299,-8.606576911581799
5300,-12.372159949911877
5301,-17.391824714316172
5302,-22.763156882895274
5303,-27.653837196005625
5304,-31.533861152304453
5305,-33.995294562948985
5306,-34.36698912776832
5307,-32.75671004451637
5308,-31.43086432613258
5309,-31.433486930502696
5310,-30.697965613974375
5311,-28.09085845149879
5312,-24.47142600215797
5313,-21.157884589804453
5314,-19.261264793051524
5315,-18.303537360800547
5316,-16.951704017294688
5317,-15.329504005087658
5318,-13.989353171957776
5319,-13.35825919307594
5320,-13.9779090801609
5321,-14.776849738730236
5322,-14.834308616293713
5323,-14.636182777060315
5324,-14.315986625326916
5325,-14.08758162654762
5326,-14.36390875972633
5327,-14.535331718100354
5328,-14.371061317099377
5329,-14.67504500545387
5330,-15.49305915035133
5331,-15.247011176718518
5332,-13.78264426387672
5333,-13.207101813925549
5334,-14.4204139629734
5335,-15.229368201865002
5336,-13.815307609213635
5337,-11.521720878256604
5338,-10.197544089926526
5339,-9.076023093832776
5340,-7.1305274883640255
5341,-5.2041053692234005
5342,-3.672981254233166
5343,-3.518724433554455
5344,-4.59208487666969
5345,-4.317188254965588
5346,-1.8712520519626583
5347,0.4955291827785526
5348,1.7646312793361698
5349,2.559041984902576
5350,2.4987220843898807
5351,0.9456634601223026
5352,-1.9539832989109005
5353,-5.550289146078869
5354,-8.793258659018322
5355,-11.198425284994885
5356,-12.682819358481213
5357,-13.212108604086682
5358,-13.490819923056408
5359,-13.701105109823986
5360,-13.574028007162854
5361,-13.37518691219215
5362,-13.429784766806408
5363,-14.320278159750744
5364,-15.736484519614026
5365,-16.822004310263438
5366,-17.490291587485117
5367,-16.25480651058082
5368,-12.092733375204846
5369,-6.844663612021252
5370,-2.0717620769870724
5371,1.6695022662746464
5372,4.429197319375232
5373,6.946659096108631
5374,8.951997764931873
5375,8.915519722329334
5376,6.1141014178859745
5377,1.7412662585842167
5378,-3.137254706991955
5379,-7.167720786703869
5380,-9.946727744711682
5381,-12.004518500937268
5382,-12.3757362285984
5383,-10.147237769736096
5384,-6.115341178549572
5385,-2.2303104320896114
5386,-0.32534598506812706
5387,-1.147174827231213
5388,-4.205608359946057
5389,-7.639074317587658
5390,-9.313726417197033
5391,-9.12871359981422
5392,-7.903003684653088
5393,-6.142759315146252
5394,-4.997634879721447
5395,-3.761911384238049
5396,-2.1625995556247677
5397,-2.53071784175758
5398,-4.454278937948986
5399,-5.669260017050549
5400,-5.949878684653088
5401,-4.290485374106213
5402,-0.44550894893531456
5403,3.144359596596912
5404,5.9081077655422245
5405,9.041881569253162
5406,12.099838264809803
5407,14.557218559609607
5408,16.459321983681875
5409,17.06156731449242
5410,16.26048088871117
5411,15.63177109562035
5412,16.082859047280508
5413,17.45829583011742
5414,19.131040581093984
5415,20.539617546426015
5416,21.787738808022695
5417,23.118114479409414
5418,24.349546440468984
5419,24.620151527749258
5420,24.00407791935082
5421,23.17080498539086
5422,22.080516823159414
5423,20.646190651284414
5424,19.258117683755117
5425,18.17522049747582
5426,17.145729072915273
5427,15.797948845254139
5428,14.36219216190453
5429,13.92445565067406
5430,14.415359505044178
5431,14.022684105263904
5432,11.900758751259998
5433,9.26289559208031
5434,7.078742988930896
5435,4.923677452431873
5436,2.1925926288234745
5437,-1.2239456097019161
5438,-4.408025733603283
5439,-5.977296821249768
5440,-6.389760963095471
5441,-7.110261909140393
5442,-8.443021766318127
5443,-8.837604514731213
5444,-7.920885078085705
5445,-6.7605018535984005
5446,-5.905294410361096
5447,-6.103897086752697
5448,-6.304883948935315
5449,-4.930162421835705
5450,-3.1241416851413693
5451,-1.589679710043713
5452,0.20227433048363075
5453,1.517629631386951
5454,2.1303653796779667
5455,2.5647640308010136
5456,2.6532173236476932
5457,2.2672176440822636
5458,2.432680137978748
5459,3.7876129230129276
5460,6.01420403324242
5461,8.706188209878162
5462,11.100625999795154
5463,12.151575096474842
5464,12.425518043862537
5465,12.678480156289295
5466,12.315368660317615
5467,12.131786354409412
5468,12.980556496010974
5469,13.728713997231678
5470,14.44325447879906
5471,15.335416801797107
5472,15.57240486942406
5473,15.616273887978748
5474,15.632009514199451
5475,14.94965554081078
5476,14.522171028481678
5477,15.160179146157459
5478,15.886878975259021
5479,16.045427330361562
5480,15.475368507729724
5481,14.450407036172107
5482,14.398431785927967
5483,14.842605598794178
5484,14.857864387856678
5485,14.44611550174828
5486,13.204669960366443
5487,11.689996727334217
5488,10.34913063846703
5489,8.89215470157738
5490,7.752752312051014
5491,6.496047981606678
5492,4.053926475869373
5493,0.9582996448146854
5494,-2.2884845653903927
5495,-5.372190467490002
5496,-7.952833167685315
5497,-9.459877006186291
5498,-9.941720954550549
5499,-11.410617820395276
5500,-13.168716422690197
5501,-14.203453055990979
5502,-15.600585929526135
5503,-15.739345542563244
5504,-13.668441764487072
5505,-13.349676124228283
5506,-13.915920249594494
5507,-13.275051108969494
5508,-12.900733939780041
5509,-11.610412589682385
5510,-10.420227042807385
5511,-11.146211616171643
5512,-10.603809348715588
5513,-8.137130729330822
5514,-5.559349052084729
5515,-3.489875785483166
5516,-2.2732257763278927
5517,-1.8877029339206661
5518,-2.404355994833752
5519,-3.2040119091403927
5520,-3.2454967419040646
5521,-3.1773090282810177
5522,-4.110479346884533
5523,-6.30416869319801
5524,-9.276056281698986
5525,-11.615419379843518
5526,-13.003253928793713
5527,-13.840818397177502
5528,-13.69252204097633
5529,-12.390518180502697
5530,-9.796047202719494
5531,-6.864690772665783
5532,-4.9141883770359005
5533,-3.50728034175758
5534,-1.7007827679050411
5535,0.08902550541038856
5536,0.37965775333519325
5537,-0.18539427913550988
5538,-0.2786159435642208
5539,-0.5158424297702755
5540,-1.0987758556735958
5541,-1.2384891430271114
5542,-1.6740798870456661
5543,-2.269172660483166
5544,-2.9872894207370724
5545,-4.484081260336682
5546,-5.38554190791969
5547,-5.05747794307594
5548,-4.70962523616676
5549,-5.407953254355236
5550,-6.257200233115002
5551,-5.557203284872815
5552,-3.8558483044040646
5553,-2.366209022177502
5554,-1.0630130688083614
5555,0.6249904712307011
5556,3.0733108600246464
5557,6.012296684609607
5558,8.708333977090076
5559,10.698890694009021
5560,12.14227677188988
5561,13.341760643349842
5562,14.8764610370266
5563,16.44358635746117
5564,16.830062874184804
5565,15.818452843056873
5566,14.07251358829613
5567,12.504911430703357
5568,12.001609810219959
5569,11.781787880288318
5570,10.401821144448474
5571,8.957481392251209
5572,8.913135536538318
5573,9.687995918618396
5574,10.055637367593006
5575,9.620761879311756
5576,8.747673042641834
5577,8.090353020058826
5578,7.594680794106678
