,MYG012_EW 100.0(Hz) unit:(gal)
487,-0.29727549488004
488,-0.276986824494756
489,-0.27571878259567484
490,-0.2941053901323407
491,-0.2991775577286617
492,-0.3048837462745233
493,-0.3150280814671653
494,-0.30044559962774287
495,-0.2852290968387763
496,-0.3010796205772799
497,-0.30361570437544216
498,-0.2864971387378574
499,-0.2991775577286617
500,-0.32200231191210804
501,-0.3105899348203849
502,-0.2960074529809589
503,-0.30424972532498273
504,-0.2979095158295806
505,-0.27888888734337414
506,-0.28586311778831686
507,-0.29156930633417844
508,-0.28586311778831686
509,-0.29664147393049944
510,-0.3010796205772799
511,-0.2896672434855567
512,-0.28776518063693857
513,-0.2903012644350973
514,-0.29854353677912115
515,-0.3181981862148646
516,-0.3207342700130269
517,-0.29156930633417844
518,-0.2845950758892357
519,-0.31439406051762475
520,-0.3099559138708443
521,-0.282058992091077
522,-0.2979095158295806
523,-0.31122395576992545
524,-0.29093528538463787
525,-0.29156930633417844
526,-0.29727549488004
527,-0.28269301304061756
528,-0.28332703399015813
529,-0.2991775577286617
530,-0.30615178817360444
531,-0.3080538510222226
532,-0.3086878719717632
533,-0.29664147393049944
534,-0.2941053901323407
535,-0.30424972532498273
536,-0.2928373482332596
537,-0.28079095019199585
538,-0.2991775577286617
539,-0.30678580912314146
540,-0.2960074529809589
541,-0.3086878719717632
542,-0.3156621024167059
543,-0.287131159687398
544,-0.2814249711415364
545,-0.31122395576992545
546,-0.3055177672240639
547,-0.28269301304061756
548,-0.2953734320314183
549,-0.302347662476361
550,-0.2864971387378574
551,-0.2852290968387763
552,-0.2947394110818813
553,-0.2991775577286617
554,-0.30741983007268203
555,-0.31122395576992545
556,-0.2953734320314183
557,-0.2903012644350973
558,-0.29854353677912115
559,-0.29093528538463787
560,-0.29347136918280015
561,-0.3156621024167059
562,-0.3137600395680842
563,-0.29347136918280015
564,-0.29093528538463787
565,-0.2979095158295806
566,-0.29093528538463787
567,-0.2903012644350973
568,-0.3029816834259016
569,-0.29664147393049944
570,-0.28586311778831686
571,-0.2979095158295806
572,-0.30171364152682045
573,-0.2903012644350973
574,-0.2941053901323407
575,-0.3010796205772799
576,-0.30171364152682045
577,-0.31439406051762475
578,-0.3099559138708443
579,-0.27762084544429655
580,-0.28269301304061756
581,-0.3086878719717632
582,-0.292203327283719
583,-0.27888888734337414
584,-0.30932189292130374
585,-0.3207342700130269
586,-0.2960074529809589
587,-0.2947394110818813
588,-0.3010796205772799
589,-0.287131159687398
590,-0.29156930633417844
591,-0.3105899348203849
592,-0.3080538510222226
593,-0.29727549488004
594,-0.2998115786782023
595,-0.292203327283719
596,-0.2795229082929147
597,-0.2941053901323407
598,-0.3048837462745233
599,-0.2903012644350973
600,-0.29347136918280015
601,-0.2998115786782023
602,-0.2896672434855567
603,-0.30361570437544216
604,-0.3207342700130269
605,-0.29347136918280015
606,-0.28079095019199585
607,-0.31439406051762475
608,-0.3099559138708443
609,-0.27762084544429655
610,-0.2947394110818813
611,-0.31693014431578703
612,-0.3010796205772799
613,-0.292203327283719
614,-0.3010796205772799
615,-0.2941053901323407
616,-0.2845950758892357
617,-0.30044559962774287
618,-0.30361570437544216
619,-0.2864971387378574
620,-0.28776518063693857
621,-0.2928373482332596
622,-0.2941053901323407
623,-0.31439406051762475
624,-0.3207342700130269
625,-0.2953734320314183
626,-0.2903012644350973
627,-0.30361570437544216
628,-0.28839920158647914
629,-0.2795229082929147
630,-0.30741983007268203
631,-0.3131260186185436
632,-0.2896672434855567
633,-0.29347136918280015
634,-0.29727549488004
635,-0.27318269879751256
636,-0.28269301304061756
637,-0.3188322071644052
638,-0.3137600395680842
639,-0.2998115786782023
640,-0.30678580912314146
641,-0.2979095158295806
642,-0.28776518063693857
643,-0.29854353677912115
644,-0.2941053901323407
645,-0.28269301304061756
646,-0.3048837462745233
647,-0.3207342700130269
648,-0.29854353677912115
649,-0.2960074529809589
650,-0.31122395576992545
651,-0.2953734320314183
652,-0.27888888734337414
653,-0.29347136918280015
654,-0.2998115786782023
655,-0.2795229082929147
656,-0.28586311778831686
657,-0.3105899348203849
658,-0.30171364152682045
659,-0.29664147393049944
660,-0.30615178817360444
661,-0.29156930633417844
662,-0.28839920158647914
663,-0.30678580912314146
664,-0.3055177672240639
665,-0.30044559962774287
666,-0.30932189292130374
667,-0.30171364152682045
668,-0.2896672434855567
669,-0.30615178817360444
670,-0.3086878719717632
671,-0.28586311778831686
672,-0.29156930633417844
673,-0.31122395576992545
674,-0.2941053901323407
675,-0.27318269879751256
676,-0.292203327283719
677,-0.30932189292130374
678,-0.29347136918280015
679,-0.2896672434855567
680,-0.2979095158295806
681,-0.2890332225360197
682,-0.2890332225360197
683,-0.3048837462745233
684,-0.3048837462745233
685,-0.3055177672240639
686,-0.311857976719466
687,-0.29854353677912115
688,-0.2903012644350973
689,-0.302347662476361
690,-0.2903012644350973
691,-0.2814249711415364
692,-0.30932189292130374
693,-0.3131260186185436
694,-0.292203327283719
695,-0.30171364152682045
696,-0.30678580912314146
697,-0.28332703399015813
698,-0.28079095019199585
699,-0.302347662476361
700,-0.3055177672240639
701,-0.29664147393049944
702,-0.29854353677912115
703,-0.30171364152682045
704,-0.2979095158295806
705,-0.29727549488004
706,-0.2953734320314183
707,-0.29156930633417844
708,-0.2991775577286617
709,-0.2998115786782023
710,-0.2896672434855567
711,-0.29854353677912115
712,-0.3029816834259016
713,-0.2852290968387763
714,-0.2953734320314183
715,-0.32010024906348633
716,-0.30361570437544216
717,-0.287131159687398
718,-0.3055177672240639
719,-0.302347662476361
720,-0.2795229082929147
721,-0.2903012644350973
722,-0.311857976719466
723,-0.3048837462745233
724,-0.29664147393049944
725,-0.30044559962774287
726,-0.2928373482332596
727,-0.2890332225360197
728,-0.2998115786782023
729,-0.29664147393049944
730,-0.2941053901323407
731,-0.30424972532498273
732,-0.29664147393049944
733,-0.2903012644350973
734,-0.3048837462745233
735,-0.3048837462745233
736,-0.29347136918280015
737,-0.3029816834259016
738,-0.30171364152682045
739,-0.2763528035452154
740,-0.28396105493969515
741,-0.30678580912314146
742,-0.2960074529809589
743,-0.3010796205772799
744,-0.3264404585588885
745,-0.30615178817360444
746,-0.282058992091077
747,-0.2991775577286617
748,-0.3029816834259016
749,-0.29347136918280015
750,-0.30678580912314146
751,-0.30361570437544216
752,-0.27762084544429655
753,-0.282058992091077
754,-0.29854353677912115
755,-0.2896672434855567
756,-0.29854353677912115
757,-0.31946622811394576
758,-0.29664147393049944
759,-0.2744507406965937
760,-0.2960074529809589
761,-0.30424972532498273
762,-0.29093528538463787
763,-0.30678580912314146
764,-0.31629612336624646
765,-0.29727549488004
766,-0.30171364152682045
767,-0.3080538510222226
768,-0.287131159687398
769,-0.2852290968387763
770,-0.302347662476361
771,-0.30361570437544216
772,-0.30361570437544216
773,-0.30615178817360444
774,-0.2852290968387763
775,-0.2712806359488944
776,-0.2928373482332596
777,-0.3048837462745233
778,-0.29347136918280015
779,-0.302347662476361
780,-0.3080538510222226
781,-0.2801569292424553
782,-0.27571878259567484
783,-0.3086878719717632
784,-0.31693014431578703
785,-0.311857976719466
786,-0.3131260186185436
787,-0.292203327283719
788,-0.28079095019199585
789,-0.30171364152682045
790,-0.30424972532498273
791,-0.2947394110818813
792,-0.30741983007268203
793,-0.3086878719717632
794,-0.2814249711415364
795,-0.2744507406965937
796,-0.2960074529809589
797,-0.30424972532498273
798,-0.3055177672240639
799,-0.30932189292130374
800,-0.29347136918280015
801,-0.2852290968387763
802,-0.30044559962774287
803,-0.2979095158295806
804,-0.28332703399015813
805,-0.2928373482332596
806,-0.3080538510222226
807,-0.3086878719717632
808,-0.3099559138708443
809,-0.3055177672240639
810,-0.2814249711415364
811,-0.27762084544429655
812,-0.3029816834259016
813,-0.30361570437544216
814,-0.2947394110818813
815,-0.31122395576992545
816,-0.30741983007268203
817,-0.28586311778831686
818,-0.2947394110818813
819,-0.3055177672240639
820,-0.2903012644350973
821,-0.28776518063693857
822,-0.30044559962774287
823,-0.2947394110818813
824,-0.2947394110818813
825,-0.31249199766900304
826,-0.30615178817360444
827,-0.29093528538463787
828,-0.3048837462745233
829,-0.3055177672240639
830,-0.27888888734337414
831,-0.28332703399015813
832,-0.30044559962774287
833,-0.2896672434855567
834,-0.29664147393049944
835,-0.31629612336624646
836,-0.29727549488004
837,-0.28396105493969515
838,-0.3029816834259016
839,-0.30741983007268203
840,-0.29664147393049944
841,-0.2960074529809589
842,-0.29347136918280015
843,-0.28776518063693857
844,-0.30615178817360444
845,-0.3207342700130269
846,-0.2941053901323407
847,-0.27571878259567484
848,-0.2890332225360197
849,-0.29854353677912115
850,-0.3080538510222226
851,-0.3137600395680842
852,-0.2960074529809589
853,-0.2763528035452154
854,-0.287131159687398
855,-0.30361570437544216
856,-0.2979095158295806
857,-0.29664147393049944
858,-0.3010796205772799
859,-0.2953734320314183
860,-0.30424972532498273
861,-0.3086878719717632
862,-0.2814249711415364
863,-0.27571878259567484
864,-0.3010796205772799
865,-0.2979095158295806
866,-0.29093528538463787
867,-0.3105899348203849
868,-0.3048837462745233
869,-0.2903012644350973
870,-0.30615178817360444
871,-0.30424972532498273
872,-0.2801569292424553
873,-0.282058992091077
874,-0.29664147393049944
875,-0.29347136918280015
876,-0.2928373482332596
877,-0.3099559138708443
878,-0.3010796205772799
879,-0.2712806359488944
880,-0.27888888734337414
881,-0.292203327283719
882,-0.2814249711415364
883,-0.2947394110818813
884,-0.31122395576992545
885,-0.2941053901323407
886,-0.2896672434855567
887,-0.2979095158295806
888,-0.27381671974705313
889,-0.267476510251651
890,-0.30424972532498273
891,-0.30615178817360444
892,-0.2896672434855567
893,-0.31439406051762475
894,-0.3131260186185436
895,-0.2814249711415364
896,-0.30044559962774287
897,-0.3175641652653276
898,-0.2960074529809589
899,-0.30171364152682045
900,-0.31439406051762475
901,-0.2953734320314183
902,-0.282058992091077
903,-0.29156930633417844
904,-0.2991775577286617
905,-0.29093528538463787
906,-0.29347136918280015
907,-0.2998115786782023
908,-0.27508476164613427
909,-0.26620846835256984
910,-0.2864971387378574
911,-0.27888888734337414
912,-0.2896672434855567
913,-0.3207342700130269
914,-0.29664147393049944
915,-0.28396105493969515
916,-0.3086878719717632
917,-0.28839920158647914
918,-0.2712806359488944
919,-0.2953734320314183
920,-0.2979095158295806
921,-0.3048837462745233
922,-0.3384868566001522
923,-0.34292500324693265
924,-0.33721881470107107
925,-0.3600435688845174
926,-0.37652811357256155
927,-0.3651157364808384
928,-0.35560542223773695
929,-0.36574975743037896
930,-0.3746260507239434
931,-0.3746260507239434
932,-0.3885745116138253
933,-0.3885745116138253
934,-0.35053325464141594
935,-0.3308786052056689
936,-0.33721881470107107
937,-0.31249199766900304
938,-0.282058992091077
939,-0.27762084544429655
940,-0.2535280493617691
941,-0.21485277143981563
942,-0.20914658289395405
943,-0.21104864574257576
944,-0.20978060384349462
945,-0.2408476303709648
946,-0.272548677847972
947,-0.27381671974705313
948,-0.2712806359488944
949,-0.25543011221038725
950,-0.2313373161278598
951,-0.2516259865131474
952,-0.29347136918280015
953,-0.3099559138708443
954,-0.3334146890038312
955,-0.37843017642118326
956,-0.39618276300830857
957,-0.37906419737072383
958,-0.37526007167348396
959,-0.3651157364808384
960,-0.3055177672240639
961,-0.26303836360487054
962,-0.287131159687398
963,-0.3137600395680842
964,-0.31249199766900304
965,-0.3131260186185436
966,-0.311857976719466
967,-0.31122395576992545
968,-0.3518012965404971
969,-0.39491472110922743
970,-0.37589409262302453
971,-0.32453839571026677
972,-0.2490899027149851
973,-0.1482805717380984
974,-0.10516714716936448
975,-0.11404344046292891
976,-0.0867805396326986
977,-0.0943887910271819
978,-0.1996362686508526
979,-0.267476510251651
980,-0.24528577701774523
981,-0.24845588176544808
982,-0.25986825885717124
983,-0.20090431054993374
984,-0.19266203820590988
985,-0.2979095158295806
986,-0.36067758983405795
987,-0.32961056330659133
988,-0.29093528538463787
989,-0.2586002169580901
990,-0.2408476303709648
991,-0.2617703217057894
992,-0.2941053901323407
993,-0.3391208775496928
994,-0.3695538831276224
995,-0.2979095158295806
996,-0.16413109547660198
997,-0.0994609586235029
998,-0.10833725191706733
999,-0.16159501167844326
1000,-0.30615178817360444
1001,-0.4811415702466917
1002,-0.5280591205126655
1003,-0.46402300460910695
1004,-0.395548742058768
1005,-0.3441930451460138
1006,-0.3594095479349768
1007,-0.4805075492971511
1008,-0.611749885851971
1009,-0.6352086609849579
1010,-0.528693141462206
1011,-0.3518012965404971
1012,-0.20344039434809247
1013,-0.183785744912349
1014,-0.28079095019199585
1015,-0.37906419737072383
1016,-0.3923786373110687
1017,-0.2903012644350973
1018,-0.11340941951338834
1019,0.015930854192809818
1020,0.034951482679016266
1021,-0.014502151385119788
1022,-0.11277539856384777
1023,-0.2535280493617691
1024,-0.3308786052056689
1025,-0.26303836360487054
1026,-0.16159501167844326
1027,-0.1711053259215447
1028,-0.27064661499935383
1029,-0.42281164288899475
1030,-0.6174560743978326
1031,-0.730311803415983
1032,-0.6960746721408135
1033,-0.6478890799757622
1034,-0.6396468076317383
1035,-0.6028735925584066
1036,-0.5654663565355378
1037,-0.5768787336272609
1038,-0.5553220213428958
1039,-0.4564147532146272
1040,-0.32390437476072975
1041,-0.14384242509131795
1042,0.04889994356889815
1043,0.13322472985774425
1044,0.13829689745406526
1045,0.13259070890820368
1046,0.06918861395418574
1047,-0.005625858091555358
1048,0.020369000839590257
1049,0.08694120054131105
1050,0.0837710957936082
1051,0.040023650275337275
1052,-0.006893899990636498
1053,-0.08931662343086089
1054,-0.20787854099487646
1055,-0.3353167518524529
1056,-0.4329559780816403
1057,-0.45514671131554607
1058,-0.46085289986140765
1059,-0.5312292252603683
1060,-0.6250643257923159
1061,-0.7030489025857563
1062,-0.7702551232370141
1063,-0.7575747042462133
1064,-0.6301364933886369
1065,-0.49128590543933726
1066,-0.44500237612290405
1067,-0.47480136075128954
1068,-0.49255394733841484
1069,-0.44056422947612006
1070,-0.2928373482332596
1071,-0.07346609969235729
1072,0.10722987092659508
1073,0.16999794493107245
1074,0.12054431086693995
1075,-0.0037237952429372
1076,-0.1121413776143072
1077,-0.12291973375648979
1078,-0.10643518906844562
1079,-0.15462078123350054
1080,-0.21168266669211633
1081,-0.26494042645349225
1082,-0.3980848258569303
1083,-0.5331312881089865
1084,-0.5413735604530103
1085,-0.49128590543933726
1086,-0.43232195713209975
1087,-0.3334146890038312
1088,-0.28586311778831686
1089,-0.34799717084325366
1090,-0.4310539152330186
1091,-0.47480136075128954
1092,-0.4278838104853193
1093,-0.26620846835256984
1094,-0.13496613179775352
1095,-0.16730120022430484
1096,-0.29347136918280015
1097,-0.42471370573761646
1098,-0.5394714976043886
1099,-0.5445436652007096
1100,-0.39111059541198756
1101,-0.23197133707740036
1102,-0.178713577316028
1103,-0.1609609907289027
1104,-0.1660331583252237
1105,-0.24021360942142422
1106,-0.3511672755909565
1107,-0.4741673398017525
1108,-0.5800488383749602
1109,-0.581950901223582
1110,-0.46782713030635037
1111,-0.33468273090291234
1112,-0.27318269879751256
1113,-0.28332703399015813
1114,-0.2655744474030328
1115,-0.169203263072923
1116,-0.08424445583453988
1117,-0.06205372260063413
1118,-0.09185270722902317
1119,-0.20597647814625475
1120,-0.35306933843957466
1121,-0.40379101440279186
1122,-0.33404870995337177
1123,-0.21168266669211633
1124,-0.1267238594537332
1125,-0.16159501167844326
1126,-0.3080538510222226
1127,-0.4741673398017525
1128,-0.5844869850217442
1129,-0.5984354459116261
1130,-0.5318632462099089
1131,-0.4633889836595664
1132,-0.4418322713752012
1133,-0.46655908840726923
1134,-0.4811415702466917
1135,-0.4012549306046296
1136,-0.2516259865131474
1137,-0.09565683292626304
1138,0.0806009910459089
1139,0.19472476196314048
1140,0.12751854131188267
1141,-0.00942998378879878
1142,-0.08487847678408045
1143,-0.20661049909579532
1144,-0.40505905630186945
1145,-0.47480136075128954
1146,-0.36321367363222024
1147,-0.24338371416912352
1148,-0.21168266669211633
1149,-0.21104864574257576
1150,-0.169203263072923
1151,-0.14130634129315567
1152,-0.21104864574257576
1153,-0.30678580912314146
1154,-0.35750748508635866
1155,-0.41203328674681217
1156,-0.4443683551733635
1157,-0.38920853256336585
