,NIGH01_NS2 200.0(Hz) unit:(gal)
166,0.007669838269551699
167,0.009815605481465761
168,0.008385094006856386
169,0.004808815320332949
170,0.0012325366338095112
171,-0.0006748119990029888
172,-0.0004363934199014263
173,0.0012325366338095112
174,0.004331978162129824
175,0.006239326794942324
176,0.004331978162129824
177,-0.0004363934199014263
178,-0.003058997790018614
179,-0.0013900677363076763
180,0.002663048108418886
181,0.005524071057637636
182,0.005285652478536074
183,0.002186210950215761
184,-0.00019797484079986383
185,-0.0006748119990029888
186,-0.0004363934199014263
187,4.044373830169867e-05
188,0.0005172808965048237
189,0.0002788623174032612
190,-0.0006748119990029888
191,-0.0009132305781045513
192,-0.00019797484079986383
193,0.002186210950215761
194,0.005524071057637636
195,0.007193001111348574
196,0.007193001111348574
197,0.006716163953145449
198,0.005762489636739199
199,0.003139885266622011
200,4.044373830169867e-05
201,-0.0018669048945108013
202,-0.0011516491572061138
203,-0.00019797484079986383
204,4.044373830169867e-05
205,-0.00019797484079986383
206,0.0007556994756063862
207,0.002663048108418886
208,0.004808815320332949
209,0.007193001111348574
210,0.009338768323262636
211,0.011007698376973574
212,0.011722954114278261
213,0.011007698376973574
214,0.008385094006856386
215,0.005047233899434511
216,0.0014709552129110737
217,-0.0006748119990029888
218,-0.00019797484079986383
219,0.002186210950215761
220,0.003616722424825136
221,0.0029014666875204487
222,0.0014709552129110737
223,0.0017093737920126362
224,0.004093559583028261
225,0.007193001111348574
226,0.009815605481465761
227,0.011722954114278261
228,0.011961372693379824
229,0.009815605481465761
230,0.005524071057637636
231,0.002186210950215761
232,0.0009941180547079487
233,0.0017093737920126362
234,0.0033783038457235737
235,0.004093559583028261
236,0.003616722424825136
237,0.0024246295293173237
238,0.002663048108418886
239,0.004331978162129824
240,0.006477745374043886
241,0.007669838269551699
242,0.006716163953145449
243,0.004331978162129824
244,0.002186210950215761
245,0.0009941180547079487
246,0.0017093737920126362
247,0.004093559583028261
248,0.006000908215840761
249,0.006477745374043886
250,0.005524071057637636
251,0.004331978162129824
252,0.003139885266622011
253,0.002186210950215761
254,0.002663048108418886
255,0.003616722424825136
256,0.004808815320332949
257,0.006477745374043886
258,0.006954582532247011
259,0.004331978162129824
260,-0.00019797484079986383
261,-0.002105323473612364
262,0.0005172808965048237
263,0.005762489636739199
264,0.009338768323262636
265,0.008861931165059511
266,0.005047233899434511
267,0.0009941180547079487
268,-0.00019797484079986383
269,0.0012325366338095112
270,0.003139885266622011
271,0.004808815320332949
272,0.005285652478536074
273,0.0038551410039266987
274,0.0014709552129110737
275,4.044373830169867e-05
276,0.0012325366338095112
277,0.004808815320332949
278,0.008623512585957949
279,0.008861931165059511
280,0.005524071057637636
281,0.0017093737920126362
282,0.0012325366338095112
283,0.004331978162129824
284,0.008385094006856386
285,0.010054024060567324
286,0.009577186902364199
287,0.007908256848653261
288,0.005762489636739199
289,0.004093559583028261
290,0.004570396741231386
291,0.007193001111348574
292,0.010292442639668886
293,0.011961372693379824
294,0.011246116956075136
295,0.007669838269551699
296,0.002186210950215761
297,-0.002105323473612364
298,-0.0032974163691201763
299,-0.0023437420527139263
300,-0.0018669048945108013
301,-0.0011516491572061138
302,-0.0004363934199014263
303,-0.0004363934199014263
304,-0.00019797484079986383
305,0.0009941180547079487
306,0.0038551410039266987
307,0.007431419690450136
308,0.010054024060567324
309,0.009338768323262636
310,0.006477745374043886
311,0.005047233899434511
312,0.006477745374043886
313,0.010292442639668886
314,0.014345558484395449
315,0.01625290711720795
316,0.014107139905293886
317,0.009100349744161074
318,0.004331978162129824
319,0.002186210950215761
320,0.003139885266622011
321,0.006954582532247011
322,0.010530861218770449
323,0.010292442639668886
324,0.006239326794942324
325,0.0012325366338095112
326,-0.0023437420527139263
327,-0.0037742535273233013
328,-0.0018669048945108013
329,0.0029014666875204487
330,0.007193001111348574
331,0.007669838269551699
332,0.004331978162129824
333,0.0012325366338095112
334,0.0007556994756063862
335,0.0024246295293173237
336,0.005285652478536074
337,0.008385094006856386
338,0.011007698376973574
339,0.013153465588887636
340,0.013391884167989199
341,0.010054024060567324
342,0.005047233899434511
343,0.002663048108418886
344,0.005285652478536074
345,0.009577186902364199
346,0.011961372693379824
347,0.011246116956075136
348,0.008385094006856386
349,0.006954582532247011
350,0.008861931165059511
351,0.012676628430684511
352,0.014822395642598574
353,0.013630302747090761
354,0.010292442639668886
355,0.006000908215840761
356,0.002186210950215761
357,0.0014709552129110737
358,0.004570396741231386
359,0.009577186902364199
360,0.012676628430684511
361,0.012676628430684511
362,0.010054024060567324
363,0.006477745374043886
364,0.003616722424825136
365,0.003616722424825136
366,0.006239326794942324
367,0.008623512585957949
368,0.009577186902364199
369,0.010054024060567324
370,0.010054024060567324
371,0.009100349744161074
372,0.008623512585957949
373,0.008861931165059511
374,0.008385094006856386
375,0.006954582532247011
376,0.005285652478536074
377,0.0038551410039266987
378,0.002186210950215761
379,0.002186210950215761
380,0.004331978162129824
381,0.007431419690450136
382,0.008146675427754824
383,0.006716163953145449
384,0.004570396741231386
385,0.0033783038457235737
386,0.0033783038457235737
387,0.003139885266622011
388,0.0024246295293173237
389,0.003616722424825136
390,0.006000908215840761
391,0.007669838269551699
392,0.007431419690450136
393,0.007193001111348574
394,0.006954582532247011
395,0.006716163953145449
396,0.006239326794942324
397,0.004808815320332949
398,0.002186210950215761
399,-0.00019797484079986383
400,-0.0004363934199014263
401,0.0019477923711141987
402,0.005524071057637636
403,0.007908256848653261
404,0.008861931165059511
405,0.010292442639668886
406,0.012438209851582949
407,0.013153465588887636
408,0.011246116956075136
409,0.007669838269551699
410,0.005524071057637636
411,0.005047233899434511
412,0.005524071057637636
413,0.005285652478536074
414,0.003616722424825136
415,0.0019477923711141987
416,0.0029014666875204487
417,0.006000908215840761
418,0.010530861218770449
419,0.013868721326192324
420,0.014822395642598574
421,0.012438209851582949
422,0.008623512585957949
423,0.005285652478536074
424,0.004093559583028261
425,0.005524071057637636
426,0.007669838269551699
427,0.007908256848653261
428,0.005524071057637636
429,0.0024246295293173237
430,0.0009941180547079487
431,0.0019477923711141987
432,0.005285652478536074
433,0.009100349744161074
434,0.011484535535176699
435,0.012438209851582949
436,0.011246116956075136
437,0.008146675427754824
438,0.005047233899434511
439,0.004331978162129824
440,0.006000908215840761
441,0.007431419690450136
442,0.006954582532247011
443,0.004331978162129824
444,0.0024246295293173237
445,0.0029014666875204487
446,0.006239326794942324
447,0.010530861218770449
448,0.013391884167989199
449,0.014345558484395449
450,0.014583977063497011
451,0.015060814221700136
452,0.014107139905293886
453,0.010530861218770449
454,0.006477745374043886
455,0.004570396741231386
456,0.005285652478536074
457,0.006477745374043886
458,0.006000908215840761
459,0.004331978162129824
460,0.0033783038457235737
461,0.004331978162129824
462,0.006000908215840761
463,0.006239326794942324
464,0.005524071057637636
465,0.005047233899434511
466,0.005047233899434511
467,0.005047233899434511
468,0.004808815320332949
469,0.005047233899434511
470,0.006716163953145449
471,0.009338768323262636
472,0.011246116956075136
473,0.009577186902364199
474,0.004808815320332949
475,-0.0009132305781045513
476,-0.0037742535273233013
477,-0.003058997790018614
478,0.0009941180547079487
479,0.005285652478536074
480,0.006239326794942324
481,0.003616722424825136
482,0.0009941180547079487
483,-0.00019797484079986383
484,-0.0011516491572061138
485,-0.0006748119990029888
486,0.0014709552129110737
487,0.0033783038457235737
488,0.004808815320332949
489,0.005762489636739199
490,0.006239326794942324
491,0.006000908215840761
492,0.005762489636739199
493,0.006716163953145449
494,0.008385094006856386
495,0.008861931165059511
496,0.007669838269551699
497,0.005762489636739199
498,0.004093559583028261
499,0.003139885266622011
500,0.002663048108418886
501,0.0029014666875204487
502,0.002663048108418886
503,0.0002788623174032612
504,-0.0028205792109170513
505,-0.003058997790018614
506,0.0005172808965048237
507,0.004808815320332949
508,0.006954582532247011
509,0.007669838269551699
510,0.008861931165059511
511,0.010054024060567324
512,0.008623512585957949
513,0.005524071057637636
514,0.004331978162129824
515,0.005285652478536074
516,0.006000908215840761
517,0.006477745374043886
518,0.006239326794942324
519,0.004570396741231386
520,0.0017093737920126362
521,0.0005172808965048237
522,0.0029014666875204487
523,0.006716163953145449
524,0.008861931165059511
525,0.007193001111348574
526,0.0033783038457235737
527,0.0005172808965048237
528,0.0007556994756063862
529,0.004093559583028261
530,0.008385094006856386
531,0.010769279797872011
532,0.009338768323262636
533,0.005524071057637636
534,0.002663048108418886
535,0.002663048108418886
536,0.005285652478536074
537,0.008146675427754824
538,0.007431419690450136
539,0.003616722424825136
540,-0.00019797484079986383
541,-0.0006748119990029888
542,0.002186210950215761
543,0.005285652478536074
544,0.006000908215840761
545,0.004331978162129824
546,0.0029014666875204487
547,0.0029014666875204487
548,0.002663048108418886
549,0.0017093737920126362
550,0.0012325366338095112
551,0.0029014666875204487
552,0.006477745374043886
553,0.010054024060567324
554,0.011484535535176699
555,0.009577186902364199
556,0.006000908215840761
557,0.003139885266622011
558,0.0033783038457235737
559,0.006239326794942324
560,0.009338768323262636
561,0.009577186902364199
562,0.006954582532247011
563,0.0038551410039266987
564,0.0012325366338095112
565,-0.00019797484079986383
566,0.0012325366338095112
567,0.004570396741231386
568,0.007193001111348574
569,0.006954582532247011
570,0.004570396741231386
571,0.002186210950215761
572,0.0009941180547079487
573,0.0014709552129110737
574,0.003139885266622011
575,0.004331978162129824
576,0.004331978162129824
577,0.004570396741231386
578,0.006239326794942324
579,0.008385094006856386
580,0.008861931165059511
581,0.008385094006856386
582,0.007669838269551699
583,0.007431419690450136
584,0.006954582532247011
585,0.006000908215840761
586,0.005285652478536074
587,0.005047233899434511
588,0.004808815320332949
589,0.004331978162129824
590,0.005285652478536074
591,0.006716163953145449
592,0.006716163953145449
593,0.005047233899434511
594,0.004331978162129824
595,0.005524071057637636
596,0.007669838269551699
597,0.009815605481465761
598,0.010530861218770449
599,0.008146675427754824
600,0.002663048108418886
601,-0.002105323473612364
602,-0.002105323473612364
603,0.0014709552129110737
604,0.005285652478536074
605,0.007669838269551699
606,0.008623512585957949
607,0.008623512585957949
608,0.007431419690450136
609,0.005762489636739199
610,0.004331978162129824
611,0.004570396741231386
612,0.005762489636739199
613,0.006239326794942324
614,0.004570396741231386
615,0.0014709552129110737
616,-0.0011516491572061138
617,-0.0004363934199014263
618,0.002663048108418886
619,0.006000908215840761
620,0.007431419690450136
621,0.006954582532247011
622,0.005524071057637636
623,0.0033783038457235737
624,0.0014709552129110737
625,0.0017093737920126362
626,0.004331978162129824
627,0.007193001111348574
628,0.008146675427754824
629,0.007431419690450136
630,0.006000908215840761
631,0.004093559583028261
632,0.0024246295293173237
633,0.0024246295293173237
634,0.004808815320332949
635,0.007431419690450136
636,0.007669838269551699
637,0.004331978162129824
638,4.044373830169867e-05
639,-0.002105323473612364
640,-0.0016284863154092388
641,0.0007556994756063862
642,0.0038551410039266987
643,0.005524071057637636
644,0.004808815320332949
645,0.0029014666875204487
646,0.0014709552129110737
647,4.044373830169867e-05
648,-0.0004363934199014263
649,0.0009941180547079487
650,0.004093559583028261
651,0.006239326794942324
652,0.005524071057637636
653,0.003616722424825136
654,0.003139885266622011
655,0.005047233899434511
656,0.008861931165059511
657,0.012438209851582949
658,0.013153465588887636
659,0.010530861218770449
660,0.005762489636739199
661,0.0014709552129110737
662,0.0002788623174032612
663,0.002186210950215761
664,0.004808815320332949
665,0.005762489636739199
666,0.004093559583028261
667,0.0014709552129110737
668,4.044373830169867e-05
669,0.0019477923711141987
670,0.006716163953145449
671,0.011722954114278261
672,0.013868721326192324
673,0.013153465588887636
674,0.011484535535176699
675,0.009577186902364199
676,0.007193001111348574
677,0.003616722424825136
678,0.0012325366338095112
679,0.0019477923711141987
680,0.005762489636739199
681,0.008861931165059511
682,0.009100349744161074
683,0.007193001111348574
684,0.006000908215840761
685,0.006000908215840761
686,0.007193001111348574
687,0.008146675427754824
688,0.008146675427754824
689,0.007193001111348574
690,0.005762489636739199
691,0.004093559583028261
692,0.004093559583028261
693,0.005524071057637636
694,0.007193001111348574
695,0.006239326794942324
696,0.0024246295293173237
697,-0.0018669048945108013
698,-0.0032974163691201763
699,-0.002105323473612364
700,4.044373830169867e-05
701,0.0033783038457235737
702,0.006716163953145449
703,0.007431419690450136
704,0.004570396741231386
705,0.0012325366338095112
706,0.0007556994756063862
707,0.0029014666875204487
708,0.005524071057637636
709,0.007431419690450136
710,0.008385094006856386
711,0.009100349744161074
712,0.008623512585957949
713,0.007193001111348574
714,0.004808815320332949
715,0.0024246295293173237
716,0.002186210950215761
717,0.0038551410039266987
718,0.005762489636739199
719,0.006716163953145449
720,0.007431419690450136
721,0.008385094006856386
722,0.008146675427754824
723,0.007431419690450136
724,0.006954582532247011
725,0.006239326794942324
726,0.005524071057637636
727,0.005285652478536074
728,0.006000908215840761
729,0.007431419690450136
730,0.007669838269551699
731,0.006000908215840761
732,0.0038551410039266987
733,0.003139885266622011
734,0.0033783038457235737
735,0.0024246295293173237
736,0.0002788623174032612
737,-0.0013900677363076763
738,-0.0016284863154092388
739,-0.0006748119990029888
740,-0.0004363934199014263
741,-0.0011516491572061138
742,-0.0018669048945108013
743,-0.0018669048945108013
744,-0.0009132305781045513
745,0.0002788623174032612
746,0.0014709552129110737
747,0.0033783038457235737
748,0.006239326794942324
749,0.009100349744161074
750,0.010530861218770449
751,0.010054024060567324
752,0.008146675427754824
753,0.006000908215840761
754,0.005285652478536074
755,0.005285652478536074
756,0.004808815320332949
757,0.0038551410039266987
758,0.0038551410039266987
759,0.004331978162129824
760,0.005047233899434511
761,0.006000908215840761
762,0.007908256848653261
763,0.009577186902364199
764,0.009577186902364199
765,0.006954582532247011
766,0.0038551410039266987
767,0.0017093737920126362
768,0.0014709552129110737
769,0.0024246295293173237
770,0.0033783038457235737
771,0.003139885266622011
772,0.0024246295293173237
773,0.0019477923711141987
774,0.002663048108418886
775,0.0038551410039266987
776,0.004093559583028261
777,0.0033783038457235737
778,0.002186210950215761
779,0.0019477923711141987
780,0.002186210950215761
781,0.003139885266622011
782,0.005285652478536074
783,0.009100349744161074
784,0.012915047009786074
785,0.014583977063497011
786,0.012915047009786074
787,0.009100349744161074
788,0.005285652478536074
789,0.0033783038457235737
790,0.0033783038457235737
791,0.0038551410039266987
792,0.005285652478536074
793,0.006954582532247011
794,0.007669838269551699
795,0.006239326794942324
796,0.003616722424825136
797,0.002186210950215761
798,0.002663048108418886
799,0.004331978162129824
800,0.005285652478536074
801,0.004808815320332949
802,0.004570396741231386
803,0.005524071057637636
804,0.007431419690450136
805,0.009100349744161074
806,0.010054024060567324
807,0.009815605481465761
808,0.007431419690450136
809,0.004331978162129824
810,0.0019477923711141987
811,0.0014709552129110737
812,0.0029014666875204487
813,0.006000908215840761
814,0.008385094006856386
815,0.007669838269551699
816,0.004093559583028261
817,0.002186210950215761
818,0.0038551410039266987
819,0.007193001111348574
820,0.008861931165059511
821,0.008861931165059511
822,0.008146675427754824
823,0.008385094006856386
824,0.008861931165059511
825,0.008146675427754824
826,0.006000908215840761
827,0.0033783038457235737
828,0.002186210950215761
829,0.0019477923711141987
830,0.002663048108418886
831,0.0033783038457235737
832,0.003139885266622011
833,0.002186210950215761
834,0.002663048108418886
835,0.005524071057637636
836,0.007669838269551699
837,0.006954582532247011
838,0.004093559583028261
839,0.0009941180547079487
840,-0.0013900677363076763
841,-0.002582160631815489
842,-0.0006748119990029888
843,0.0024246295293173237
844,0.003616722424825136
845,0.002186210950215761
846,0.0002788623174032612
847,4.044373830169867e-05
848,0.0029014666875204487
849,0.008623512585957949
850,0.012915047009786074
851,0.012438209851582949
852,0.007669838269551699
853,0.0029014666875204487
854,0.0014709552129110737
855,0.002186210950215761
856,0.002186210950215761
857,0.0019477923711141987
858,0.0038551410039266987
859,0.007193001111348574
860,0.009100349744161074
861,0.008385094006856386
862,0.006954582532247011
863,0.005524071057637636
864,0.0038551410039266987
865,0.0019477923711141987
866,0.0009941180547079487
867,0.0019477923711141987
868,0.004093559583028261
869,0.005285652478536074
870,0.005524071057637636
871,0.004570396741231386
872,0.002663048108418886
873,0.0014709552129110737
874,0.002186210950215761
875,0.003139885266622011
876,0.0033783038457235737
877,0.004093559583028261
878,0.005762489636739199
879,0.007669838269551699
880,0.009577186902364199
881,0.011007698376973574
882,0.010769279797872011
883,0.007431419690450136
884,0.003139885266622011
885,0.0009941180547079487
886,0.0017093737920126362
887,0.0038551410039266987
888,0.005285652478536074
889,0.006239326794942324
890,0.006477745374043886
891,0.005524071057637636
892,0.003616722424825136
893,0.002663048108418886
894,0.004570396741231386
895,0.007431419690450136
896,0.009100349744161074
897,0.009577186902364199
898,0.010054024060567324
899,0.010530861218770449
900,0.009338768323262636
901,0.006954582532247011
902,0.005762489636739199
903,0.005047233899434511
904,0.002663048108418886
905,-0.00019797484079986383
906,-0.0011516491572061138
907,0.0002788623174032612
908,0.002663048108418886
909,0.006000908215840761
910,0.009577186902364199
911,0.012199791272481386
912,0.010292442639668886
913,0.004331978162129824
914,-0.0011516491572061138
915,-0.0032974163691201763
916,-0.0023437420527139263
917,-0.0006748119990029888
918,4.044373830169867e-05
919,-0.0004363934199014263
920,-0.0016284863154092388
921,-0.002105323473612364
922,-0.00019797484079986383
923,0.004570396741231386
924,0.009577186902364199
925,0.012199791272481386
926,0.011722954114278261
927,0.009100349744161074
928,0.005285652478536074
929,0.0019477923711141987
930,0.0005172808965048237
931,0.0007556994756063862
932,0.003616722424825136
933,0.008385094006856386
934,0.012438209851582949
935,0.012199791272481386
936,0.008385094006856386
937,0.0038551410039266987
938,0.0014709552129110737
939,0.0017093737920126362
940,0.0038551410039266987
941,0.005762489636739199
942,0.006477745374043886
943,0.006477745374043886
944,0.006477745374043886
945,0.007193001111348574
946,0.009100349744161074
947,0.010292442639668886
948,0.009577186902364199
949,0.007431419690450136
950,0.005524071057637636
951,0.0038551410039266987
952,0.0024246295293173237
953,0.002186210950215761
954,0.0038551410039266987
955,0.005285652478536074
956,0.005524071057637636
957,0.004331978162129824
958,0.0029014666875204487
959,0.0029014666875204487
960,0.0038551410039266987
961,0.005047233899434511
962,0.006239326794942324
963,0.006954582532247011
964,0.006716163953145449
965,0.005285652478536074
966,0.0029014666875204487
967,0.0012325366338095112
968,0.0014709552129110737
969,0.0024246295293173237
970,0.0033783038457235737
971,0.004808815320332949
972,0.005285652478536074
973,0.004808815320332949
974,0.003616722424825136
975,0.0033783038457235737
976,0.004331978162129824
977,0.006477745374043886
978,0.008623512585957949
979,0.009338768323262636
980,0.008623512585957949
981,0.007193001111348574
982,0.006477745374043886
983,0.006716163953145449
984,0.007193001111348574
985,0.007431419690450136
986,0.006477745374043886
987,0.004093559583028261
988,0.0017093737920126362
989,0.0009941180547079487
990,0.0014709552129110737
991,0.002186210950215761
992,0.002186210950215761
993,0.0019477923711141987
994,0.002186210950215761
995,0.002186210950215761
996,0.0009941180547079487
997,0.0005172808965048237
998,0.0017093737920126362
999,0.004093559583028261
1000,0.006716163953145449
1001,0.009100349744161074
1002,0.010292442639668886
1003,0.009577186902364199
1004,0.008146675427754824
1005,0.007908256848653261
1006,0.008861931165059511
1007,0.008861931165059511
1008,0.007431419690450136
1009,0.005047233899434511
1010,0.0024246295293173237
1011,0.0017093737920126362
1012,0.0033783038457235737
1013,0.006000908215840761
1014,0.006954582532247011
1015,0.004570396741231386
1016,0.0017093737920126362
1017,0.002186210950215761
1018,0.004570396741231386
1019,0.006477745374043886
1020,0.007193001111348574
1021,0.007908256848653261
1022,0.007908256848653261
1023,0.005047233899434511
1024,0.0009941180547079487
1025,-0.0006748119990029888
1026,0.002663048108418886
1027,0.008623512585957949
1028,0.011961372693379824
1029,0.011246116956075136
1030,0.008146675427754824
1031,0.004331978162129824
1032,0.0007556994756063862
1033,-0.0011516491572061138
1034,-0.0006748119990029888
1035,0.0005172808965048237
1036,0.0012325366338095112
1037,0.0017093737920126362
1038,0.002663048108418886
1039,0.002663048108418886
1040,0.002663048108418886
1041,0.004331978162129824
1042,0.007193001111348574
1043,0.009100349744161074
1044,0.008385094006856386
1045,0.006477745374043886
1046,0.004808815320332949
1047,0.0038551410039266987
1048,0.003616722424825136
1049,0.0038551410039266987
1050,0.005524071057637636
1051,0.007431419690450136
1052,0.006716163953145449
1053,0.002186210950215761
1054,-0.0032974163691201763
1055,-0.005681602160135801
1056,-0.004251090685526426
1057,-0.0006748119990029888
1058,0.002186210950215761
1059,0.003139885266622011
1060,0.002186210950215761
1061,0.0005172808965048237
1062,0.0009941180547079487
1063,0.004808815320332949
1064,0.009577186902364199
1065,0.011722954114278261
1066,0.010769279797872011
1067,0.008146675427754824
1068,0.004331978162129824
1069,0.0005172808965048237
1070,-0.0013900677363076763
1071,-0.0013900677363076763
1072,0.0005172808965048237
1073,0.004093559583028261
1074,0.008146675427754824
1075,0.008861931165059511
1076,0.005762489636739199
1077,0.0009941180547079487
1078,-0.0023437420527139263
1079,-0.0023437420527139263
1080,0.002186210950215761
1081,0.007431419690450136
1082,0.009815605481465761
1083,0.008623512585957949
1084,0.007908256848653261
1085,0.009577186902364199
1086,0.011246116956075136
1087,0.010292442639668886
1088,0.006716163953145449
1089,0.002186210950215761
1090,-0.0018669048945108013
1091,-0.005920020739237364
1092,-0.008781043688456114
1093,-0.007588950792948301
1094,-0.002582160631815489
1095,0.0029014666875204487
1096,0.005524071057637636
1097,0.006954582532247011
1098,0.008385094006856386
1099,0.010054024060567324
1100,0.011246116956075136
1101,0.011246116956075136
1102,0.010292442639668886
1103,0.010054024060567324
1104,0.010530861218770449
1105,0.010292442639668886
1106,0.008385094006856386
1107,0.006477745374043886
1108,0.004808815320332949
1109,0.004570396741231386
1110,0.005524071057637636
1111,0.005762489636739199
1112,0.004570396741231386
1113,0.0019477923711141987
1114,-0.00019797484079986383
1115,-0.0006748119990029888
1116,0.0007556994756063862
1117,0.005285652478536074
1118,0.011484535535176699
1119,0.016014488538106386
1120,0.01625290711720795
1121,0.013391884167989199
1122,0.010292442639668886
1123,0.007908256848653261
1124,0.005047233899434511
1125,0.002186210950215761
1126,0.0005172808965048237
1127,0.0002788623174032612
1128,4.044373830169867e-05
1129,0.0009941180547079487
1130,0.003139885266622011
1131,0.005762489636739199
1132,0.006716163953145449
1133,0.006477745374043886
1134,0.005762489636739199
1135,0.004331978162129824
1136,0.0019477923711141987
1137,0.0009941180547079487
1138,0.003139885266622011
1139,0.006954582532247011
1140,0.009815605481465761
1141,0.012438209851582949
1142,0.014107139905293886
1143,0.014583977063497011
1144,0.012676628430684511
1145,0.010292442639668886
1146,0.008861931165059511
1147,0.008623512585957949
1148,0.008385094006856386
1149,0.006239326794942324
1150,0.0012325366338095112
1151,-0.0032974163691201763
1152,-0.003058997790018614
1153,0.0024246295293173237
1154,0.009338768323262636
1155,0.013153465588887636
1156,0.012438209851582949
1157,0.009815605481465761
1158,0.007669838269551699
1159,0.005285652478536074
1160,0.0029014666875204487
1161,0.0019477923711141987
1162,0.004093559583028261
1163,0.007193001111348574
1164,0.009100349744161074
1165,0.008146675427754824
1166,0.005285652478536074
1167,0.003616722424825136
1168,0.003616722424825136
1169,0.003616722424825136
1170,0.002663048108418886
1171,0.0012325366338095112
1172,0.0009941180547079487
1173,0.002186210950215761
1174,0.004808815320332949
1175,0.006954582532247011
1176,0.008385094006856386
1177,0.008861931165059511
1178,0.008623512585957949
1179,0.007193001111348574
1180,0.005285652478536074
1181,0.0038551410039266987
1182,0.0033783038457235737
1183,0.004093559583028261
1184,0.005762489636739199
1185,0.006954582532247011
1186,0.006000908215840761
1187,0.0029014666875204487
1188,-0.0004363934199014263
1189,-0.0018669048945108013
1190,-0.0004363934199014263
1191,0.0029014666875204487
1192,0.006239326794942324
1193,0.007669838269551699
1194,0.007193001111348574
1195,0.006000908215840761
1196,0.004808815320332949
1197,0.0038551410039266987
1198,0.0038551410039266987
1199,0.004808815320332949
1200,0.006477745374043886
1201,0.008146675427754824
1202,0.009338768323262636
1203,0.008385094006856386
1204,0.005047233899434511
