,NIG019_NS 100.0(Hz) unit:(gal)
907,3.1589035844324425
908,3.1610493516443565
909,3.166294560384591
910,3.1720166062830284
911,3.1708245133875206
912,3.160810933065255
913,3.154135212850411
914,3.1562809800623253
915,3.1577114915369346
916,3.1469826554773643
917,3.152704701375802
918,3.146028981160958
919,3.1529431199549034
920,3.147221074056466
921,3.1505589341638878
922,3.1429295396326378
923,3.148890004110177
924,3.155804142904122
925,3.1538967942713096
926,3.155327305745919
927,3.148890004110177
928,3.1524662827967003
929,3.1534199571131065
930,3.154850468587716
931,3.1543736314295128
932,3.1648640489099815
933,3.162956700277169
934,3.173923954915841
935,3.168917164754708
936,3.1517510270593956
937,3.14936684126838
938,3.1546120500086143
939,3.1507973527429893
940,3.145075306844552
941,3.1507973527429893
942,3.1457905625818565
943,3.153181538534005
944,3.148890004110177
945,3.148174748372872
946,3.1479363297937706
947,3.1479363297937706
948,3.1562809800623253
949,3.1505589341638878
950,3.1522278642175987
951,3.1486515855310753
952,3.1479363297937706
953,3.142691121053536
954,3.1543736314295128
955,3.1550888871668175
956,3.1529431199549034
957,3.158665165853341
958,3.1550888871668175
959,3.1581883286951378
960,3.1653408860681846
961,3.1584267472742393
962,3.1584267472742393
963,3.1605725144861534
964,3.155804142904122
965,3.1567578172205284
966,3.159142003011544
967,3.16462563033088
968,3.1605725144861534
969,3.16462563033088
970,3.159142003011544
971,3.1560425614832237
972,3.165579304647286
973,3.163433537435372
974,3.159142003011544
975,3.1474594926355675
976,3.1491284226892784
977,3.160334095907052
978,3.164148793172677
979,3.149843678426583
980,3.144360051107247
981,3.1391148423670128
982,3.1369690751550987
983,3.137922749471505
984,3.155804142904122
985,3.1677250718592003
986,3.146505818319161
987,3.142214283895333
988,3.147697911214669
989,3.1605725144861534
990,3.162479863118966
991,3.1615261888025596
992,3.155804142904122
993,3.1605725144861534
994,3.1643872117517784
995,3.1622414445398643
996,3.164148793172677
997,3.165579304647286
998,3.1665329789636925
999,3.16462563033088
1000,3.153658375692208
1001,3.137445912313302
1002,3.1441216325281456
1003,3.139591679525216
1004,3.145075306844552
1005,3.1398300981043175
1006,3.136730656575997
1007,3.14936684126838
1008,3.1479363297937706
1009,3.1560425614832237
1010,3.14936684126838
1011,3.1577114915369346
1012,3.168440327596505
1013,3.1696324204920128
1014,3.172731862020333
1015,3.177738652181466
1016,3.1736855363367393
1017,3.1698708390711143
1018,3.161764607381661
1019,3.1631951188562706
1020,3.1631951188562706
1021,3.1567578172205284
1022,3.1517510270593956
1023,3.1467442368982628
1024,3.13410805220588
1025,3.1386380052088096
1026,3.1445984696863487
1027,3.140068516683419
1028,3.148890004110177
1029,3.160810933065255
1030,3.162479863118966
1031,3.1572346543787315
1032,3.1600956773279503
1033,3.1653408860681846
1034,3.162956700277169
1035,3.155327305745919
1036,3.1560425614832237
1037,3.1572346543787315
1038,3.155327305745919
1039,3.1562809800623253
1040,3.1550888871668175
1041,3.157473072957833
1042,3.1581883286951378
1043,3.1484131669519737
1044,3.159142003011544
1045,3.165102467489083
1046,3.1429295396326378
1047,3.1364922379968956
1048,3.1550888871668175
1049,3.1665329789636925
1050,3.164148793172677
1051,3.1517510270593956
1052,3.1457905625818565
1053,3.147221074056466
1054,3.148890004110177
1055,3.149843678426583
1056,3.161287770223458
1057,3.1660561418054893
1058,3.1610493516443565
1059,3.157473072957833
1060,3.157473072957833
1061,3.1529431199549034
1062,3.155327305745919
1063,3.159618840169747
1064,3.1538967942713096
1065,3.1398300981043175
1066,3.143883213949044
1067,3.1424527024744346
1068,3.1581883286951378
1069,3.1631951188562706
1070,3.1648640489099815
1071,3.1674866532800987
1072,3.1496052598474815
1073,3.148174748372872
1074,3.1431679582117393
1075,3.151035771322091
1076,3.161764607381661
1077,3.1648640489099815
1078,3.1560425614832237
1079,3.157949910116036
1080,3.1636719560144737
1081,3.1491284226892784
1082,3.148890004110177
1083,3.168440327596505
1084,3.1589035844324425
1085,3.159142003011544
1086,3.1639103745935753
1087,3.141260609578927
1088,3.1462673997400596
1089,3.157473072957833
1090,3.156519398641427
1091,3.1615261888025596
1092,3.1653408860681846
1093,3.1643872117517784
1094,3.1560425614832237
1095,3.1436447953699425
1096,3.148174748372872
1097,3.141260609578927
1098,3.1393532609461143
1099,3.1486515855310753
1100,3.146028981160958
1101,3.141260609578927
1102,3.1360154008386925
1103,3.1403069352625206
1104,3.1622414445398643
1105,3.162956700277169
1106,3.157949910116036
1107,3.1631951188562706
1108,3.1660561418054893
1109,3.1648640489099815
1110,3.166294560384591
1111,3.1555657243250206
1112,3.1538967942713096
1113,3.1577114915369346
1114,3.1593804215906456
1115,3.155804142904122
1116,3.161764607381661
1117,3.1517510270593956
1118,3.146028981160958
1119,3.153658375692208
1120,3.1550888871668175
1121,3.148890004110177
1122,3.1410221909998253
1123,3.1407837724207237
1124,3.1414990281580284
1125,3.148174748372872
1126,3.1407837724207237
1127,3.1517510270593956
1128,3.154135212850411
1129,3.1543736314295128
1130,3.1639103745935753
1131,3.154850468587716
1132,3.1581883286951378
1133,3.1589035844324425
1134,3.16462563033088
1135,3.1620030259607628
1136,3.16462563033088
1137,3.1572346543787315
1138,3.160810933065255
1139,3.1622414445398643
1140,3.1424527024744346
1141,3.146505818319161
1142,3.1581883286951378
1143,3.1505589341638878
1144,3.144360051107247
1145,3.148174748372872
1146,3.151035771322091
1147,3.151989445638497
1148,3.1500820970056846
1149,3.1529431199549034
1150,3.140068516683419
1151,3.140068516683419
1152,3.1369690751550987
1153,3.151512608480294
1154,3.1600956773279503
1155,3.161287770223458
1156,3.1534199571131065
1157,3.1500820970056846
1158,3.1577114915369346
1159,3.148174748372872
1160,3.1543736314295128
1161,3.159142003011544
1162,3.153181538534005
1163,3.1555657243250206
1164,3.1648640489099815
1165,3.153181538534005
1166,3.1474594926355675
1167,3.159618840169747
1168,3.1534199571131065
1169,3.1467442368982628
1170,3.142214283895333
1171,3.1453137254236534
1172,3.1436447953699425
1173,3.1457905625818565
1174,3.1550888871668175
1175,3.1524662827967003
1176,3.153658375692208
1177,3.148890004110177
1178,3.1550888871668175
1179,3.154850468587716
1180,3.1486515855310753
1181,3.1414990281580284
1182,3.139591679525216
1183,3.145552144002755
1184,3.153658375692208
1185,3.145552144002755
1186,3.1419758653162315
1187,3.14936684126838
1188,3.16462563033088
1189,3.1720166062830284
1190,3.1703476762293175
1191,3.1538967942713096
1192,3.1431679582117393
1193,3.152704701375802
1194,3.144360051107247
1195,3.1429295396326378
1196,3.143883213949044
1197,3.151512608480294
1198,3.1445984696863487
1199,3.155804142904122
1200,3.162956700277169
1201,3.1534199571131065
1202,3.1524662827967003
1203,3.1484131669519737
1204,3.1577114915369346
1205,3.1543736314295128
1206,3.1522278642175987
1207,3.1457905625818565
1208,3.1414990281580284
1209,3.1407837724207237
1210,3.1376843308924034
1211,3.1338696336267784
1212,3.148890004110177
1213,3.151989445638497
1214,3.1534199571131065
1215,3.170109257650216
1216,3.1589035844324425
1217,3.166771397542794
1218,3.1550888871668175
1219,3.148174748372872
1220,3.1507973527429893
1221,3.1505589341638878
1222,3.1517510270593956
1223,3.1429295396326378
1224,3.157473072957833
1225,3.160334095907052
1226,3.1691555833338096
1227,3.155804142904122
1228,3.1393532609461143
1229,3.1386380052088096
1230,3.143406376790841
1231,3.1517510270593956
1232,3.160334095907052
1233,3.1505589341638878
1234,3.148174748372872
1235,3.151512608480294
1236,3.153181538534005
1237,3.1543736314295128
1238,3.151989445638497
1239,3.161287770223458
1240,3.1703476762293175
1241,3.156519398641427
1242,3.1453137254236534
1243,3.143883213949044
1244,3.143406376790841
1245,3.1448368882654503
1246,3.1572346543787315
1247,3.159142003011544
1248,3.147221074056466
1249,3.1424527024744346
1250,3.1512741899011925
1251,3.1469826554773643
1252,3.144360051107247
1253,3.1393532609461143
1254,3.148890004110177
1255,3.151989445638497
1256,3.1555657243250206
1257,3.160334095907052
1258,3.156519398641427
1259,3.147697911214669
1260,3.1505589341638878
1261,3.1589035844324425
1262,3.1529431199549034
1263,3.1496052598474815
1264,3.155804142904122
1265,3.153658375692208
1266,3.154135212850411
1267,3.1562809800623253
1268,3.1524662827967003
1269,3.137922749471505
1270,3.14936684126838
1271,3.1562809800623253
1272,3.143406376790841
1273,3.1534199571131065
1274,3.1741623734949425
1275,3.161287770223458
1276,3.1543736314295128
1277,3.1572346543787315
1278,3.149843678426583
1279,3.156519398641427
1280,3.1622414445398643
1281,3.154135212850411
1282,3.147221074056466
1283,3.161764607381661
1284,3.1584267472742393
1285,3.151035771322091
1286,3.150320515584786
1287,3.1538967942713096
1288,3.1534199571131065
1289,3.152704701375802
