,NIGH01_EW1 200.0(Hz) unit:(gal)
0,0.00918800433476763
1,0.01014167865117388
2,0.010856934388478567
3,0.01014167865117388
4,0.008949585755666067
5,0.007995911439259817
6,0.008711167176564505
7,0.009664841492970755
8,0.009426422913869192
9,0.009664841492970755
10,0.011333771546681692
11,0.013717957337697317
12,0.01491005023320513
13,0.013479538758595755
14,0.011333771546681692
15,0.011333771546681692
16,0.013241120179494192
17,0.014671631654103567
18,0.014433213075002005
19,0.01395637591679888
20,0.013717957337697317
21,0.012764283021291067
22,0.009903260072072317
23,0.007042237122853567
24,0.006803818543752005
25,0.008472748597462942
26,0.009664841492970755
27,0.009903260072072317
28,0.01014167865117388
29,0.01014167865117388
30,0.008472748597462942
31,0.005611725648244192
32,0.004658051331837942
33,0.005850144227345755
34,0.007995911439259817
35,0.008949585755666067
36,0.007995911439259817
37,0.007519074281056692
38,0.008711167176564505
39,0.00918800433476763
40,0.007757492860158255
41,0.005850144227345755
42,0.005611725648244192
43,0.007519074281056692
44,0.00918800433476763
45,0.00918800433476763
46,0.00728065570195513
47,0.005134888490041067
48,0.004896469910939505
49,0.007042237122853567
50,0.01014167865117388
51,0.012764283021291067
52,0.014194794495900442
53,0.01491005023320513
54,0.014433213075002005
55,0.012764283021291067
56,0.010618515809377005
57,0.009426422913869192
58,0.009664841492970755
59,0.010380097230275442
60,0.010380097230275442
61,0.009903260072072317
62,0.010618515809377005
63,0.012764283021291067
64,0.013717957337697317
65,0.012525864442189505
66,0.01014167865117388
67,0.00823433001836138
68,0.00823433001836138
69,0.009664841492970755
70,0.01109535296758013
71,0.011572190125783255
72,0.01109535296758013
73,0.009903260072072317
74,0.008472748597462942
75,0.007519074281056692
76,0.007519074281056692
77,0.007519074281056692
78,0.007519074281056692
79,0.009426422913869192
80,0.011810608704884817
81,0.01204902728398638
82,0.009903260072072317
83,0.007042237122853567
84,0.006088562806447317
85,0.00728065570195513
86,0.00918800433476763
87,0.010380097230275442
88,0.01109535296758013
89,0.011572190125783255
90,0.011810608704884817
91,0.011572190125783255
92,0.010618515809377005
93,0.008472748597462942
94,0.005850144227345755
95,0.004658051331837942
96,0.006088562806447317
97,0.008949585755666067
98,0.01014167865117388
99,0.008949585755666067
100,0.007757492860158255
101,0.007519074281056692
102,0.008711167176564505
103,0.009664841492970755
104,0.009426422913869192
105,0.008711167176564505
106,0.00823433001836138
107,0.00728065570195513
108,0.007042237122853567
109,0.00823433001836138
110,0.01109535296758013
111,0.01395637591679888
112,0.015386887391408255
113,0.014671631654103567
114,0.013241120179494192
115,0.012287445863087942
116,0.011333771546681692
117,0.010380097230275442
118,0.008949585755666067
119,0.007519074281056692
120,0.006565399964650442
121,0.00728065570195513
122,0.009426422913869192
123,0.010856934388478567
124,0.01014167865117388
125,0.008472748597462942
126,0.007519074281056692
127,0.007042237122853567
128,0.006803818543752005
129,0.007757492860158255
130,0.00918800433476763
131,0.008949585755666067
132,0.006803818543752005
133,0.005611725648244192
134,0.00632698138554888
135,0.00728065570195513
136,0.007519074281056692
137,0.007995911439259817
138,0.008949585755666067
139,0.01014167865117388
140,0.011572190125783255
141,0.013241120179494192
142,0.01395637591679888
143,0.014433213075002005
144,0.014194794495900442
145,0.013717957337697317
146,0.013241120179494192
147,0.01204902728398638
148,0.010380097230275442
149,0.009903260072072317
150,0.01109535296758013
151,0.01204902728398638
152,0.011333771546681692
153,0.009426422913869192
154,0.008472748597462942
155,0.00918800433476763
156,0.010618515809377005
157,0.010856934388478567
158,0.008711167176564505
159,0.00632698138554888
160,0.006088562806447317
161,0.00823433001836138
162,0.010856934388478567
163,0.01300270160039263
164,0.012764283021291067
165,0.011810608704884817
166,0.010856934388478567
167,0.009426422913869192
168,0.007519074281056692
169,0.00728065570195513
170,0.008711167176564505
171,0.01014167865117388
172,0.010380097230275442
