,NIG019_UD 100.0(Hz) unit:(gal)
0,0.18591667896130404
1,0.17184998279431185
2,0.17614151721813998
3,0.18138672595837435
4,0.1728036571107181
5,0.17876412158825716
6,0.1823404002747806
7,0.18520142322399935
8,0.18567826038220248
9,0.18567826038220248
10,0.1792409587464603
11,0.17804886585095248
12,0.17184998279431185
13,0.1739957500062259
14,0.17637993579724154
15,0.1658895183167728
16,0.17614151721813998
17,0.18210198169567904
18,0.18329407459118685
19,0.18639351611950716
20,0.18138672595837435
21,0.1785257030091556
22,0.18472458606579623
23,0.1739957500062259
24,0.17637993579724154
25,0.18567826038220248
26,0.18472458606579623
27,0.1773336101136478
28,0.1785257030091556
29,0.1968839335999759
30,0.18639351611950716
31,0.1754262614808353
32,0.1735189128480228
33,0.17804886585095248
34,0.17232681995251498
35,0.1739957500062259
36,0.1697042155823978
37,0.18710877185681185
38,0.19664551502087435
39,0.19354607349255404
40,0.1830556560120853
41,0.17995621448376498
42,0.1823404002747806
43,0.1880624461732181
44,0.18138672595837435
45,0.1759030986390384
46,0.1811483073792728
47,0.19402291065075716
48,0.1873471904359134
49,0.17566468005993685
50,0.1708963084779056
51,0.1797177959046634
52,0.1804330516419681
53,0.17065788989880404
54,0.18257881885388216
55,0.1663663554749759
56,0.17137314563610873
57,0.18591667896130404
58,0.1804330516419681
59,0.16994263416149935
60,0.17113472705700716
61,0.1861550975404056
62,0.1887777019105228
63,0.19521500354626498
64,0.19712235217907748
65,0.1792409587464603
66,0.1708963084779056
67,0.1766183543763431
68,0.1823404002747806
69,0.1842477489075931
70,0.1804330516419681
71,0.1689889598450931
72,0.1625516582093509
73,0.17709519153454623
74,0.1842477489075931
75,0.18448616748669466
76,0.16994263416149935
77,0.18138672595837435
78,0.18448616748669466
79,0.18019463306286654
80,0.1792409587464603
81,0.18329407459118685
82,0.19020821338513216
83,0.1937844920716556
84,0.1804330516419681
85,0.1728036571107181
86,0.18186356311657748
87,0.18520142322399935
88,0.17494942432263216
89,0.1792409587464603
90,0.17566468005993685
91,0.1778104472718509
92,0.18210198169567904
93,0.17900254016735873
94,0.1854398418031009
95,0.18019463306286654
96,0.1797177959046634
97,0.18567826038220248
98,0.17566468005993685
99,0.16469742542126498
100,0.17065788989880404
101,0.18019463306286654
102,0.18663193469860873
103,0.1899697948060306
104,0.18591667896130404
105,0.1835324931702884
106,0.17804886585095248
107,0.17566468005993685
108,0.16922737842419466
109,0.17566468005993685
110,0.18067147022106966
111,0.18329407459118685
112,0.18400933032849154
113,0.1778104472718509
114,0.17518784290173373
115,0.17804886585095248
116,0.17328049426892123
117,0.17757202869274935
118,0.17804886585095248
119,0.1759030986390384
120,0.16851212268688998
121,0.17900254016735873
122,0.17947937732556185
123,0.1835324931702884
124,0.18520142322399935
125,0.18329407459118685
126,0.17947937732556185
127,0.17113472705700716
128,0.1778104472718509
129,0.17876412158825716
130,0.17947937732556185
131,0.17065788989880404
132,0.17184998279431185
133,0.17423416858532748
134,0.18377091174938998
135,0.18973137622692904
136,0.16994263416149935
137,0.1739957500062259
138,0.1823404002747806
139,0.1811483073792728
140,0.18448616748669466
141,0.18067147022106966
142,0.17518784290173373
143,0.18853928333142123
144,0.18472458606579623
145,0.1697042155823978
146,0.16493584400036654
147,0.17757202869274935
148,0.18090988880017123
149,0.17995621448376498
150,0.1689889598450931
151,0.17685677295544466
152,0.1823404002747806
153,0.16660477405407748
154,0.1651742625794681
155,0.1747110057435306
156,0.18281723743298373
157,0.1716115642152103
158,0.17423416858532748
159,0.18758560901501498
160,0.18186356311657748
161,0.18663193469860873
162,0.1759030986390384
163,0.1658895183167728
164,0.1689889598450931
165,0.1823404002747806
166,0.18210198169567904
167,0.1708963084779056
168,0.16946579700329623
169,0.17518784290173373
170,0.1830556560120853
171,0.16875054126599154
172,0.17256523853161654
173,0.1835324931702884
174,0.18853928333142123
175,0.17900254016735873
176,0.1735189128480228
177,0.17113472705700716
178,0.1739957500062259
179,0.17256523853161654
180,0.17113472705700716
181,0.16922737842419466
182,0.1697042155823978
183,0.18257881885388216
184,0.1830556560120853
185,0.18520142322399935
186,0.18901612048962435
187,0.18400933032849154
188,0.18949295764782748
189,0.1823404002747806
190,0.16565109973767123
191,0.17256523853161654
192,0.17614151721813998
193,0.18257881885388216
194,0.1861550975404056
195,0.18377091174938998
196,0.17637993579724154
197,0.1835324931702884
198,0.18710877185681185
199,0.17184998279431185
200,0.16875054126599154
201,0.17375733142712435
202,0.18257881885388216
203,0.17184998279431185
204,0.17184998279431185
205,0.1823404002747806
206,0.18067147022106966
207,0.18663193469860873
208,0.17614151721813998
209,0.17876412158825716
210,0.18067147022106966
211,0.17900254016735873
212,0.17566468005993685
213,0.17518784290173373
214,0.1797177959046634
215,0.18090988880017123
216,0.17494942432263216
217,0.17447258716442904
218,0.17947937732556185
219,0.1811483073792728
220,0.1785257030091556
221,0.17518784290173373
222,0.17304207568981966
223,0.17494942432263216
224,0.18448616748669466
225,0.18639351611950716
226,0.1880624461732181
227,0.18138672595837435
