,MYG004_NS 100.0(Hz) unit:(gal)
280,0.8110814863025304
281,0.8180557167474731
282,0.7926948787658645
283,0.7819165226236819
284,0.7850866273713812
285,0.7686020826833371
286,0.7394371190044886
287,0.728658762862306
288,0.7578237265411545
289,0.80664333965575
290,0.8205918005456319
291,0.7945969416144862
292,0.7857206483209218
293,0.8053752977566688
294,0.8085454025043681
295,0.7895247740181652
296,0.7692361036328776
297,0.7565556846420733
298,0.7609938312888573
299,0.7755763131282798
300,0.786988690220003
301,0.7844526064218442
302,0.7717721874310399
303,0.7819165226236819
304,0.8041072558575877
305,0.7977670463621855
306,0.7736742502796581
307,0.7692361036328776
308,0.7825505435732225
309,0.8022051930089695
310,0.8155196329493108
311,0.796499004463108
312,0.7660659988851783
313,0.7609938312888573
314,0.7597257893897762
315,0.7508494960962118
316,0.7616278522383979
317,0.7812825016741414
318,0.792060857816324
319,0.7952309625640268
320,0.7876227111695435
321,0.7800144597750602
322,0.7945969416144862
323,0.8110814863025304
324,0.8098134444034493
325,0.792060857816324
326,0.7628958941374755
327,0.7349989723577082
328,0.7223185533669039
329,0.7419732028026509
330,0.7945969416144862
331,0.8237619052933347
332,0.8079113815548311
333,0.7977670463621855
334,0.7990350882612667
335,0.786988690220003
336,0.7762103340778204
337,0.7622618731879349
338,0.7476793913485125
339,0.7736742502796581
340,0.826932010041034
341,0.836442324284139
342,0.7952309625640268
343,0.7667000198347189
344,0.7793804388255197
345,0.797133025412645
346,0.7838185854723037
347,0.7571897055916139
348,0.7527515589448335
349,0.7654319779356378
350,0.7692361036328776
351,0.7749422921787392
352,0.7831845645227631
353,0.7793804388255197
354,0.7743082712291987
355,0.7768443550273609
356,0.7914268368667834
357,0.7977670463621855
358,0.7800144597750602
359,0.7679680617337965
360,0.7755763131282798
361,0.7736742502796581
362,0.7667000198347189
363,0.7730402293301211
364,0.7857206483209218
365,0.7984010673117261
366,0.8041072558575877
367,0.8028392139585065
368,0.8060093187062094
369,0.797133025412645
370,0.7838185854723037
371,0.7901587949677058
372,0.7895247740181652
373,0.7806484807246008
374,0.786988690220003
375,0.7831845645227631
376,0.7686020826833371
377,0.7717721874310399
378,0.7793804388255197
379,0.7768443550273609
380,0.7717721874310399
381,0.7647979569860972
382,0.7609938312888573
383,0.7628958941374755
384,0.7641639360365566
385,0.7654319779356378
386,0.7749422921787392
387,0.7984010673117261
388,0.8161536538988514
389,0.8110814863025304
390,0.7933288997154051
391,0.7755763131282798
392,0.7660659988851783
393,0.7628958941374755
394,0.7590917684402356
395,0.7692361036328776
396,0.796499004463108
397,0.8079113815548311
398,0.7907928159172428
399,0.7628958941374755
400,0.7565556846420733
401,0.7743082712291987
402,0.7844526064218442
403,0.7863546692704624
404,0.80664333965575
405,0.8339062404859767
406,0.826932010041034
407,0.7952309625640268
408,0.7749422921787392
409,0.748313412298053
410,0.7223185533669039
411,0.7445092866008096
412,0.7895247740181652
413,0.8161536538988514
414,0.8288340728896557
415,0.8136175701006927
416,0.7679680617337965
417,0.728658762862306
418,0.7280247419127654
419,0.7635299150870161
420,0.8028392139585065
421,0.8256639681419529
422,0.8212258214951724
423,0.7914268368667834
424,0.7660659988851783
425,0.7552876427429958
426,0.7571897055916139
427,0.7660659988851783
428,0.7622618731879349
429,0.7616278522383979
430,0.7819165226236819
431,0.8047412768071283
432,0.8123495282016115
433,0.7952309625640268
434,0.7724062083805805
435,0.7717721874310399
436,0.7876227111695435
437,0.8009371511098884
438,0.7952309625640268
439,0.7774783759769015
440,0.7647979569860972
441,0.7647979569860972
442,0.7793804388255197
443,0.7984010673117261
444,0.816787674848392
445,0.8262979890914934
446,0.7939629206649457
447,0.7407051609035697
448,0.7242206162155256
449,0.7521175379952929
450,0.797133025412645
451,0.811715507252071
452,0.7882567321190841
453,0.7736742502796581
454,0.7806484807246008
455,0.7819165226236819
456,0.7692361036328776
457,0.7616278522383979
458,0.7743082712291987
459,0.786988690220003
460,0.7907928159172428
461,0.8022051930089695
462,0.8155196329493108
463,0.7984010673117261
464,0.7464113494494313
465,0.718514427669664
466,0.7527515589448335
467,0.8003031301603478
468,0.8250299471924158
469,0.8301021147887369
470,0.8123495282016115
471,0.7812825016741414
472,0.7565556846420733
473,0.7470453703989719
474,0.7660659988851783
475,0.7977670463621855
476,0.8110814863025304
477,0.8142515910502297
478,0.8148856119997703
479,0.7888907530686247
480,0.7438752656512726
481,0.7292927838118466
482,0.7426072237521915
483,0.7565556846420733
484,0.7825505435732225
485,0.8104474653529898
486,0.8091794234539087
487,0.7990350882612667
488,0.7945969416144862
489,0.7686020826833371
490,0.7318288676100089
491,0.7254886581146067
492,0.7540196008439146
493,0.8022051930089695
494,0.8446845966281593
495,0.8541949108712643
496,0.8262979890914934
497,0.7825505435732225
498,0.7445092866008096
499,0.7229525743164444
500,0.7299268047613872
501,0.7730402293301211
502,0.8212258214951724
503,0.8389784080822977
504,0.8199577795960913
505,0.7850866273713812
506,0.7686020826833371
507,0.7724062083805805
508,0.7768443550273609
509,0.7781123969264421
510,0.7806484807246008
511,0.7876227111695435
512,0.7914268368667834
513,0.7749422921787392
514,0.7394371190044886
515,0.7254886581146067
516,0.7571897055916139
517,0.7996691092108072
518,0.8250299471924158
519,0.8377103661832166
520,0.8224938633942536
521,0.7812825016741414
522,0.7527515589448335
523,0.7413391818531103
524,0.7457773284998908
525,0.7686020826833371
526,0.7768443550273609
527,0.7730402293301211
528,0.7914268368667834
529,0.8041072558575877
530,0.7990350882612667
531,0.8142515910502297
532,0.826932010041034
533,0.8009371511098884
534,0.7717721874310399
535,0.7540196008439146
536,0.7292927838118466
537,0.7324628885595494
538,0.7749422921787392
539,0.8022051930089695
540,0.8079113815548311
541,0.8199577795960913
542,0.8104474653529898
543,0.7800144597750602
544,0.7743082712291987
545,0.7743082712291987
546,0.7559216636925363
547,0.738803098054948
548,0.7362670142567893
549,0.7673340407842595
550,0.8129835491511521
551,0.8224938633942536
552,0.8022051930089695
553,0.7838185854723037
554,0.7641639360365566
555,0.7508494960962118
556,0.7717721874310399
557,0.8104474653529898
558,0.8155196329493108
559,0.7939629206649457
560,0.7850866273713812
561,0.7825505435732225
562,0.7686020826833371
563,0.7489474332475936
564,0.7502154751466712
565,0.7907928159172428
566,0.8275660309905746
567,0.816787674848392
568,0.7825505435732225
569,0.7578237265411545
570,0.7419732028026509
571,0.7470453703989719
572,0.7876227111695435
573,0.8148856119997703
574,0.7933288997154051
575,0.7749422921787392
576,0.7692361036328776
577,0.7571897055916139
578,0.7654319779356378
579,0.7895247740181652
580,0.8079113815548311
581,0.8180557167474731
582,0.7984010673117261
583,0.7647979569860972
584,0.7495814541971342
585,0.7476793913485125
586,0.7641639360365566
587,0.7882567321190841
588,0.7990350882612667
589,0.8060093187062094
590,0.8072773606052905
591,0.801571172059429
592,0.7952309625640268
593,0.7787464178759826
594,0.7686020826833371
595,0.7730402293301211
596,0.7825505435732225
597,0.7952309625640268
598,0.7844526064218442
599,0.7654319779356378
600,0.7660659988851783
601,0.7686020826833371
602,0.7755763131282798
603,0.7774783759769015
604,0.7667000198347189
605,0.7711381664814994
606,0.7793804388255197
607,0.7743082712291987
608,0.7749422921787392
609,0.792060857816324
610,0.7984010673117261
611,0.7698701245824182
612,0.7597257893897762
613,0.7907928159172428
614,0.8091794234539087
615,0.8186897376970137
616,0.8212258214951724
617,0.7914268368667834
618,0.7667000198347189
619,0.7654319779356378
620,0.7698701245824182
621,0.7724062083805805
622,0.7705041455319588
623,0.7749422921787392
624,0.7838185854723037
625,0.786988690220003
626,0.7876227111695435
627,0.7755763131282798
628,0.7654319779356378
629,0.7717721874310399
630,0.7743082712291987
631,0.7812825016741414
632,0.7926948787658645
633,0.796499004463108
634,0.7952309625640268
635,0.7882567321190841
636,0.7800144597750602
637,0.7647979569860972
638,0.7369010352063299
639,0.7356329933072487
640,0.7793804388255197
641,0.8256639681419529
642,0.8446845966281593
643,0.8351742823850579
644,0.8104474653529898
645,0.7736742502796581
646,0.733730930458627
647,0.7343649514081676
648,0.7698701245824182
649,0.797133025412645
650,0.8098134444034493
651,0.7996691092108072
652,0.7787464178759826
653,0.7755763131282798
654,0.7622618731879349
655,0.7356329933072487
656,0.7400711399540292
657,0.7749422921787392
658,0.8142515910502297
659,0.8275660309905746
660,0.811715507252071
661,0.8003031301603478
662,0.7806484807246008
663,0.7508494960962118
664,0.748313412298053
665,0.7667000198347189
666,0.7857206483209218
667,0.8028392139585065
668,0.8009371511098884
669,0.7831845645227631
670,0.7850866273713812
671,0.8079113815548311
672,0.811715507252071
673,0.7907928159172428
674,0.7762103340778204
675,0.7654319779356378
676,0.7584577474906951
677,0.7603598103393168
678,0.7540196008439146
679,0.7571897055916139
680,0.7781123969264421
681,0.7850866273713812
682,0.796499004463108
683,0.8161536538988514
684,0.8047412768071283
685,0.7812825016741414
686,0.7724062083805805
687,0.7692361036328776
688,0.7673340407842595
689,0.7635299150870161
690,0.7647979569860972
691,0.7660659988851783
692,0.7743082712291987
693,0.8072773606052905
694,0.8351742823850579
695,0.8345402614355173
696,0.8110814863025304
697,0.7622618731879349
698,0.733730930458627
699,0.7521175379952929
700,0.7667000198347189
701,0.7711381664814994
702,0.7882567321190841
703,0.7984010673117261
704,0.7914268368667834
705,0.7806484807246008
706,0.7781123969264421
707,0.7838185854723037
708,0.7806484807246008
709,0.7705041455319588
710,0.7749422921787392
711,0.796499004463108
712,0.8110814863025304
713,0.801571172059429
714,0.7901587949677058
715,0.7901587949677058
716,0.7812825016741414
717,0.7667000198347189
718,0.7616278522383979
719,0.7609938312888573
720,0.7705041455319588
721,0.7825505435732225
722,0.7806484807246008
723,0.7850866273713812
724,0.8022051930089695
725,0.7977670463621855
726,0.7635299150870161
727,0.7426072237521915
728,0.7584577474906951
729,0.7806484807246008
730,0.7926948787658645
731,0.8072773606052905
732,0.8161536538988514
733,0.801571172059429
734,0.7705041455319588
735,0.7622618731879349
736,0.7914268368667834
737,0.8053752977566688
738,0.7793804388255197
739,0.7692361036328776
740,0.7844526064218442
741,0.7806484807246008
742,0.7673340407842595
743,0.7647979569860972
744,0.7635299150870161
745,0.7698701245824182
746,0.7838185854723037
747,0.801571172059429
748,0.8243959262428753
749,0.826932010041034
750,0.7901587949677058
751,0.7578237265411545
752,0.7628958941374755
753,0.7787464178759826
754,0.786988690220003
755,0.7895247740181652
756,0.7793804388255197
757,0.7686020826833371
758,0.7743082712291987
759,0.7819165226236819
760,0.7755763131282798
761,0.7590917684402356
762,0.7419732028026509
763,0.7470453703989719
764,0.7743082712291987
765,0.796499004463108
766,0.8136175701006927
767,0.8282000519401151
768,0.8212258214951724
769,0.7945969416144862
770,0.7812825016741414
771,0.7914268368667834
772,0.7901587949677058
773,0.7667000198347189
774,0.748313412298053
775,0.7413391818531103
776,0.7489474332475936
777,0.7825505435732225
778,0.821859842444713
779,0.8313701566878144
780,0.811715507252071
781,0.7888907530686247
782,0.7730402293301211
783,0.7552876427429958
784,0.7394371190044886
785,0.7292927838118466
786,0.733730930458627
787,0.7730402293301211
788,0.8345402614355173
789,0.8738495603070078
790,0.856730994669423
791,0.8034732349080471
792,0.7521175379952929
793,0.7267567000136879
794,0.7508494960962118
795,0.7895247740181652
796,0.7781123969264421
797,0.7445092866008096
798,0.7407051609035697
799,0.7603598103393168
800,0.797133025412645
801,0.8326381985868956
802,0.832004177637355
803,0.8003031301603478
804,0.7736742502796581
805,0.7736742502796581
806,0.7863546692704624
807,0.7844526064218442
808,0.7692361036328776
809,0.7590917684402356
810,0.7609938312888573
811,0.7762103340778204
812,0.7838185854723037
813,0.7762103340778204
814,0.7768443550273609
815,0.7850866273713812
816,0.7882567321190841
817,0.7850866273713812
818,0.7781123969264421
819,0.7812825016741414
820,0.7914268368667834
821,0.7831845645227631
822,0.7774783759769015
823,0.801571172059429
824,0.8224938633942536
825,0.8205918005456319
826,0.8053752977566688
827,0.7774783759769015
828,0.7476793913485125
829,0.7292927838118466
830,0.7223185533669039
831,0.738169077105411
832,0.7616278522383979
833,0.7762103340778204
834,0.7945969416144862
835,0.8047412768071283
836,0.8028392139585065
837,0.8041072558575877
838,0.8060093187062094
839,0.8098134444034493
840,0.7977670463621855
841,0.7647979569860972
842,0.7540196008439146
843,0.7647979569860972
844,0.7793804388255197
845,0.7958649835135674
846,0.7958649835135674
847,0.7812825016741414
848,0.7730402293301211
849,0.7749422921787392
850,0.7844526064218442
851,0.792060857816324
852,0.7825505435732225
853,0.7705041455319588
854,0.7749422921787392
855,0.7876227111695435
856,0.796499004463108
857,0.8047412768071283
858,0.7914268368667834
859,0.7495814541971342
860,0.733730930458627
861,0.7609938312888573
862,0.7882567321190841
863,0.801571172059429
864,0.8053752977566688
865,0.8053752977566688
866,0.8034732349080471
867,0.7774783759769015
868,0.7349989723577082
869,0.7178804067201234
870,0.7375350561558704
871,0.7755763131282798
872,0.8085454025043681
873,0.8294680938391963
874,0.8345402614355173
875,0.821859842444713
876,0.7977670463621855
877,0.7749422921787392
878,0.7781123969264421
879,0.7882567321190841
880,0.7705041455319588
881,0.7540196008439146
882,0.7578237265411545
883,0.7578237265411545
884,0.7705041455319588
885,0.797133025412645
886,0.7977670463621855
887,0.7806484807246008
888,0.7749422921787392
889,0.7787464178759826
890,0.7952309625640268
891,0.8186897376970137
892,0.8034732349080471
893,0.7514835170457523
894,0.7242206162155256
895,0.7305608257109277
896,0.7419732028026509
897,0.7711381664814994
898,0.8091794234539087
899,0.8199577795960913
900,0.816787674848392
901,0.8174216957979326
902,0.8028392139585065
903,0.7793804388255197
904,0.7711381664814994
905,0.7724062083805805
906,0.7692361036328776
907,0.7654319779356378
908,0.7743082712291987
909,0.797133025412645
910,0.8237619052933347
911,0.8250299471924158
912,0.7958649835135674
913,0.7749422921787392
914,0.7749422921787392
915,0.7635299150870161
916,0.7311948466604683
917,0.7045659667797786
918,0.7248546371650662
919,0.7888907530686247
920,0.84151449188046
921,0.8434165547290782
922,0.8174216957979326
923,0.7952309625640268
924,0.7679680617337965
925,0.7426072237521915
926,0.7457773284998908
927,0.7692361036328776
928,0.7984010673117261
929,0.8186897376970137
930,0.8129835491511521
931,0.7996691092108072
932,0.7793804388255197
933,0.7438752656512726
934,0.7400711399540292
935,0.7800144597750602
936,0.8003031301603478
937,0.7819165226236819
938,0.7673340407842595
939,0.7743082712291987
940,0.7850866273713812
941,0.7907928159172428
942,0.7926948787658645
943,0.797133025412645
944,0.8142515910502297
945,0.821859842444713
946,0.8009371511098884
947,0.7654319779356378
948,0.7349989723577082
949,0.7273907209632249
950,0.743241244701732
951,0.7540196008439146
952,0.7603598103393168
953,0.7793804388255197
954,0.8047412768071283
955,0.8358083033345984
956,0.8592670784675853
957,0.8421485128300006
958,0.7990350882612667
959,0.7635299150870161
960,0.7292927838118466
961,0.708370092477022
962,0.7362670142567893
963,0.7882567321190841
964,0.8186897376970137
965,0.821859842444713
966,0.7882567321190841
967,0.7349989723577082
968,0.7375350561558704
969,0.7863546692704624
970,0.7939629206649457
971,0.7787464178759826
972,0.7781123969264421
973,0.7711381664814994
974,0.7774783759769015
975,0.8098134444034493
976,0.8231278843437941
977,0.8110814863025304
978,0.796499004463108
979,0.7705041455319588
980,0.7445092866008096
981,0.7330969095090865
982,0.7267567000136879
983,0.7426072237521915
984,0.7984010673117261
985,0.8624371832152846
986,0.8916021468941331
987,0.8586330575180448
988,0.7724062083805805
989,0.6950556525366771
990,0.6861793592431162
991,0.738803098054948
992,0.8047412768071283
993,0.8434165547290782
994,0.837076345233676
995,0.7831845645227631
996,0.7121742181742619
997,0.6849113173440351
998,0.7311948466604683
999,0.8003031301603478
1000,0.8358083033345984
1001,0.851658827073102
1002,0.8668753298620651
1003,0.8377103661832166
1004,0.7521175379952929
1005,0.6906175058898967
1006,0.6925195687385148
1007,0.7273907209632249
1008,0.7724062083805805
1009,0.8142515910502297
1010,0.8396124290318383
1011,0.8351742823850579
1012,0.7876227111695435
1013,0.7369010352063299
1014,0.7476793913485125
1015,0.8022051930089695
1016,0.8351742823850579
1017,0.8358083033345984
1018,0.8174216957979326
1019,0.7793804388255197
1020,0.738803098054948
1021,0.7254886581146067
1022,0.7489474332475936
1023,0.7844526064218442
1024,0.80664333965575
1025,0.811715507252071
1026,0.8009371511098884
1027,0.7743082712291987
1028,0.7464113494494313
1029,0.7407051609035697
1030,0.7609938312888573
1031,0.7939629206649457
1032,0.8123495282016115
1033,0.7945969416144862
1034,0.7711381664814994
1035,0.7730402293301211
1036,0.7781123969264421
1037,0.7749422921787392
1038,0.7705041455319588
1039,0.7717721874310399
1040,0.7888907530686247
1041,0.8193237586465543
1042,0.8402464499813789
1043,0.8313701566878144
1044,0.796499004463108
1045,0.7476793913485125
1046,0.7102721553256401
1047,0.7349989723577082
1048,0.8110814863025304
1049,0.8643392460639063
1050,0.8643392460639063
1051,0.8136175701006927
1052,0.7559216636925363
1053,0.7426072237521915
1054,0.7457773284998908
1055,0.7495814541971342
1056,0.7831845645227631
1057,0.821859842444713
1058,0.8123495282016115
1059,0.7502154751466712
1060,0.703931945830238
1061,0.7166123648210423
1062,0.7609938312888573
1063,0.8161536538988514
1064,0.861803162265744
1065,0.8560969737198825
1066,0.8123495282016115
1067,0.7812825016741414
1068,0.7717721874310399
1069,0.7635299150870161
1070,0.7527515589448335
1071,0.7419732028026509
1072,0.7502154751466712
1073,0.7977670463621855
1074,0.8332722195364362
1075,0.8237619052933347
1076,0.8009371511098884
1077,0.7673340407842595
1078,0.7369010352063299
1079,0.7495814541971342
1080,0.7762103340778204
1081,0.7762103340778204
1082,0.7755763131282798
1083,0.8003031301603478
1084,0.8205918005456319
1085,0.8224938633942536
1086,0.837076345233676
1087,0.856730994669423
1088,0.8440505756786187
1089,0.8123495282016115
1090,0.7958649835135674
1091,0.7781123969264421
1092,0.7438752656512726
1093,0.723586595265985
1094,0.7102721553256401
1095,0.6950556525366771
1096,0.7166123648210423
1097,0.7451433075503502
1098,0.7584577474906951
1099,0.7793804388255197
1100,0.7755763131282798
1101,0.7540196008439146
1102,0.7781123969264421
1103,0.8212258214951724
1104,0.8148856119997703
1105,0.7774783759769015
1106,0.7686020826833371
1107,0.7914268368667834
1108,0.826932010041034
1109,0.8738495603070078
1110,0.9036485449353968
1111,0.8751176022060889
1112,0.7926948787658645
1113,0.7311948466604683
1114,0.7375350561558704
1115,0.7426072237521915
1116,0.7159783438715017
1117,0.7071020505779408
1118,0.7197824695687451
1119,0.7305608257109277
1120,0.7451433075503502
1121,0.7508494960962118
1122,0.7242206162155256
1123,0.7026639039311604
1124,0.7400711399540292
1125,0.797133025412645
1126,0.8275660309905746
1127,0.836442324284139
1128,0.8123495282016115
1129,0.7692361036328776
1130,0.7654319779356378
1131,0.8085454025043681
1132,0.8599010994171259
1133,0.8871640002473526
1134,0.8757516231556295
1135,0.832004177637355
1136,0.7812825016741414
1137,0.7514835170457523
1138,0.7369010352063299
1139,0.7324628885595494
1140,0.7698701245824182
1141,0.8186897376970137
1142,0.8186897376970137
1143,0.7850866273713812
1144,0.7552876427429958
1145,0.7324628885595494
1146,0.7159783438715017
1147,0.6994937991834576
1148,0.7045659667797786
1149,0.7667000198347189
1150,0.851658827073102
1151,0.8738495603070078
1152,0.8478547013758622
1153,0.8440505756786187
1154,0.8339062404859767
1155,0.7895247740181652
1156,0.7622618731879349
1157,0.7844526064218442
1158,0.8104474653529898
1159,0.7863546692704624
1160,0.7451433075503502
1161,0.7407051609035697
1162,0.7502154751466712
1163,0.7375350561558704
1164,0.7330969095090865
1165,0.8022051930089695
1166,0.9118908172794207
1167,0.9372516552610257
1168,0.84151449188046
1169,0.7210505114678263
1170,0.6817412125963322
1171,0.7248546371650662
1172,0.7762103340778204
1173,0.8009371511098884
1174,0.7990350882612667
1175,0.7838185854723037
1176,0.7895247740181652
1177,0.7863546692704624
1178,0.7375350561558704
1179,0.6868133801926533
1180,0.6620865631605888
1181,0.6519422279679432
1182,0.6849113173440351
1183,0.7800144597750602
1184,0.8599010994171259
1185,0.8484887223254027
1186,0.80664333965575
1187,0.7831845645227631
1188,0.728658762862306
1189,0.6506741860688656
1190,0.6310195366331186
1191,0.7178804067201234
1192,0.8586330575180448
1193,0.9473959904536677
1194,0.9442258857059684
1195,0.9087207125317178
1196,0.9030145239858562
1197,0.9144269010775794
1198,0.9055506077840185
1199,0.8738495603070078
1200,0.8104474653529898
1201,0.6963236944357583
1202,0.5473287712938166
1203,0.4274988118307199
1204,0.393895701505091
1205,0.4668081107022104
1206,0.6684267726559909
1207,0.9588083675453909
1208,1.1705713646918134
1209,1.1724734275404352
1210,0.9930454988205639
1211,0.7375350561558704
1212,0.5283081428076102
1213,0.49090090678473786
1214,0.625313348087257
1215,0.7635299150870161
1216,0.811715507252071
1217,0.837076345233676
1218,0.8675093508116056
1219,0.8801897698024099
1220,0.9118908172794207
1221,0.9879733312242394
1222,1.0437671747837776
1223,1.0006537502150437
1224,0.8732155393574672
1225,0.733730930458627
1226,0.6278494318854193
1227,0.5847360073166854
1228,0.6196071595413954
1229,0.6925195687385148
1230,0.7565556846420733
1231,0.7895247740181652
1232,0.7800144597750602
1233,0.718514427669664
1234,0.6189731385918549
1235,0.5891741539634658
1236,0.7115401972247213
1237,0.8681433717611462
1238,0.9385196971601069
1239,0.9512001161509112
1240,0.9233031943711438
1241,0.8662413089125245
1242,0.8358083033345984
1243,0.836442324284139
1244,0.8497567642244803
1245,0.8877980211968932
1246,0.9017464820867751
1247,0.8529268689721832
1248,0.8155196329493108
1249,0.7895247740181652
1250,0.7090041134265626
1251,0.64052985087622
1252,0.6367257251789802
