,NIGH01_NS1 200.0(Hz) unit:(gal)
403,0.042461188634236535
404,0.04103067715962716
405,0.04103067715962716
406,0.04174593289693185
407,0.04103067715962716
408,0.03912332852681466
409,0.0388849099477131
410,0.040553840001424035
411,0.04174593289693185
412,0.04126909573872872
413,0.040553840001424035
414,0.04103067715962716
415,0.0407922585805256
416,0.038646491368611535
417,0.03650072415669747
418,0.036739142735799035
419,0.039600165685017785
420,0.0426996072133381
421,0.04365328152974435
422,0.04222277005513497
423,0.03983858426411935
424,0.03816965421040841
425,0.03840807278950997
426,0.03983858426411935
427,0.04126909573872872
428,0.04174593289693185
429,0.042461188634236535
430,0.0426996072133381
431,0.0407922585805256
432,0.03721597989400216
433,0.034831794102986535
434,0.035785468419392785
435,0.03840807278950997
436,0.04007700284322091
437,0.03936174710591622
438,0.03793123563130685
439,0.0369775613149006
440,0.037692817052205285
441,0.04007700284322091
442,0.04174593289693185
443,0.04222277005513497
444,0.04174593289693185
445,0.04198435147603341
446,0.04293802579243966
447,0.044368537267049035
448,0.04579904874165841
449,0.04699114163716622
450,0.04866007169087716
451,0.04961374600728341
452,0.04746797879536935
453,0.042461188634236535
454,0.03721597989400216
455,0.03530863126118966
456,0.03745439847310372
457,0.04126909573872872
458,0.04413011868794747
459,0.04389170010884591
460,0.04103067715962716
461,0.03816965421040841
462,0.03721597989400216
463,0.03793123563130685
464,0.03936174710591622
465,0.04174593289693185
466,0.043414862950642785
467,0.04293802579243966
468,0.041507514317830285
469,0.04031542142232247
470,0.03983858426411935
471,0.03983858426411935
472,0.04031542142232247
473,0.0407922585805256
474,0.04103067715962716
475,0.04031542142232247
476,0.03816965421040841
477,0.03554704984029122
478,0.03459337552388497
479,0.03602388699849435
480,0.03816965421040841
481,0.04007700284322091
482,0.0407922585805256
483,0.04007700284322091
484,0.03912332852681466
485,0.03983858426411935
486,0.042461188634236535
487,0.04365328152974435
488,0.0426996072133381
489,0.0407922585805256
490,0.039600165685017785
491,0.03840807278950997
492,0.0369775613149006
493,0.0369775613149006
494,0.03912332852681466
495,0.04126909573872872
496,0.04103067715962716
497,0.03840807278950997
498,0.03626230557759591
499,0.03602388699849435
500,0.03793123563130685
501,0.0407922585805256
502,0.04198435147603341
503,0.04103067715962716
504,0.03912332852681466
505,0.03721597989400216
506,0.035785468419392785
507,0.0350702126820881
508,0.0350702126820881
509,0.03602388699849435
510,0.03816965421040841
511,0.04174593289693185
512,0.0446069558461506
513,0.044368537267049035
514,0.041507514317830285
515,0.03793123563130685
516,0.03530863126118966
517,0.03459337552388497
518,0.03650072415669747
519,0.03840807278950997
520,0.03816965421040841
521,0.036739142735799035
522,0.036739142735799035
523,0.03840807278950997
524,0.03983858426411935
525,0.03983858426411935
526,0.039600165685017785
527,0.03983858426411935
528,0.03983858426411935
529,0.03983858426411935
530,0.0407922585805256
531,0.04198435147603341
532,0.041507514317830285
533,0.03936174710591622
534,0.03721597989400216
535,0.03602388699849435
536,0.035785468419392785
537,0.03721597989400216
538,0.04031542142232247
539,0.04222277005513497
540,0.0407922585805256
541,0.038646491368611535
542,0.038646491368611535
543,0.039600165685017785
544,0.038646491368611535
545,0.0369775613149006
546,0.03816965421040841
547,0.04126909573872872
548,0.043414862950642785
549,0.04317644437154122
550,0.04174593289693185
551,0.0388849099477131
552,0.03626230557759591
553,0.035785468419392785
554,0.037692817052205285
555,0.039600165685017785
556,0.03936174710591622
557,0.03840807278950997
558,0.03840807278950997
559,0.039600165685017785
560,0.04126909573872872
561,0.042461188634236535
562,0.043414862950642785
563,0.0446069558461506
564,0.04484537442525216
565,0.0426996072133381
566,0.03912332852681466
567,0.035785468419392785
568,0.03435495694478341
569,0.03554704984029122
570,0.037692817052205285
571,0.038646491368611535
572,0.0388849099477131
573,0.03936174710591622
574,0.04031542142232247
575,0.04126909573872872
576,0.040553840001424035
577,0.037692817052205285
578,0.03554704984029122
579,0.0350702126820881
580,0.0350702126820881
581,0.03340128262837716
582,0.031017096837361535
583,0.030778678258259973
584,0.03411653836568185
585,0.0388849099477131
586,0.041507514317830285
587,0.041507514317830285
588,0.0407922585805256
589,0.040553840001424035
590,0.04103067715962716
591,0.040553840001424035
592,0.03936174710591622
593,0.03840807278950997
594,0.03816965421040841
595,0.03793123563130685
596,0.037692817052205285
597,0.03745439847310372
598,0.03793123563130685
599,0.03793123563130685
600,0.036739142735799035
601,0.035785468419392785
602,0.03626230557759591
603,0.03840807278950997
604,0.04031542142232247
605,0.0407922585805256
606,0.040553840001424035
607,0.04031542142232247
608,0.040553840001424035
609,0.04103067715962716
610,0.04174593289693185
611,0.04174593289693185
612,0.04103067715962716
613,0.04007700284322091
614,0.04031542142232247
615,0.040553840001424035
616,0.03840807278950997
617,0.03530863126118966
618,0.03459337552388497
619,0.03650072415669747
620,0.03912332852681466
621,0.039600165685017785
622,0.03793123563130685
623,0.03626230557759591
624,0.03626230557759591
625,0.037692817052205285
626,0.039600165685017785
627,0.04031542142232247
628,0.03983858426411935
629,0.03912332852681466
630,0.0388849099477131
631,0.03816965421040841
632,0.03602388699849435
633,0.03435495694478341
634,0.03363970120747872
635,0.03340128262837716
636,0.033878119786580285
637,0.034831794102986535
638,0.03554704984029122
639,0.035785468419392785
640,0.035785468419392785
641,0.03650072415669747
642,0.03816965421040841
643,0.04031542142232247
644,0.041507514317830285
645,0.040553840001424035
646,0.03816965421040841
647,0.03602388699849435
648,0.03602388699849435
649,0.03816965421040841
650,0.040553840001424035
651,0.04174593289693185
652,0.0407922585805256
653,0.03793123563130685
654,0.0369775613149006
655,0.0388849099477131
656,0.041507514317830285
657,0.043414862950642785
658,0.04365328152974435
659,0.04222277005513497
660,0.04007700284322091
661,0.03840807278950997
662,0.037692817052205285
663,0.03816965421040841
664,0.03912332852681466
665,0.04007700284322091
666,0.04126909573872872
667,0.04198435147603341
668,0.04174593289693185
669,0.0407922585805256
670,0.040553840001424035
671,0.0407922585805256
672,0.04103067715962716
673,0.040553840001424035
674,0.03983858426411935
675,0.03983858426411935
676,0.04031542142232247
677,0.0407922585805256
678,0.04031542142232247
679,0.0388849099477131
680,0.03721597989400216
681,0.035785468419392785
682,0.03530863126118966
683,0.0350702126820881
684,0.03530863126118966
685,0.03602388699849435
686,0.03650072415669747
687,0.0369775613149006
688,0.03721597989400216
689,0.03721597989400216
690,0.03721597989400216
691,0.03840807278950997
692,0.03936174710591622
693,0.03912332852681466
694,0.03793123563130685
695,0.03745439847310372
696,0.037692817052205285
697,0.03793123563130685
698,0.03721597989400216
699,0.035785468419392785
700,0.0350702126820881
701,0.036739142735799035
702,0.039600165685017785
703,0.039600165685017785
704,0.03626230557759591
705,0.0331628640492756
706,0.03244760831197091
707,0.03411653836568185
708,0.034831794102986535
709,0.03459337552388497
710,0.0350702126820881
711,0.0369775613149006
712,0.03936174710591622
713,0.040553840001424035
714,0.039600165685017785
715,0.03745439847310372
716,0.03626230557759591
717,0.037692817052205285
718,0.04103067715962716
719,0.0446069558461506
720,0.0465143044789631
721,0.04579904874165841
722,0.043414862950642785
723,0.04103067715962716
724,0.04031542142232247
725,0.041507514317830285
726,0.04317644437154122
727,0.04413011868794747
728,0.04317644437154122
729,0.04198435147603341
730,0.04103067715962716
731,0.03983858426411935
732,0.03840807278950997
733,0.03793123563130685
734,0.03840807278950997
735,0.03936174710591622
736,0.040553840001424035
737,0.04103067715962716
738,0.04126909573872872
739,0.041507514317830285
740,0.041507514317830285
741,0.04126909573872872
742,0.0407922585805256
743,0.040553840001424035
744,0.03983858426411935
745,0.0388849099477131
746,0.03912332852681466
747,0.04031542142232247
748,0.04103067715962716
749,0.041507514317830285
750,0.04222277005513497
751,0.04174593289693185
752,0.04007700284322091
753,0.03912332852681466
754,0.039600165685017785
755,0.04031542142232247
756,0.04007700284322091
757,0.039600165685017785
758,0.03936174710591622
759,0.03936174710591622
760,0.03936174710591622
761,0.039600165685017785
762,0.04031542142232247
763,0.04103067715962716
764,0.04103067715962716
765,0.0407922585805256
766,0.040553840001424035
767,0.041507514317830285
768,0.04293802579243966
769,0.04293802579243966
770,0.04126909573872872
771,0.039600165685017785
772,0.03912332852681466
773,0.03936174710591622
774,0.04031542142232247
775,0.04126909573872872
776,0.04293802579243966
777,0.045322211583455285
778,0.0465143044789631
779,0.04508379300435372
780,0.04126909573872872
781,0.037692817052205285
782,0.0369775613149006
783,0.03840807278950997
784,0.04103067715962716
785,0.04317644437154122
786,0.044368537267049035
787,0.0446069558461506
788,0.04484537442525216
789,0.04508379300435372
790,0.04508379300435372
791,0.04365328152974435
792,0.04174593289693185
793,0.04126909573872872
794,0.042461188634236535
795,0.043414862950642785
796,0.0426996072133381
797,0.04031542142232247
798,0.03793123563130685
799,0.037692817052205285
800,0.03983858426411935
801,0.0426996072133381
802,0.043414862950642785
803,0.041507514317830285
804,0.03912332852681466
805,0.038646491368611535
806,0.04031542142232247
807,0.04174593289693185
808,0.040553840001424035
809,0.03745439847310372
810,0.035785468419392785
811,0.037692817052205285
812,0.040553840001424035
813,0.04198435147603341
814,0.04174593289693185
815,0.04103067715962716
816,0.04007700284322091
817,0.039600165685017785
818,0.03983858426411935
819,0.040553840001424035
820,0.04103067715962716
821,0.0407922585805256
822,0.03983858426411935
823,0.03912332852681466
824,0.0388849099477131
825,0.03912332852681466
826,0.04031542142232247
827,0.04198435147603341
828,0.04293802579243966
829,0.0426996072133381
830,0.041507514317830285
831,0.039600165685017785
832,0.036739142735799035
833,0.03459337552388497
834,0.03530863126118966
835,0.038646491368611535
836,0.04126909573872872
837,0.04198435147603341
838,0.040553840001424035
839,0.037692817052205285
840,0.03530863126118966
841,0.03554704984029122
842,0.03840807278950997
843,0.04198435147603341
844,0.04389170010884591
845,0.04389170010884591
846,0.04198435147603341
847,0.039600165685017785
848,0.03745439847310372
849,0.037692817052205285
850,0.04103067715962716
851,0.0446069558461506
852,0.04556063016255685
853,0.043414862950642785
854,0.04031542142232247
855,0.037692817052205285
856,0.03626230557759591
857,0.03626230557759591
858,0.03745439847310372
859,0.0388849099477131
860,0.03983858426411935
861,0.04031542142232247
862,0.04007700284322091
863,0.0388849099477131
864,0.03554704984029122
865,0.03244760831197091
866,0.033878119786580285
867,0.03793123563130685
868,0.040553840001424035
869,0.04126909573872872
870,0.04174593289693185
871,0.04198435147603341
872,0.04198435147603341
873,0.041507514317830285
874,0.04007700284322091
875,0.038646491368611535
876,0.037692817052205285
877,0.03721597989400216
878,0.03816965421040841
879,0.03983858426411935
880,0.040553840001424035
881,0.039600165685017785
882,0.03816965421040841
883,0.03840807278950997
884,0.040553840001424035
885,0.0426996072133381
886,0.042461188634236535
887,0.04031542142232247
888,0.03840807278950997
889,0.038646491368611535
890,0.039600165685017785
891,0.03936174710591622
892,0.038646491368611535
893,0.039600165685017785
894,0.04174593289693185
895,0.0426996072133381
896,0.042461188634236535
897,0.04174593289693185
898,0.04103067715962716
899,0.0407922585805256
900,0.03983858426411935
901,0.03793123563130685
902,0.03745439847310372
903,0.03840807278950997
904,0.03912332852681466
905,0.0388849099477131
906,0.037692817052205285
907,0.03650072415669747
908,0.03602388699849435
909,0.0369775613149006
910,0.03840807278950997
911,0.039600165685017785
912,0.04007700284322091
913,0.03983858426411935
914,0.03912332852681466
915,0.038646491368611535
916,0.0388849099477131
917,0.03912332852681466
918,0.0388849099477131
919,0.03793123563130685
920,0.03721597989400216
921,0.03626230557759591
922,0.03602388699849435
923,0.0369775613149006
924,0.03936174710591622
925,0.0426996072133381
926,0.0446069558461506
927,0.04389170010884591
928,0.04103067715962716
929,0.037692817052205285
930,0.03602388699849435
931,0.0369775613149006
932,0.03816965421040841
933,0.03840807278950997
934,0.03840807278950997
935,0.03912332852681466
936,0.03983858426411935
937,0.03983858426411935
938,0.03936174710591622
939,0.038646491368611535
940,0.03816965421040841
941,0.03816965421040841
942,0.039600165685017785
943,0.04103067715962716
944,0.0407922585805256
945,0.03912332852681466
946,0.03793123563130685
947,0.03721597989400216
948,0.036739142735799035
949,0.03745439847310372
950,0.0388849099477131
951,0.04031542142232247
952,0.04126909573872872
953,0.04174593289693185
954,0.04174593289693185
955,0.04198435147603341
956,0.04198435147603341
957,0.04007700284322091
958,0.0369775613149006
959,0.0350702126820881
960,0.0350702126820881
961,0.03721597989400216
962,0.04126909573872872
963,0.045322211583455285
964,0.04603746732075997
965,0.04222277005513497
966,0.03745439847310372
967,0.03435495694478341
968,0.03411653836568185
969,0.03626230557759591
970,0.0388849099477131
971,0.03983858426411935
972,0.039600165685017785
973,0.03840807278950997
974,0.0369775613149006
975,0.03626230557759591
976,0.03602388699849435
977,0.03650072415669747
978,0.03745439847310372
979,0.04007700284322091
980,0.042461188634236535
981,0.04317644437154122
982,0.04222277005513497
983,0.040553840001424035
984,0.03912332852681466
985,0.03816965421040841
986,0.03840807278950997
987,0.0388849099477131
988,0.0388849099477131
989,0.03840807278950997
990,0.03816965421040841
991,0.03793123563130685
992,0.038646491368611535
993,0.04007700284322091
994,0.04103067715962716
995,0.04103067715962716
996,0.04103067715962716
997,0.04126909573872872
998,0.04007700284322091
999,0.03816965421040841
1000,0.03721597989400216
1001,0.03793123563130685
1002,0.03936174710591622
1003,0.03983858426411935
1004,0.039600165685017785
1005,0.04007700284322091
1006,0.04198435147603341
1007,0.04508379300435372
1008,0.0465143044789631
1009,0.04556063016255685
1010,0.04365328152974435
1011,0.041507514317830285
1012,0.0388849099477131
1013,0.03626230557759591
1014,0.035785468419392785
1015,0.03816965421040841
1016,0.040553840001424035
1017,0.04031542142232247
1018,0.037692817052205285
1019,0.03602388699849435
1020,0.03721597989400216
1021,0.04007700284322091
1022,0.042461188634236535
1023,0.0426996072133381
1024,0.04031542142232247
1025,0.03721597989400216
1026,0.03721597989400216
1027,0.03983858426411935
1028,0.04222277005513497
1029,0.04198435147603341
1030,0.04007700284322091
1031,0.0388849099477131
1032,0.037692817052205285
1033,0.03650072415669747
1034,0.0369775613149006
1035,0.0388849099477131
1036,0.03983858426411935
1037,0.039600165685017785
1038,0.0388849099477131
1039,0.038646491368611535
1040,0.03912332852681466
1041,0.03983858426411935
1042,0.04007700284322091
1043,0.039600165685017785
1044,0.038646491368611535
1045,0.037692817052205285
1046,0.03793123563130685
1047,0.03912332852681466
1048,0.03983858426411935
1049,0.03983858426411935
1050,0.039600165685017785
1051,0.03936174710591622
1052,0.039600165685017785
1053,0.040553840001424035
1054,0.040553840001424035
1055,0.03816965421040841
1056,0.03411653836568185
1057,0.03173235257466622
1058,0.03363970120747872
1059,0.03840807278950997
1060,0.042461188634236535
1061,0.04484537442525216
1062,0.04556063016255685
1063,0.04556063016255685
1064,0.0446069558461506
1065,0.04293802579243966
1066,0.04031542142232247
1067,0.037692817052205285
1068,0.03602388699849435
1069,0.035785468419392785
1070,0.03650072415669747
1071,0.03793123563130685
1072,0.038646491368611535
1073,0.0388849099477131
1074,0.03912332852681466
1075,0.03912332852681466
1076,0.03816965421040841
1077,0.0369775613149006
1078,0.03721597989400216
1079,0.038646491368611535
1080,0.04007700284322091
1081,0.0407922585805256
1082,0.04198435147603341
1083,0.04317644437154122
1084,0.04293802579243966
1085,0.04174593289693185
1086,0.04103067715962716
1087,0.04031542142232247
1088,0.03936174710591622
1089,0.03840807278950997
1090,0.0369775613149006
1091,0.034831794102986535
1092,0.03411653836568185
1093,0.035785468419392785
1094,0.038646491368611535
1095,0.04103067715962716
1096,0.04126909573872872
1097,0.03983858426411935
1098,0.037692817052205285
1099,0.03626230557759591
1100,0.0369775613149006
1101,0.039600165685017785
1102,0.0426996072133381
1103,0.04413011868794747
1104,0.04389170010884591
1105,0.043414862950642785
1106,0.042461188634236535
1107,0.04103067715962716
1108,0.03912332852681466
1109,0.03816965421040841
1110,0.03983858426411935
1111,0.04293802579243966
1112,0.044368537267049035
1113,0.04317644437154122
1114,0.040553840001424035
1115,0.03816965421040841
1116,0.03721597989400216
1117,0.03816965421040841
1118,0.04031542142232247
1119,0.042461188634236535
1120,0.04484537442525216
1121,0.04603746732075997
1122,0.04484537442525216
1123,0.04293802579243966
1124,0.041507514317830285
1125,0.04103067715962716
1126,0.041507514317830285
1127,0.04317644437154122
1128,0.04389170010884591
1129,0.0426996072133381
1130,0.040553840001424035
1131,0.038646491368611535
1132,0.03745439847310372
1133,0.03721597989400216
1134,0.037692817052205285
1135,0.0388849099477131
1136,0.03936174710591622
1137,0.03936174710591622
1138,0.039600165685017785
1139,0.04031542142232247
1140,0.04126909573872872
1141,0.0426996072133381
1142,0.04413011868794747
1143,0.04365328152974435
1144,0.040553840001424035
1145,0.03626230557759591
1146,0.032924445470174035
1147,0.0331628640492756
1148,0.03650072415669747
1149,0.04031542142232247
1150,0.0426996072133381
1151,0.043414862950642785
1152,0.04174593289693185
1153,0.03936174710591622
1154,0.037692817052205285
1155,0.0369775613149006
1156,0.03745439847310372
1157,0.03793123563130685
1158,0.037692817052205285
1159,0.03745439847310372
1160,0.03912332852681466
1161,0.04174593289693185
1162,0.044368537267049035
1163,0.046275885899861535
1164,0.04603746732075997
1165,0.04389170010884591
1166,0.04174593289693185
1167,0.04126909573872872
1168,0.04126909573872872
1169,0.0407922585805256
1170,0.03983858426411935
1171,0.03912332852681466
1172,0.03912332852681466
1173,0.0388849099477131
1174,0.03840807278950997
1175,0.03745439847310372
1176,0.03650072415669747
1177,0.03626230557759591
1178,0.03816965421040841
1179,0.0407922585805256
1180,0.04222277005513497
1181,0.04222277005513497
1182,0.041507514317830285
1183,0.0407922585805256
1184,0.04031542142232247
1185,0.04103067715962716
1186,0.04174593289693185
1187,0.042461188634236535
1188,0.04293802579243966
1189,0.04317644437154122
1190,0.0426996072133381
1191,0.042461188634236535
1192,0.04293802579243966
1193,0.04389170010884591
1194,0.044368537267049035
1195,0.04293802579243966
1196,0.04031542142232247
1197,0.038646491368611535
1198,0.03912332852681466
1199,0.04126909573872872
1200,0.041507514317830285
1201,0.03912332852681466
1202,0.0369775613149006
1203,0.037692817052205285
1204,0.04031542142232247
1205,0.04174593289693185
1206,0.04126909573872872
1207,0.039600165685017785
1208,0.03816965421040841
1209,0.03936174710591622
1210,0.042461188634236535
1211,0.04413011868794747
1212,0.042461188634236535
1213,0.03793123563130685
1214,0.033878119786580285
1215,0.03244760831197091
1216,0.034831794102986535
1217,0.0388849099477131
1218,0.04174593289693185
1219,0.04317644437154122
1220,0.0426996072133381
1221,0.04126909573872872
1222,0.040553840001424035
1223,0.040553840001424035
1224,0.039600165685017785
1225,0.0369775613149006
1226,0.03459337552388497
1227,0.034831794102986535
1228,0.03793123563130685
1229,0.041507514317830285
1230,0.043414862950642785
1231,0.04293802579243966
1232,0.04198435147603341
1233,0.04222277005513497
1234,0.04293802579243966
1235,0.043414862950642785
1236,0.042461188634236535
1237,0.040553840001424035
1238,0.038646491368611535
1239,0.037692817052205285
1240,0.036739142735799035
1241,0.036739142735799035
1242,0.03840807278950997
